date,date_key,created_date_key,activity_date_key,opportunity_id,account_key,sales_rep_key,product_key,stage_key,deal_stage,revenue,predicted_win_probability,days_to_close,opportunity_age_days,year_month,year,month
2017-05-11,20170511,20170223,20170511,RR4FWSVB,72.0,5,4,4,Won,3025.0,0.9999999995677828,77.0,77.0,2017-05,2017,5
2017-06-10,20170610,20170223,20170610,C5IWM5VJ,71.0,21,2,4,Won,5618.0,1.0,107.0,107.0,2017-06,2017,6
2017-05-09,20170509,20170223,20170509,9WZ3I1TF,74.0,14,2,4,Won,4867.0,1.0,75.0,75.0,2017-05,2017,5
2017-03-14,20170314,20170223,20170314,IO4GTLAB,42.0,33,6,4,Won,929.0,0.964540103041717,19.0,19.0,2017-03,2017,3
2017-06-05,20170605,20170224,20170605,06T2UPDG,15.0,2,3,2,Lost,0.0,0.582049507749176,101.0,101.0,2017-06,2017,6
2017-05-11,20170511,20170224,20170511,9L6ADU5C,78.0,13,4,2,Lost,0.0,0.0034055115967702265,76.0,76.0,2017-05,2017,5
2017-05-05,20170505,20170224,20170505,U185INDA,72.0,10,2,4,Won,5010.0,1.0,70.0,70.0,2017-05,2017,5
2017-05-15,20170515,20170224,20170515,2AGLONC4,7.0,20,2,4,Won,5621.0,1.0,80.0,80.0,2017-05,2017,5
2017-05-02,20170502,20170224,20170502,TBDUMBLA,40.0,20,4,4,Won,3233.0,0.9999999999308717,67.0,67.0,2017-05,2017,5
2017-05-28,20170528,20170224,20170528,0AXGVKN8,1.0,15,3,4,Won,55.0,0.5809766580299983,93.0,93.0,2017-05,2017,5
2017-03-07,20170307,20170224,20170307,TAPNNL1W,5.0,15,4,4,Won,3278.0,0.9999999999525304,11.0,11.0,2017-03,2017,3
2017-03-10,20170310,20170224,20170310,R9ZAKBFE,16.0,8,6,4,Won,1155.0,0.9964939678282492,14.0,14.0,2017-03,2017,3
2017-03-11,20170311,20170224,20170311,Y40ADYX7,32.0,26,4,4,Won,3550.0,0.9999999999975915,15.0,15.0,2017-03,2017,3
2017-05-10,20170510,20170224,20170510,R7GVZT8J,66.0,6,4,2,Lost,0.0,0.010123529115429842,75.0,75.0,2017-05,2017,5
2017-06-16,20170616,20170224,20170616,RSEDY99J,36.0,6,6,4,Won,1055.0,0.9953308426436304,112.0,112.0,2017-06,2017,6
2017-06-20,20170620,20170224,20170620,D5NZQIWU,65.0,27,6,2,Lost,0.0,0.011311307988014047,116.0,116.0,2017-06,2017,6
2017-05-05,20170505,20170224,20170505,Z0BGG6IJ,79.0,27,1,4,Won,595.0,0.9449084097308939,70.0,70.0,2017-05,2017,5
2017-05-06,20170506,20170224,20170506,ZCA1IRGD,76.0,5,4,4,Won,3063.0,0.9999999997518698,71.0,71.0,2017-05,2017,5
2017-05-13,20170513,20170224,20170513,NPB8ZLEO,44.0,24,4,2,Lost,0.0,0.004756775643091772,78.0,78.0,2017-05,2017,5
2017-06-06,20170606,20170224,20170606,HJIO57TA,48.0,12,4,4,Won,3246.0,0.9999999999570568,102.0,102.0,2017-06,2017,6
2017-03-02,20170302,20170225,20170302,U6N053E1,62.0,1,1,4,Won,423.0,0.805124367009862,5.0,5.0,2017-03,2017,3
2017-06-18,20170618,20170225,20170618,MTKCJVFO,37.0,19,1,4,Won,542.0,0.9415306601355314,113.0,113.0,2017-06,2017,6
2017-03-08,20170308,20170225,20170308,KIP060D0,52.0,19,2,4,Won,5040.0,1.0,11.0,11.0,2017-03,2017,3
2017-05-21,20170521,20170225,20170521,YOISPUC6,42.0,13,6,2,Lost,0.0,0.012290264718927267,85.0,85.0,2017-05,2017,5
2017-06-17,20170617,20170225,20170617,2MHTTXX0,57.0,10,5,2,Lost,0.0,0.009771296382246051,112.0,112.0,2017-06,2017,6
2017-05-09,20170509,20170225,20170509,QU4FNKZL,67.0,10,2,4,Won,5423.0,1.0,73.0,73.0,2017-05,2017,5
2017-06-13,20170613,20170225,20170613,GZUKDP7F,9.0,10,4,4,Won,3295.0,0.9999999999763194,108.0,108.0,2017-06,2017,6
2017-06-02,20170602,20170225,20170602,S519S1EK,56.0,20,1,4,Won,568.0,0.9495750720643498,97.0,97.0,2017-06,2017,6
2017-05-26,20170526,20170225,20170526,AL554AUI,78.0,20,1,4,Won,640.0,0.9595353123923861,90.0,90.0,2017-05,2017,5
2017-05-19,20170519,20170225,20170519,MCWDHOBT,55.0,28,2,4,Won,4612.0,0.9999999999999996,83.0,83.0,2017-05,2017,5
2017-05-26,20170526,20170225,20170526,GDZV8N5W,16.0,8,2,2,Lost,0.0,0.004116302766032868,90.0,90.0,2017-05,2017,5
2017-05-26,20170526,20170225,20170526,F4FLJ0WW,32.0,30,6,2,Lost,0.0,0.02134565581445644,90.0,90.0,2017-05,2017,5
2017-05-06,20170506,20170225,20170506,P3VM7655,19.0,6,4,4,Won,3281.0,0.9999999999765679,70.0,70.0,2017-05,2017,5
2017-03-12,20170312,20170225,20170312,5QU60VGE,24.0,32,1,2,Lost,0.0,0.15394396090892948,15.0,15.0,2017-03,2017,3
2017-03-08,20170308,20170225,20170308,3CLBPMYZ,46.0,32,6,2,Lost,0.0,0.011298401813435166,11.0,11.0,2017-03,2017,3
2017-03-11,20170311,20170225,20170311,G17JEA75,58.0,32,3,4,Won,59.0,0.7588352799166906,14.0,14.0,2017-03,2017,3
2017-06-30,20170630,20170225,20170630,BGU0JJ9X,62.0,7,6,4,Won,1081.0,0.9965537751827983,125.0,125.0,2017-06,2017,6
2017-05-09,20170509,20170225,20170509,U02OIJGK,85.0,7,6,4,Won,962.0,0.9779094437170276,73.0,73.0,2017-05,2017,5
2017-03-06,20170306,20170225,20170306,3N7ZXGMF,11.0,9,6,4,Won,1123.0,0.9921839832849844,9.0,9.0,2017-03,2017,3
2017-06-10,20170610,20170225,20170610,0QHI3KG5,78.0,21,4,4,Won,3075.0,0.9999999997973059,105.0,105.0,2017-06,2017,6
2017-05-09,20170509,20170225,20170509,0WWDVOM3,12.0,25,3,4,Won,50.0,0.6890072175373271,73.0,73.0,2017-05,2017,5
2017-03-06,20170306,20170225,20170306,QPPUCKFM,14.0,25,3,4,Won,47.0,0.6855185067119275,9.0,9.0,2017-03,2017,3
2017-03-08,20170308,20170225,20170308,VGE4M1C9,29.0,3,3,2,Lost,0.0,0.4541835468950089,11.0,11.0,2017-03,2017,3
2017-05-17,20170517,20170225,20170517,56XQOTXV,3.0,3,5,4,Won,4494.0,0.9999999999999996,81.0,81.0,2017-05,2017,5
2017-05-06,20170506,20170225,20170506,1JC9DMNJ,36.0,24,3,2,Lost,0.0,0.5458781356811955,70.0,70.0,2017-05,2017,5
2017-03-11,20170311,20170225,20170311,AK2LRFXF,64.0,24,3,4,Won,61.0,0.6825095444670678,14.0,14.0,2017-03,2017,3
2017-05-13,20170513,20170225,20170513,UCK7JRXG,32.0,24,4,4,Won,3418.0,0.9999999999922731,77.0,77.0,2017-05,2017,5
2017-06-02,20170602,20170225,20170602,WM30CUBE,44.0,16,4,4,Won,3336.0,0.9999999999842617,97.0,97.0,2017-06,2017,6
2017-03-16,20170316,20170226,20170316,8DWOWB6Y,3.0,1,1,2,Lost,0.0,0.10056984812867957,18.0,18.0,2017-03,2017,3
2017-03-13,20170313,20170226,20170313,BGNB966A,49.0,22,5,4,Won,4766.0,1.0,15.0,15.0,2017-03,2017,3
2017-06-10,20170610,20170226,20170610,4Q4CLZCH,56.0,13,4,2,Lost,0.0,0.0058233841934755256,104.0,104.0,2017-06,2017,6
2017-05-27,20170527,20170226,20170527,YQ24IWRQ,26.0,18,1,4,Won,592.0,0.9423554145904218,90.0,90.0,2017-05,2017,5
2017-06-01,20170601,20170226,20170601,Z30RS0CL,40.0,20,1,2,Lost,0.0,0.10356717051283419,95.0,95.0,2017-06,2017,6
2017-05-24,20170524,20170226,20170524,FRB34F3W,33.0,28,3,2,Lost,0.0,0.5694887674323204,87.0,87.0,2017-05,2017,5
2017-05-29,20170529,20170226,20170529,CGEHFK9N,73.0,8,2,2,Lost,0.0,0.0047637852202997285,92.0,92.0,2017-05,2017,5
2017-06-08,20170608,20170226,20170608,4A189ZAB,19.0,8,2,4,Won,5142.0,1.0,102.0,102.0,2017-06,2017,6
2017-05-29,20170529,20170226,20170529,0HELH2Q0,10.0,30,6,2,Lost,0.0,0.01809975189821857,92.0,92.0,2017-05,2017,5
2017-05-08,20170508,20170226,20170508,HG5P21RO,30.0,4,4,2,Lost,0.0,0.004036834110033686,71.0,71.0,2017-05,2017,5
2017-06-16,20170616,20170226,20170616,MGP9HCUL,54.0,27,6,2,Lost,0.0,0.007435102012596793,110.0,110.0,2017-06,2017,6
2017-06-26,20170626,20170226,20170626,XX84TIMO,22.0,34,6,2,Lost,0.0,0.015124763559170083,120.0,120.0,2017-06,2017,6
2017-05-03,20170503,20170226,20170503,2JFS8EGS,50.0,34,3,2,Lost,0.0,0.5352751099516926,66.0,66.0,2017-05,2017,5
2017-03-15,20170315,20170226,20170315,GBMHNLRO,19.0,5,1,4,Won,660.0,0.980363365138622,17.0,17.0,2017-03,2017,3
2017-05-26,20170526,20170226,20170526,NAVG0P26,60.0,5,1,4,Won,443.0,0.9085736374898997,89.0,89.0,2017-05,2017,5
2017-05-20,20170520,20170226,20170520,DK955UBP,11.0,9,3,2,Lost,0.0,0.425046381472641,83.0,83.0,2017-05,2017,5
2017-03-03,20170303,20170226,20170303,0OOZE4GN,84.0,14,5,2,Lost,0.0,0.00517852105049343,5.0,5.0,2017-03,2017,3
2017-05-18,20170518,20170226,20170518,3P0T15VX,71.0,14,3,2,Lost,0.0,0.5167299136307442,81.0,81.0,2017-05,2017,5
2017-06-18,20170618,20170226,20170618,GK0A4IQW,16.0,3,3,4,Won,61.0,0.7623737655618171,112.0,112.0,2017-06,2017,6
2017-03-14,20170314,20170226,20170314,UXJSIAVS,79.0,33,5,4,Won,4846.0,1.0,16.0,16.0,2017-03,2017,3
2017-06-04,20170604,20170227,20170604,KR4K652E,15.0,1,1,4,Won,574.0,0.9604964408948916,97.0,97.0,2017-06,2017,6
2017-06-18,20170618,20170227,20170618,J2SR2H1Y,26.0,19,1,2,Lost,0.0,0.08331754088815294,111.0,111.0,2017-06,2017,6
2017-05-22,20170522,20170227,20170522,4U5VTUJL,69.0,19,2,2,Lost,0.0,0.00401312076174404,84.0,84.0,2017-05,2017,5
2017-05-03,20170503,20170227,20170503,VTT447YT,13.0,2,1,4,Won,497.0,0.9234539528128393,65.0,65.0,2017-05,2017,5
2017-05-04,20170504,20170227,20170504,8JJY9B08,78.0,13,1,2,Lost,0.0,0.08994598170352447,66.0,66.0,2017-05,2017,5
2017-05-30,20170530,20170227,20170530,STTAXKIU,44.0,13,5,4,Won,5159.0,1.0,92.0,92.0,2017-05,2017,5
2017-05-02,20170502,20170227,20170502,PX4OW5SC,11.0,10,3,2,Lost,0.0,0.4771441742551942,64.0,64.0,2017-05,2017,5
2017-05-13,20170513,20170227,20170513,87MEZS8G,13.0,10,2,4,Won,4311.0,0.9999999999999969,75.0,75.0,2017-05,2017,5
2017-05-22,20170522,20170227,20170522,SLIWHUIM,26.0,20,1,4,Won,609.0,0.9360511115228038,84.0,84.0,2017-05,2017,5
2017-06-24,20170624,20170227,20170624,XBVFZ1IR,9.0,8,6,4,Won,1008.0,0.9932550746443054,117.0,117.0,2017-06,2017,6
2017-06-22,20170622,20170227,20170622,7B3J333S,85.0,8,2,4,Won,4458.0,0.9999999999999982,115.0,115.0,2017-06,2017,6
2017-05-26,20170526,20170227,20170526,3N9I1WH7,54.0,26,4,4,Won,2964.0,0.9999999993460942,88.0,88.0,2017-05,2017,5
2017-06-04,20170604,20170227,20170604,TMW4J6NA,47.0,30,5,2,Lost,0.0,0.004821290703241939,97.0,97.0,2017-06,2017,6
2017-06-05,20170605,20170227,20170605,ZI1MPYF3,14.0,30,4,4,Won,3813.0,0.9999999999998554,98.0,98.0,2017-06,2017,6
2017-05-27,20170527,20170227,20170527,L6KOBEBZ,60.0,6,1,4,Won,528.0,0.9629169727813186,89.0,89.0,2017-05,2017,5
2017-03-10,20170310,20170227,20170310,Z2S4KUPO,58.0,31,6,4,Won,1173.0,0.9981938822398143,11.0,11.0,2017-03,2017,3
2017-06-19,20170619,20170227,20170619,GIW1PN4L,42.0,31,2,4,Won,3893.0,0.9999999999998477,112.0,112.0,2017-06,2017,6
2017-03-15,20170315,20170227,20170315,E57F5Z2K,65.0,31,2,4,Won,4678.0,0.9999999999999998,16.0,16.0,2017-03,2017,3
2017-06-01,20170601,20170227,20170601,38KKSE72,4.0,4,1,4,Won,530.0,0.9159353287998054,94.0,94.0,2017-06,2017,6
2017-03-14,20170314,20170227,20170314,0GJ586J0,70.0,27,3,2,Lost,0.0,0.4112393186248321,15.0,15.0,2017-03,2017,3
2017-06-27,20170627,20170227,20170627,4V0S4BA3,32.0,27,7,4,Won,29617.0,1.0,120.0,120.0,2017-06,2017,6
2017-05-09,20170509,20170227,20170509,1LTD5TKV,39.0,7,6,4,Won,1028.0,0.9933144809227623,71.0,71.0,2017-05,2017,5
2017-06-28,20170628,20170227,20170628,VBM56CIF,16.0,7,4,4,Won,2863.0,0.9999999989341228,121.0,121.0,2017-06,2017,6
2017-06-28,20170628,20170227,20170628,PDH2NPE1,11.0,5,4,4,Won,4109.0,0.9999999999999734,121.0,121.0,2017-06,2017,6
2017-05-08,20170508,20170227,20170508,OV60VIBB,3.0,9,1,2,Lost,0.0,0.07589406363175817,70.0,70.0,2017-05,2017,5
2017-03-13,20170313,20170227,20170313,2OAIXF3A,42.0,21,6,4,Won,1106.0,0.995769183329079,14.0,14.0,2017-03,2017,3
2017-06-30,20170630,20170227,20170630,FBSEA94D,8.0,14,3,4,Won,53.0,0.7766919725986223,123.0,123.0,2017-06,2017,6
2017-05-14,20170514,20170227,20170514,EOB01PRO,29.0,3,3,4,Won,47.0,0.6268765305533134,76.0,76.0,2017-05,2017,5
2017-05-23,20170523,20170227,20170523,5QC9H4C2,42.0,12,4,4,Won,3749.0,0.9999999999994047,85.0,85.0,2017-05,2017,5
2017-05-27,20170527,20170227,20170527,3HGQ3BOY,52.0,12,4,4,Won,4204.0,0.9999999999999942,89.0,89.0,2017-05,2017,5
2017-06-15,20170615,20170228,20170615,CO6ZPH1W,74.0,19,4,4,Won,3986.0,0.999999999999913,107.0,107.0,2017-06,2017,6
2017-06-05,20170605,20170228,20170605,M3WTE943,18.0,18,2,4,Won,5105.0,1.0,97.0,97.0,2017-06,2017,6
2017-06-22,20170622,20170228,20170622,X914SMX7,28.0,10,1,4,Won,516.0,0.910782099002466,114.0,114.0,2017-06,2017,6
2017-06-02,20170602,20170228,20170602,1MCE2AOV,60.0,10,2,4,Won,4407.0,0.9999999999999991,94.0,94.0,2017-06,2017,6
2017-06-19,20170619,20170228,20170619,8061HKKB,81.0,20,4,4,Won,3087.0,0.9999999996884676,111.0,111.0,2017-06,2017,6
2017-05-15,20170515,20170228,20170515,T1HIH384,38.0,8,5,4,Won,5331.0,1.0,76.0,76.0,2017-05,2017,5
2017-05-05,20170505,20170228,20170505,FM2NX2GB,12.0,26,4,4,Won,4069.0,0.9999999999999809,66.0,66.0,2017-05,2017,5
2017-06-29,20170629,20170228,20170629,SJ45HNHM,35.0,30,1,4,Won,463.0,0.9001270920257274,121.0,121.0,2017-06,2017,6
2017-05-26,20170526,20170228,20170526,NYGZJYCJ,22.0,30,5,4,Won,5625.0,1.0,87.0,87.0,2017-05,2017,5
2017-06-15,20170615,20170228,20170615,6MMFIIGE,60.0,4,1,4,Won,524.0,0.9421105514606243,107.0,107.0,2017-06,2017,6
2017-05-12,20170512,20170228,20170512,IJ817GQJ,10.0,27,1,2,Lost,0.0,0.08830689965842292,73.0,73.0,2017-05,2017,5
2017-05-28,20170528,20170228,20170528,PCRRS6JP,28.0,5,3,2,Lost,0.0,0.4652430685536557,89.0,89.0,2017-05,2017,5
2017-06-01,20170601,20170228,20170601,NKL5SWX3,82.0,21,6,4,Won,1161.0,0.9988147157856411,93.0,93.0,2017-06,2017,6
2017-06-03,20170603,20170228,20170603,WVG1CIHX,49.0,21,5,4,Won,6046.0,1.0,95.0,95.0,2017-06,2017,6
2017-05-18,20170518,20170228,20170518,7GRNFO6D,19.0,3,3,4,Won,49.0,0.7930151172262062,79.0,79.0,2017-05,2017,5
2017-05-28,20170528,20170301,20170528,G0QKNVIJ,13.0,1,3,4,Won,51.0,0.7591565849336197,88.0,88.0,2017-05,2017,5
2017-06-26,20170626,20170301,20170626,6HRIX06M,36.0,1,4,4,Won,3415.0,0.9999999999924669,117.0,117.0,2017-06,2017,6
2017-03-10,20170310,20170301,20170310,AM5YTMH3,42.0,22,6,4,Won,1053.0,0.9914928803249321,9.0,9.0,2017-03,2017,3
2017-05-25,20170525,20170301,20170525,2L5ZWLI7,2.0,19,6,2,Lost,0.0,0.01186837250192468,85.0,85.0,2017-05,2017,5
2017-03-15,20170315,20170301,20170315,6B6Q8C5S,18.0,19,2,4,Won,5068.0,1.0,14.0,14.0,2017-03,2017,3
2017-06-30,20170630,20170301,20170630,DF4KYH5H,48.0,19,2,4,Won,4256.0,0.9999999999999958,121.0,121.0,2017-06,2017,6
2017-05-08,20170508,20170301,20170508,JTDV6H65,73.0,10,4,2,Lost,0.0,0.00458179837207478,68.0,68.0,2017-05,2017,5
2017-03-12,20170312,20170301,20170312,O8JF46GT,28.0,10,1,4,Won,657.0,0.9609207484717851,11.0,11.0,2017-03,2017,3
2017-03-08,20170308,20170301,20170308,RK5Y67V6,66.0,10,3,4,Won,60.0,0.8068190027073661,7.0,7.0,2017-03,2017,3
2017-05-29,20170529,20170301,20170529,COWOZH43,53.0,20,1,2,Lost,0.0,0.07077542698901294,89.0,89.0,2017-05,2017,5
2017-05-10,20170510,20170301,20170510,DGIYD342,36.0,28,5,2,Lost,0.0,0.0052518356517361735,70.0,70.0,2017-05,2017,5
2017-05-05,20170505,20170301,20170505,JSSGVBVS,63.0,15,1,2,Lost,0.0,0.1256512976819977,65.0,65.0,2017-05,2017,5
2017-05-01,20170501,20170301,20170501,V28NVD6A,56.0,15,1,4,Won,629.0,0.9762964032722549,61.0,61.0,2017-05,2017,5
2017-05-23,20170523,20170301,20170523,I1IAVDQM,36.0,8,4,2,Lost,0.0,0.0037603124789555337,83.0,83.0,2017-05,2017,5
2017-06-02,20170602,20170301,20170602,4MC584U5,73.0,8,4,4,Won,4082.0,0.9999999999999751,93.0,93.0,2017-06,2017,6
2017-05-31,20170531,20170301,20170531,MCYLHUCZ,60.0,4,6,4,Won,1044.0,0.9947164380445452,91.0,91.0,2017-05,2017,5
2017-06-11,20170611,20170301,20170611,5E4DTWHV,38.0,7,4,2,Lost,0.0,0.005926041988974759,102.0,102.0,2017-06,2017,6
2017-03-21,20170321,20170301,20170321,1VUBYV53,58.0,34,6,4,Won,1025.0,0.9936925820774443,20.0,20.0,2017-03,2017,3
2017-06-17,20170617,20170301,20170617,W03CXYET,68.0,5,1,4,Won,465.0,0.9142005476802844,108.0,108.0,2017-06,2017,6
2017-06-14,20170614,20170301,20170614,LZVFFQLN,45.0,5,3,4,Won,50.0,0.6869245249160796,105.0,105.0,2017-06,2017,6
2017-03-09,20170309,20170301,20170309,MFV0C5RN,75.0,21,5,4,Won,5548.0,1.0,8.0,8.0,2017-03,2017,3
2017-06-03,20170603,20170301,20170603,A1WZEK7U,42.0,21,4,4,Won,3558.0,0.9999999999975357,94.0,94.0,2017-06,2017,6
2017-03-07,20170307,20170301,20170307,516FJUNB,64.0,25,4,4,Won,3959.0,0.9999999999998874,6.0,6.0,2017-03,2017,3
2017-03-17,20170317,20170301,20170317,PE8DK02A,59.0,3,3,4,Won,49.0,0.743775707334648,16.0,16.0,2017-03,2017,3
2017-06-16,20170616,20170301,20170616,10NTPQUY,76.0,3,3,4,Won,50.0,0.7890760741406486,107.0,107.0,2017-06,2017,6
2017-03-08,20170308,20170301,20170308,X2EXSMPR,77.0,24,1,4,Won,523.0,0.8611386310704426,7.0,7.0,2017-03,2017,3
2017-06-01,20170601,20170301,20170601,JCFQVIEG,83.0,24,6,4,Won,1086.0,0.9967374544909983,92.0,92.0,2017-06,2017,6
2017-03-09,20170309,20170301,20170309,XIWKGJOW,32.0,24,2,4,Won,4445.0,0.9999999999999991,8.0,8.0,2017-03,2017,3
2017-06-24,20170624,20170301,20170624,DHGLWIDZ,74.0,12,2,4,Won,4756.0,1.0,115.0,115.0,2017-06,2017,6
2017-06-19,20170619,20170301,20170619,74VGCEEW,27.0,12,3,4,Won,67.0,0.7609499903763546,110.0,110.0,2017-06,2017,6
2017-06-09,20170609,20170301,20170609,MXTAIS4Q,40.0,16,4,4,Won,3783.0,0.9999999999997389,100.0,100.0,2017-06,2017,6
2017-05-31,20170531,20170301,20170531,YP8QKKEZ,17.0,33,1,2,Lost,0.0,0.09530295392196401,91.0,91.0,2017-05,2017,5
2017-06-27,20170627,20170301,20170627,3TSOEM5K,58.0,33,5,2,Lost,0.0,0.008464293445067005,118.0,118.0,2017-06,2017,6
2017-05-31,20170531,20170302,20170531,G7RCJBVL,19.0,1,4,2,Lost,0.0,0.008423864073018872,90.0,90.0,2017-05,2017,5
2017-03-12,20170312,20170302,20170312,G20IQSA3,13.0,1,1,4,Won,522.0,0.9341495130533417,10.0,10.0,2017-03,2017,3
2017-03-18,20170318,20170302,20170318,Q16BQCEL,43.0,22,6,4,Won,1001.0,0.9855762059874461,16.0,16.0,2017-03,2017,3
2017-05-25,20170525,20170302,20170525,9924I5ZF,3.0,2,5,4,Won,5728.0,1.0,84.0,84.0,2017-05,2017,5
2017-06-19,20170619,20170302,20170619,SLLJT3T1,11.0,10,5,4,Won,4856.0,1.0,109.0,109.0,2017-06,2017,6
2017-05-26,20170526,20170302,20170526,AAEUN73V,9.0,10,2,4,Won,5570.0,1.0,85.0,85.0,2017-05,2017,5
2017-05-26,20170526,20170302,20170526,32LY2D1K,13.0,10,4,4,Won,3647.0,0.9999999999988516,85.0,85.0,2017-05,2017,5
2017-06-11,20170611,20170302,20170611,S2UWELRW,49.0,20,1,4,Won,487.0,0.8954276372210056,101.0,101.0,2017-06,2017,6
2017-06-12,20170612,20170302,20170612,5VQRLIEZ,18.0,20,6,4,Won,1166.0,0.9984983574123988,102.0,102.0,2017-06,2017,6
2017-06-06,20170606,20170302,20170606,6U0CT07B,62.0,6,1,4,Won,595.0,0.9648141266003716,96.0,96.0,2017-06,2017,6
2017-06-04,20170604,20170302,20170604,DFN1V29L,12.0,32,3,4,Won,49.0,0.794988672584078,94.0,94.0,2017-06,2017,6
2017-03-19,20170319,20170302,20170319,VBZ862OS,77.0,31,1,4,Won,599.0,0.9276526944692329,17.0,17.0,2017-03,2017,3
2017-05-15,20170515,20170302,20170515,VFKKSJT2,42.0,31,2,4,Won,4506.0,0.9999999999999993,74.0,74.0,2017-05,2017,5
2017-05-06,20170506,20170302,20170506,FJMFXCTD,70.0,31,2,4,Won,4512.0,0.9999999999999996,65.0,65.0,2017-05,2017,5
2017-05-01,20170501,20170302,20170501,LGLIB8TR,30.0,4,1,2,Lost,0.0,0.11031269686890623,60.0,60.0,2017-05,2017,5
2017-05-06,20170506,20170302,20170506,JREGYB42,50.0,34,6,4,Won,1102.0,0.99587305618195,65.0,65.0,2017-05,2017,5
2017-06-10,20170610,20170302,20170610,9PWM6RYC,58.0,25,1,2,Lost,0.0,0.14404254651459042,100.0,100.0,2017-06,2017,6
2017-05-12,20170512,20170302,20170512,EMUA57Q2,12.0,3,3,4,Won,54.0,0.7909654818963854,71.0,71.0,2017-05,2017,5
2017-03-17,20170317,20170302,20170317,DB3N4CHN,36.0,3,3,4,Won,62.0,0.688428716670844,15.0,15.0,2017-03,2017,3
2017-03-09,20170309,20170302,20170309,OF7GY5F4,71.0,12,3,4,Won,61.0,0.6275128871667217,7.0,7.0,2017-03,2017,3
2017-05-23,20170523,20170302,20170523,CVFJUYPM,64.0,33,2,2,Lost,0.0,0.00453165274886001,82.0,82.0,2017-05,2017,5
2017-03-16,20170316,20170302,20170316,L5807I4N,46.0,33,2,4,Won,4277.0,0.9999999999999927,14.0,14.0,2017-03,2017,3
2017-05-23,20170523,20170303,20170523,Q1ZKBGV5,29.0,1,3,4,Won,46.0,0.6469973116776723,81.0,81.0,2017-05,2017,5
2017-06-22,20170622,20170303,20170622,9JKODCAU,60.0,1,3,4,Won,54.0,0.8334532436350088,111.0,111.0,2017-06,2017,6
2017-06-08,20170608,20170303,20170608,LELWKXDX,18.0,22,5,4,Won,6173.0,1.0,97.0,97.0,2017-06,2017,6
2017-03-21,20170321,20170303,20170321,DA95Q0VE,26.0,19,4,2,Lost,0.0,0.0021239407469433604,18.0,18.0,2017-03,2017,3
2017-06-11,20170611,20170303,20170611,5HMZH1Z9,69.0,18,2,2,Lost,0.0,0.004197096602721518,100.0,100.0,2017-06,2017,6
2017-05-16,20170516,20170303,20170516,05QMFSF0,72.0,10,2,2,Lost,0.0,0.004387738146429725,74.0,74.0,2017-05,2017,5
2017-05-28,20170528,20170303,20170528,JE245P8R,45.0,10,6,4,Won,1149.0,0.9977345937036683,86.0,86.0,2017-05,2017,5
2017-05-04,20170504,20170303,20170504,SFQMEZIW,63.0,15,1,2,Lost,0.0,0.12375565631464608,62.0,62.0,2017-05,2017,5
2017-03-16,20170316,20170303,20170316,B8RR21XP,19.0,6,6,2,Lost,0.0,0.017264952736724317,13.0,13.0,2017-03,2017,3
2017-05-22,20170522,20170303,20170522,U85VV1BU,32.0,31,1,4,Won,568.0,0.9686062539437709,80.0,80.0,2017-05,2017,5
2017-05-30,20170530,20170303,20170530,V6HB68BL,41.0,31,1,4,Won,567.0,0.9513594756102045,88.0,88.0,2017-05,2017,5
2017-03-09,20170309,20170303,20170309,H9JPB7GW,28.0,4,1,4,Won,542.0,0.8513425235778175,6.0,6.0,2017-03,2017,3
2017-05-28,20170528,20170303,20170528,8LFNU39A,13.0,7,1,2,Lost,0.0,0.15774878935419065,86.0,86.0,2017-05,2017,5
2017-03-16,20170316,20170303,20170316,SWPTTVQZ,25.0,7,6,4,Won,1062.0,0.9931134711283377,13.0,13.0,2017-03,2017,3
2017-03-13,20170313,20170303,20170313,GKJLM1UR,21.0,34,6,4,Won,1057.0,0.9898643724514551,10.0,10.0,2017-03,2017,3
2017-06-01,20170601,20170303,20170601,8L1ZHTPL,29.0,5,6,4,Won,1020.0,0.9884821642831498,90.0,90.0,2017-06,2017,6
2017-05-11,20170511,20170303,20170511,4XX690SP,33.0,33,1,4,Won,535.0,0.9212777014748288,69.0,69.0,2017-05,2017,5
2017-06-13,20170613,20170304,20170613,JSDGELLK,11.0,1,1,4,Won,522.0,0.9338119192149049,101.0,101.0,2017-06,2017,6
2017-05-14,20170514,20170304,20170514,LV1754PS,57.0,1,1,4,Won,544.0,0.9681342570920047,71.0,71.0,2017-05,2017,5
2017-06-07,20170607,20170304,20170607,JIYYV11P,28.0,1,4,4,Won,3081.0,0.9999999997536124,95.0,95.0,2017-06,2017,6
2017-05-18,20170518,20170304,20170518,6TB7XA83,15.0,2,3,4,Won,51.0,0.6791076630512165,75.0,75.0,2017-05,2017,5
2017-05-09,20170509,20170304,20170509,U5UM9W8V,82.0,13,6,2,Lost,0.0,0.01858493877073084,66.0,66.0,2017-05,2017,5
2017-05-06,20170506,20170304,20170506,POB32WHJ,1.0,18,6,2,Lost,0.0,0.006626532686349099,63.0,63.0,2017-05,2017,5
2017-03-20,20170320,20170304,20170320,4T8KR12S,68.0,10,6,4,Won,1076.0,0.9951783819486476,16.0,16.0,2017-03,2017,3
2017-05-09,20170509,20170304,20170509,JA0D4V57,79.0,30,4,4,Won,3685.0,0.9999999999991034,66.0,66.0,2017-05,2017,5
