date,year_month,year,month,account_key,account,closed_won_revenue,cohort_month,customer_status
2017-09-01,2017-09,2017,9,38.0,Inity,21930.0,2017-03,returning
2017-09-01,2017-09,2017,9,55.0,Plusstrip,7769.0,2017-03,returning
2017-09-01,2017-09,2017,9,80.0,Yearin,20193.0,2017-03,returning
2017-09-01,2017-09,2017,9,63.0,Silis,1133.0,2017-03,returning
2017-09-01,2017-09,2017,9,42.0,Kan-code,51758.0,2017-03,returning
2017-09-01,2017-09,2017,9,82.0,Zencorporation,12042.0,2017-03,returning
2017-09-01,2017-09,2017,9,62.0,Scottech,7477.0,2017-03,returning
2017-09-01,2017-09,2017,9,17.0,Doncon,3254.0,2017-03,returning
2017-07-01,2017-07,2017,7,6.0,Blackzim,220.0,2017-03,returning
2017-07-01,2017-07,2017,7,66.0,Stanredtax,11331.0,2017-03,returning
2017-07-01,2017-07,2017,7,80.0,Yearin,6477.0,2017-03,returning
2017-07-01,2017-07,2017,7,68.0,Streethex,12952.0,2017-03,returning
2017-07-01,2017-07,2017,7,50.0,Nam-zim,5594.0,2017-03,returning
2017-07-01,2017-07,2017,7,19.0,Dontechi,2142.0,2017-03,returning
2017-07-01,2017-07,2017,7,42.0,Kan-code,33439.0,2017-03,returning
2017-07-01,2017-07,2017,7,54.0,Plexzap,7990.0,2017-03,returning
2017-07-01,2017-07,2017,7,43.0,Kinnamplus,5895.0,2017-03,returning
2017-09-01,2017-09,2017,9,3.0,Betatech,17060.0,2017-03,returning
2017-07-01,2017-07,2017,7,71.0,The New York Inquirer,3508.0,2017-03,returning
2017-07-01,2017-07,2017,7,7.0,Bluth Company,1107.0,2017-05,returning
2017-07-01,2017-07,2017,7,57.0,Rangreen,6403.0,2017-03,returning
2017-11-01,2017-11,2017,11,25.0,Funholding,5211.0,2017-03,returning
2017-11-01,2017-11,2017,11,64.0,Singletechno,17758.0,2017-03,returning
2017-11-01,2017-11,2017,11,2.0,Betasoloin,9243.0,2017-03,returning
2017-11-01,2017-11,2017,11,42.0,Kan-code,37409.0,2017-03,returning
2017-11-01,2017-11,2017,11,68.0,Streethex,15645.0,2017-03,returning
2017-12-01,2017-12,2017,12,80.0,Yearin,6851.0,2017-03,returning
2017-12-01,2017-12,2017,12,42.0,Kan-code,35760.0,2017-03,returning
2017-11-01,2017-11,2017,11,67.0,Statholdings,1047.0,2017-03,returning
2017-11-01,2017-11,2017,11,21.0,Fasehatice,4099.0,2017-03,returning
2017-12-01,2017-12,2017,12,57.0,Rangreen,7741.0,2017-03,returning
2017-11-01,2017-11,2017,11,3.0,Betatech,6440.0,2017-03,returning
2017-11-01,2017-11,2017,11,47.0,Lexiqvolax,18035.0,2017-03,returning
2017-12-01,2017-12,2017,12,76.0,Warephase,19660.0,2017-03,returning
2017-12-01,2017-12,2017,12,47.0,Lexiqvolax,19766.0,2017-03,returning
2017-12-01,2017-12,2017,12,54.0,Plexzap,10929.0,2017-03,returning
2017-12-01,2017-12,2017,12,6.0,Blackzim,17766.0,2017-03,returning
2017-11-01,2017-11,2017,11,81.0,Zathunicon,1811.0,2017-03,returning
2017-11-01,2017-11,2017,11,50.0,Nam-zim,4946.0,2017-03,returning
2017-10-01,2017-10,2017,10,36.0,Hottechi,11631.0,2017-03,returning
2017-10-01,2017-10,2017,10,33.0,Green-Plus,16410.0,2017-03,returning
2017-10-01,2017-10,2017,10,44.0,Konex,19026.0,2017-03,returning
2017-10-01,2017-10,2017,10,35.0,Hatfan,27983.0,2017-03,returning
2017-10-01,2017-10,2017,10,76.0,Warephase,18221.0,2017-03,returning
2017-10-01,2017-10,2017,10,18.0,Donquadtech,1076.0,2017-03,returning
2017-10-01,2017-10,2017,10,1.0,Acme Corporation,6427.0,2017-03,returning
2017-10-01,2017-10,2017,10,82.0,Zencorporation,12131.0,2017-03,returning
2017-10-01,2017-10,2017,10,32.0,Goodsilron,12300.0,2017-03,returning
2017-03-01,2017-03,2017,3,11.0,Codehow,17992.0,2017-03,new
2017-03-01,2017-03,2017,3,73.0,Treequote,14321.0,2017-03,new
2017-03-01,2017-03,2017,3,58.0,Rantouch,2884.0,2017-03,new
2017-03-01,2017-03,2017,3,15.0,dambase,6950.0,2017-03,new
2017-03-01,2017-03,2017,3,77.0,Xx-holding,34652.0,2017-03,new
2017-03-01,2017-03,2017,3,55.0,Plusstrip,6300.0,2017-03,new
2017-03-01,2017-03,2017,3,18.0,Donquadtech,27975.0,2017-03,new
2017-03-01,2017-03,2017,3,38.0,Inity,611.0,2017-03,new
2017-03-01,2017-03,2017,3,54.0,Plexzap,12716.0,2017-03,new
2017-03-01,2017-03,2017,3,82.0,Zencorporation,1721.0,2017-03,new
2017-03-01,2017-03,2017,3,34.0,Groovestreet,1612.0,2017-03,new
2017-03-01,2017-03,2017,3,40.0,Iselectrics,1073.0,2017-03,new
2017-05-01,2017-05,2017,5,77.0,Xx-holding,15075.0,2017-03,returning
2017-05-01,2017-05,2017,5,18.0,Donquadtech,5191.0,2017-03,returning
2017-05-01,2017-05,2017,5,57.0,Rangreen,13730.0,2017-03,returning
2017-06-01,2017-06,2017,6,34.0,Groovestreet,34415.0,2017-03,returning
2017-05-01,2017-05,2017,5,56.0,Plussunin,5659.0,2017-03,returning
2017-05-01,2017-05,2017,5,14.0,Dalttechnology,1106.0,2017-03,returning
2017-05-01,2017-05,2017,5,64.0,Singletechno,15729.0,2017-03,returning
2017-06-01,2017-06,2017,6,15.0,dambase,21523.0,2017-03,returning
2017-06-01,2017-06,2017,6,56.0,Plussunin,17308.0,2017-03,returning
2017-06-01,2017-06,2017,6,37.0,Initech,8415.0,2017-03,returning
2017-06-01,2017-06,2017,6,71.0,The New York Inquirer,5671.0,2017-03,returning
2017-05-01,2017-05,2017,5,32.0,Goodsilron,14605.0,2017-03,returning
2017-06-01,2017-06,2017,6,83.0,Zoomit,8665.0,2017-03,returning
2017-06-01,2017-06,2017,6,40.0,Iselectrics,17940.0,2017-03,returning
2017-06-01,2017-06,2017,6,53.0,Opentech,11905.0,2017-03,returning
2017-06-01,2017-06,2017,6,5.0,Bioplex,10436.0,2017-03,returning
2017-05-01,2017-05,2017,5,69.0,Sumace,12476.0,2017-03,returning
2017-06-01,2017-06,2017,6,50.0,Nam-zim,638.0,2017-03,returning
2017-04-01,2017-04,2017,4,20.0,Donware,6024.0,2017-03,returning
2017-06-01,2017-06,2017,6,2.0,Betasoloin,18697.0,2017-03,returning
2017-06-01,2017-06,2017,6,70.0,Sunnamplex,8228.0,2017-03,returning
2017-04-01,2017-04,2017,4,22.0,Faxquote,11403.0,2017-03,returning
2017-04-01,2017-04,2017,4,33.0,Green-Plus,498.0,2017-03,returning
2017-04-01,2017-04,2017,4,14.0,Dalttechnology,9756.0,2017-03,returning
2017-04-01,2017-04,2017,4,25.0,Funholding,6627.0,2017-03,returning
2017-04-01,2017-04,2017,4,68.0,Streethex,22549.0,2017-03,returning
2017-04-01,2017-04,2017,4,61.0,Scotfind,12843.0,2017-03,returning
2017-04-01,2017-04,2017,4,73.0,Treequote,5761.0,2017-03,returning
2017-04-01,2017-04,2017,4,30.0,Gogozoom,10030.0,2017-03,returning
2017-04-01,2017-04,2017,4,51.0,Newex,9005.0,2017-03,returning
2017-04-01,2017-04,2017,4,35.0,Hatfan,4272.0,2017-03,returning
2017-04-01,2017-04,2017,4,31.0,Golddex,1637.0,2017-03,returning
2017-08-01,2017-08,2017,8,11.0,Codehow,16139.0,2017-03,returning
2017-04-01,2017-04,2017,4,34.0,Groovestreet,1234.0,2017-03,returning
2017-04-01,2017-04,2017,4,13.0,Conecom,1737.0,2017-03,returning
2017-04-01,2017-04,2017,4,47.0,Lexiqvolax,29704.0,2017-03,returning
2017-08-01,2017-08,2017,8,15.0,dambase,22310.0,2017-03,returning
2017-08-01,2017-08,2017,8,28.0,Genco Pura Olive Oil Company,8890.0,2017-03,returning
2017-08-01,2017-08,2017,8,37.0,Initech,15504.0,2017-03,returning
2017-08-01,2017-08,2017,8,36.0,Hottechi,46207.0,2017-03,returning
2017-08-01,2017-08,2017,8,83.0,Zoomit,4305.0,2017-03,returning
2017-08-01,2017-08,2017,8,67.0,Statholdings,2934.0,2017-03,returning
2017-09-01,2017-09,2017,9,27.0,Gekko & Co,31358.0,2017-03,returning
2017-08-01,2017-08,2017,8,72.0,Toughzap,6397.0,2017-03,returning
2017-09-01,2017-09,2017,9,73.0,Treequote,19450.0,2017-03,returning
2017-09-01,2017-09,2017,9,44.0,Konex,40089.0,2017-03,returning
2017-09-01,2017-09,2017,9,29.0,Globex Corporation,12680.0,2017-03,returning
2017-08-01,2017-08,2017,8,60.0,Rundofase,12332.0,2017-03,returning
2017-09-01,2017-09,2017,9,32.0,Goodsilron,16537.0,2017-03,returning
2017-09-01,2017-09,2017,9,1.0,Acme Corporation,1152.0,2017-03,returning
2017-08-01,2017-08,2017,8,70.0,Sunnamplex,14037.0,2017-03,returning
2017-08-01,2017-08,2017,8,53.0,Opentech,5263.0,2017-03,returning
2017-09-01,2017-09,2017,9,41.0,J-Texon,9304.0,2017-03,returning
2017-09-01,2017-09,2017,9,10.0,Cheers,42597.0,2017-03,returning
2017-09-01,2017-09,2017,9,28.0,Genco Pura Olive Oil Company,14241.0,2017-03,returning
2017-09-01,2017-09,2017,9,59.0,Ron-tech,7103.0,2017-03,returning
2017-09-01,2017-09,2017,9,54.0,Plexzap,11085.0,2017-03,returning
2017-09-01,2017-09,2017,9,77.0,Xx-holding,9005.0,2017-03,returning
2017-07-01,2017-07,2017,7,30.0,Gogozoom,6885.0,2017-03,returning
2017-07-01,2017-07,2017,7,16.0,Domzoom,14116.0,2017-03,returning
2017-07-01,2017-07,2017,7,76.0,Warephase,20384.0,2017-03,returning
2017-07-01,2017-07,2017,7,72.0,Toughzap,2770.0,2017-03,returning
2017-07-01,2017-07,2017,7,2.0,Betasoloin,1683.0,2017-03,returning
2017-07-01,2017-07,2017,7,65.0,Sonron,13603.0,2017-03,returning
2017-07-01,2017-07,2017,7,27.0,Gekko & Co,724.0,2017-03,returning
2017-11-01,2017-11,2017,11,46.0,Labdrill,20453.0,2017-03,returning
2017-07-01,2017-07,2017,7,83.0,Zoomit,1695.0,2017-03,returning
2017-07-01,2017-07,2017,7,4.0,Bioholding,14488.0,2017-03,returning
2017-09-01,2017-09,2017,9,15.0,dambase,13916.0,2017-03,returning
2017-11-01,2017-11,2017,11,44.0,Konex,34320.0,2017-03,returning
2017-07-01,2017-07,2017,7,53.0,Opentech,3407.0,2017-03,returning
2017-11-01,2017-11,2017,11,16.0,Domzoom,6318.0,2017-03,returning
2017-09-01,2017-09,2017,9,5.0,Bioplex,1622.0,2017-03,returning
2017-11-01,2017-11,2017,11,48.0,Massive Dynamic,5332.0,2017-03,returning
2017-12-01,2017-12,2017,12,23.0,Finhigh,18596.0,2017-03,returning
2017-11-01,2017-11,2017,11,73.0,Treequote,22001.0,2017-03,returning
2017-11-01,2017-11,2017,11,82.0,Zencorporation,6251.0,2017-03,returning
2017-11-01,2017-11,2017,11,77.0,Xx-holding,35905.0,2017-03,returning
2017-11-01,2017-11,2017,11,55.0,Plusstrip,18953.0,2017-03,returning
2017-12-01,2017-12,2017,12,26.0,Ganjaflex,22222.0,2017-03,returning
2017-12-01,2017-12,2017,12,19.0,Dontechi,7590.0,2017-03,returning
2017-12-01,2017-12,2017,12,84.0,Zotware,20234.0,2017-03,returning
2017-12-01,2017-12,2017,12,21.0,Fasehatice,10756.0,2017-03,returning
2017-11-01,2017-11,2017,11,13.0,Conecom,5734.0,2017-03,returning
2017-12-01,2017-12,2017,12,65.0,Sonron,1618.0,2017-03,returning
2017-11-01,2017-11,2017,11,20.0,Donware,5593.0,2017-03,returning
2017-12-01,2017-12,2017,12,3.0,Betatech,108.0,2017-03,returning
2017-11-01,2017-11,2017,11,40.0,Iselectrics,1076.0,2017-03,returning
2017-11-01,2017-11,2017,11,59.0,Ron-tech,10535.0,2017-03,returning
2017-11-01,2017-11,2017,11,22.0,Faxquote,969.0,2017-03,returning
2017-12-01,2017-12,2017,12,11.0,Codehow,12972.0,2017-03,returning
2017-11-01,2017-11,2017,11,31.0,Golddex,606.0,2017-03,returning
2017-12-01,2017-12,2017,12,79.0,Y-corporation,11362.0,2017-03,returning
2017-12-01,2017-12,2017,12,15.0,dambase,11896.0,2017-03,returning
2017-11-01,2017-11,2017,11,78.0,Xx-zobam,547.0,2017-03,returning
2017-10-01,2017-10,2017,10,31.0,Golddex,1612.0,2017-03,returning
2017-10-01,2017-10,2017,10,75.0,Vehement Capital Partners,13807.0,2017-03,returning
2017-10-01,2017-10,2017,10,51.0,Newex,3078.0,2017-03,returning
2017-10-01,2017-10,2017,10,15.0,dambase,807.0,2017-03,returning
2017-10-01,2017-10,2017,10,34.0,Groovestreet,12342.0,2017-03,returning
2017-10-01,2017-10,2017,10,43.0,Kinnamplus,6256.0,2017-03,returning
2017-10-01,2017-10,2017,10,40.0,Iselectrics,1225.0,2017-03,returning
2017-10-01,2017-10,2017,10,74.0,Umbrella Corporation,11089.0,2017-03,returning
2017-10-01,2017-10,2017,10,84.0,Zotware,7635.0,2017-03,returning
2017-10-01,2017-10,2017,10,46.0,Labdrill,1103.0,2017-03,returning
2017-10-01,2017-10,2017,10,22.0,Faxquote,545.0,2017-03,returning
2017-10-01,2017-10,2017,10,47.0,Lexiqvolax,56.0,2017-03,returning
2017-03-01,2017-03,2017,3,4.0,Bioholding,5055.0,2017-03,new
2017-03-01,2017-03,2017,3,75.0,Vehement Capital Partners,12205.0,2017-03,new
2017-03-01,2017-03,2017,3,46.0,Labdrill,20026.0,2017-03,new
2017-03-01,2017-03,2017,3,21.0,Fasehatice,24317.0,2017-03,new
2017-03-01,2017-03,2017,3,45.0,Konmatfix,3871.0,2017-03,new
2017-03-01,2017-03,2017,3,31.0,Golddex,16766.0,2017-03,new
2017-03-01,2017-03,2017,3,66.0,Stanredtax,19529.0,2017-03,new
2017-03-01,2017-03,2017,3,30.0,Gogozoom,17434.0,2017-03,new
2017-03-01,2017-03,2017,3,22.0,Faxquote,7674.0,2017-03,new
2017-03-01,2017-03,2017,3,44.0,Konex,16820.0,2017-03,new
2017-03-01,2017-03,2017,3,12.0,Condax,18560.0,2017-03,new
2017-03-01,2017-03,2017,3,80.0,Yearin,11993.0,2017-03,new
2017-03-01,2017-03,2017,3,81.0,Zathunicon,2043.0,2017-03,new
2017-03-01,2017-03,2017,3,26.0,Ganjaflex,9695.0,2017-03,new
2017-05-01,2017-05,2017,5,29.0,Globex Corporation,4633.0,2017-03,returning
2017-05-01,2017-05,2017,5,30.0,Gogozoom,8555.0,2017-03,returning
2017-06-01,2017-06,2017,6,52.0,Ontomedia,16647.0,2017-03,returning
2017-06-01,2017-06,2017,6,12.0,Condax,35069.0,2017-03,returning
2017-05-01,2017-05,2017,5,68.0,Streethex,5183.0,2017-03,returning
2017-05-01,2017-05,2017,5,42.0,Kan-code,37547.0,2017-03,returning
2017-05-01,2017-05,2017,5,15.0,dambase,5505.0,2017-03,returning
2017-06-01,2017-06,2017,6,63.0,Silis,14258.0,2017-03,returning
2017-05-01,2017-05,2017,5,22.0,Faxquote,15952.0,2017-03,returning
2017-06-01,2017-06,2017,6,77.0,Xx-holding,2063.0,2017-03,returning
2017-06-01,2017-06,2017,6,45.0,Konmatfix,8799.0,2017-03,returning
2017-06-01,2017-06,2017,6,75.0,Vehement Capital Partners,18467.0,2017-03,returning
2017-06-01,2017-06,2017,6,49.0,Mathtouch,35599.0,2017-03,returning
2017-06-01,2017-06,2017,6,68.0,Streethex,8445.0,2017-03,returning
2017-05-01,2017-05,2017,5,31.0,Golddex,3997.0,2017-03,returning
2017-06-01,2017-06,2017,6,57.0,Rangreen,18014.0,2017-03,returning
2017-06-01,2017-06,2017,6,51.0,Newex,10205.0,2017-03,returning
2017-04-01,2017-04,2017,4,27.0,Gekko & Co,7225.0,2017-03,returning
2017-04-01,2017-04,2017,4,26.0,Ganjaflex,7429.0,2017-03,returning
2017-04-01,2017-04,2017,4,19.0,Dontechi,619.0,2017-03,returning
2017-04-01,2017-04,2017,4,17.0,Doncon,5951.0,2017-03,returning
2017-04-01,2017-04,2017,4,74.0,Umbrella Corporation,6710.0,2017-03,returning
2017-04-01,2017-04,2017,4,59.0,Ron-tech,5154.0,2017-03,returning
2017-04-01,2017-04,2017,4,44.0,Konex,34036.0,2017-03,returning
2017-04-01,2017-04,2017,4,41.0,J-Texon,11688.0,2017-03,returning
2017-04-01,2017-04,2017,4,8.0,Bubba Gump,1083.0,2017-03,returning
2017-06-01,2017-06,2017,6,33.0,Green-Plus,6573.0,2017-03,returning
2017-04-01,2017-04,2017,4,37.0,Initech,3275.0,2017-03,returning
2017-08-01,2017-08,2017,8,9.0,Cancity,18560.0,2017-03,returning
2017-04-01,2017-04,2017,4,82.0,Zencorporation,11199.0,2017-03,returning
2017-04-01,2017-04,2017,4,53.0,Opentech,5866.0,2017-03,returning
2017-08-01,2017-08,2017,8,62.0,Scottech,20937.0,2017-03,returning
2017-08-01,2017-08,2017,8,16.0,Domzoom,10410.0,2017-03,returning
2017-08-01,2017-08,2017,8,54.0,Plexzap,15813.0,2017-03,returning
2017-08-01,2017-08,2017,8,38.0,Inity,10569.0,2017-03,returning
2017-04-01,2017-04,2017,4,64.0,Singletechno,4869.0,2017-03,returning
2017-08-01,2017-08,2017,8,30.0,Gogozoom,9044.0,2017-03,returning
2017-08-01,2017-08,2017,8,44.0,Konex,38027.0,2017-03,returning
2017-08-01,2017-08,2017,8,50.0,Nam-zim,11167.0,2017-03,returning
2017-09-01,2017-09,2017,9,25.0,Funholding,21670.0,2017-03,returning
2017-09-01,2017-09,2017,9,64.0,Singletechno,17962.0,2017-03,returning
2017-09-01,2017-09,2017,9,22.0,Faxquote,19545.0,2017-03,returning
2017-08-01,2017-08,2017,8,21.0,Fasehatice,10738.0,2017-03,returning
2017-09-01,2017-09,2017,9,74.0,Umbrella Corporation,16046.0,2017-03,returning
2017-09-01,2017-09,2017,9,4.0,Bioholding,16478.0,2017-03,returning
2017-09-01,2017-09,2017,9,20.0,Donware,9662.0,2017-03,returning
2017-08-01,2017-08,2017,8,26.0,Ganjaflex,16227.0,2017-03,returning
2017-08-01,2017-08,2017,8,80.0,Yearin,4462.0,2017-03,returning
2017-08-01,2017-08,2017,8,68.0,Streethex,13847.0,2017-03,returning
2017-09-01,2017-09,2017,9,53.0,Opentech,149.0,2017-03,returning
2017-09-01,2017-09,2017,9,72.0,Toughzap,16084.0,2017-03,returning
2017-09-01,2017-09,2017,9,18.0,Donquadtech,30891.0,2017-03,returning
2017-09-01,2017-09,2017,9,85.0,Zumgoity,5533.0,2017-03,returning
2017-07-01,2017-07,2017,7,12.0,Condax,9451.0,2017-03,returning
2017-07-01,2017-07,2017,7,58.0,Rantouch,4752.0,2017-03,returning
2017-07-01,2017-07,2017,7,5.0,Bioplex,1032.0,2017-03,returning
2017-07-01,2017-07,2017,7,26.0,Ganjaflex,5676.0,2017-03,returning
2017-07-01,2017-07,2017,7,29.0,Globex Corporation,15581.0,2017-03,returning
2017-07-01,2017-07,2017,7,75.0,Vehement Capital Partners,4785.0,2017-03,returning
2017-08-01,2017-08,2017,8,77.0,Xx-holding,553.0,2017-03,returning
2017-09-01,2017-09,2017,9,39.0,Isdom,591.0,2017-03,returning
2017-07-01,2017-07,2017,7,49.0,Mathtouch,10551.0,2017-03,returning
2017-07-01,2017-07,2017,7,52.0,Ontomedia,9264.0,2017-03,returning
2017-07-01,2017-07,2017,7,36.0,Hottechi,8799.0,2017-03,returning
2017-07-01,2017-07,2017,7,8.0,Bubba Gump,10542.0,2017-03,returning
2017-07-01,2017-07,2017,7,1.0,Acme Corporation,9407.0,2017-03,returning
2017-07-01,2017-07,2017,7,34.0,Groovestreet,5161.0,2017-03,returning
2017-11-01,2017-11,2017,11,74.0,Umbrella Corporation,22885.0,2017-03,returning
2017-11-01,2017-11,2017,11,19.0,Dontechi,16144.0,2017-03,returning
2017-11-01,2017-11,2017,11,26.0,Ganjaflex,10238.0,2017-03,returning
2017-12-01,2017-12,2017,12,12.0,Condax,36701.0,2017-03,returning
2017-11-01,2017-11,2017,11,83.0,Zoomit,6703.0,2017-03,returning
2017-12-01,2017-12,2017,12,81.0,Zathunicon,9279.0,2017-03,returning
2017-11-01,2017-11,2017,11,60.0,Rundofase,10440.0,2017-03,returning
2017-11-01,2017-11,2017,11,18.0,Donquadtech,13558.0,2017-03,returning
2017-11-01,2017-11,2017,11,84.0,Zotware,15189.0,2017-03,returning
2017-11-01,2017-11,2017,11,76.0,Warephase,24543.0,2017-03,returning
2017-11-01,2017-11,2017,11,85.0,Zumgoity,1790.0,2017-03,returning
2017-11-01,2017-11,2017,11,28.0,Genco Pura Olive Oil Company,10768.0,2017-03,returning
2017-11-01,2017-11,2017,11,6.0,Blackzim,14498.0,2017-03,returning
2017-11-01,2017-11,2017,11,32.0,Goodsilron,13914.0,2017-03,returning
2017-12-01,2017-12,2017,12,20.0,Donware,756.0,2017-03,returning
2017-11-01,2017-11,2017,11,8.0,Bubba Gump,6162.0,2017-03,returning
2017-12-01,2017-12,2017,12,28.0,Genco Pura Olive Oil Company,15029.0,2017-03,returning
2017-11-01,2017-11,2017,11,62.0,Scottech,1248.0,2017-03,returning
2017-11-01,2017-11,2017,11,45.0,Konmatfix,10394.0,2017-03,returning
2017-12-01,2017-12,2017,12,45.0,Konmatfix,8944.0,2017-03,returning
2017-11-01,2017-11,2017,11,79.0,Y-corporation,10120.0,2017-03,returning
2017-10-01,2017-10,2017,10,41.0,J-Texon,12122.0,2017-03,returning
2017-10-01,2017-10,2017,10,24.0,Finjob,1740.0,2017-03,returning
2017-10-01,2017-10,2017,10,5.0,Bioplex,11201.0,2017-03,returning
2017-12-01,2017-12,2017,12,53.0,Opentech,6273.0,2017-03,returning
2017-10-01,2017-10,2017,10,55.0,Plusstrip,10079.0,2017-03,returning
2017-10-01,2017-10,2017,10,54.0,Plexzap,5341.0,2017-03,returning
2017-10-01,2017-10,2017,10,11.0,Codehow,19935.0,2017-03,returning
2017-10-01,2017-10,2017,10,58.0,Rantouch,5452.0,2017-03,returning
2017-10-01,2017-10,2017,10,71.0,The New York Inquirer,9443.0,2017-03,returning
2017-12-01,2017-12,2017,12,35.0,Hatfan,6571.0,2017-03,returning
2017-10-01,2017-10,2017,10,2.0,Betasoloin,3472.0,2017-03,returning
2017-10-01,2017-10,2017,10,79.0,Y-corporation,1134.0,2017-03,returning
2017-10-01,2017-10,2017,10,63.0,Silis,8866.0,2017-03,returning
2017-11-01,2017-11,2017,11,69.0,Sumace,4884.0,2017-03,returning
2017-03-01,2017-03,2017,3,59.0,Ron-tech,28194.0,2017-03,new
2017-03-01,2017-03,2017,3,13.0,Conecom,26073.0,2017-03,new
2017-03-01,2017-03,2017,3,36.0,Hottechi,13586.0,2017-03,new
2017-03-01,2017-03,2017,3,60.0,Rundofase,9798.0,2017-03,new
2017-05-01,2017-05,2017,5,19.0,Dontechi,26738.0,2017-03,returning
2017-05-01,2017-05,2017,5,73.0,Treequote,17179.0,2017-03,returning
2017-05-01,2017-05,2017,5,61.0,Scotfind,29501.0,2017-03,returning
2017-05-01,2017-05,2017,5,60.0,Rundofase,12816.0,2017-03,returning
2017-06-01,2017-06,2017,6,3.0,Betatech,19455.0,2017-03,returning
2017-05-01,2017-05,2017,5,45.0,Konmatfix,13581.0,2017-03,returning
2017-05-01,2017-05,2017,5,79.0,Y-corporation,17385.0,2017-03,returning
2017-05-01,2017-05,2017,5,25.0,Funholding,15476.0,2017-03,returning
2017-05-01,2017-05,2017,5,72.0,Toughzap,14305.0,2017-03,returning
2017-05-01,2017-05,2017,5,65.0,Sonron,20498.0,2017-03,returning
2017-05-01,2017-05,2017,5,67.0,Statholdings,6636.0,2017-03,returning
2017-05-01,2017-05,2017,5,35.0,Hatfan,124.0,2017-03,returning
2017-05-01,2017-05,2017,5,3.0,Betatech,22491.0,2017-03,returning
2017-06-01,2017-06,2017,6,47.0,Lexiqvolax,7453.0,2017-03,returning
2017-05-01,2017-05,2017,5,7.0,Bluth Company,18962.0,2017-05,new
2017-05-01,2017-05,2017,5,9.0,Cancity,17633.0,2017-03,returning
2017-05-01,2017-05,2017,5,52.0,Ontomedia,13915.0,2017-03,returning
2017-05-01,2017-05,2017,5,5.0,Bioplex,4942.0,2017-03,returning
2017-06-01,2017-06,2017,6,62.0,Scottech,13025.0,2017-03,returning
2017-06-01,2017-06,2017,6,39.0,Isdom,24118.0,2017-03,returning
2017-06-01,2017-06,2017,6,35.0,Hatfan,25367.0,2017-03,returning
2017-06-01,2017-06,2017,6,79.0,Y-corporation,13604.0,2017-03,returning
2017-06-01,2017-06,2017,6,18.0,Donquadtech,30565.0,2017-03,returning
2017-06-01,2017-06,2017,6,27.0,Gekko & Co,18658.0,2017-03,returning
2017-06-01,2017-06,2017,6,29.0,Globex Corporation,22550.0,2017-03,returning
2017-06-01,2017-06,2017,6,6.0,Blackzim,6438.0,2017-03,returning
2017-05-01,2017-05,2017,5,20.0,Donware,18350.0,2017-03,returning
2017-06-01,2017-06,2017,6,43.0,Kinnamplus,3443.0,2017-03,returning
2017-04-01,2017-04,2017,4,2.0,Betasoloin,4361.0,2017-03,returning
2017-04-01,2017-04,2017,4,75.0,Vehement Capital Partners,13742.0,2017-03,returning
2017-04-01,2017-04,2017,4,57.0,Rangreen,105.0,2017-03,returning
2017-04-01,2017-04,2017,4,43.0,Kinnamplus,4320.0,2017-03,returning
2017-04-01,2017-04,2017,4,78.0,Xx-zobam,10781.0,2017-03,returning
2017-04-01,2017-04,2017,4,21.0,Fasehatice,18018.0,2017-03,returning
2017-04-01,2017-04,2017,4,24.0,Finjob,9752.0,2017-03,returning
2017-06-01,2017-06,2017,6,54.0,Plexzap,33042.0,2017-03,returning
2017-04-01,2017-04,2017,4,5.0,Bioplex,10244.0,2017-03,returning
2017-04-01,2017-04,2017,4,60.0,Rundofase,675.0,2017-03,returning
2017-04-01,2017-04,2017,4,67.0,Statholdings,8614.0,2017-03,returning
2017-08-01,2017-08,2017,8,23.0,Finhigh,8784.0,2017-03,returning
2017-04-01,2017-04,2017,4,65.0,Sonron,5853.0,2017-03,returning
2017-04-01,2017-04,2017,4,1.0,Acme Corporation,8455.0,2017-03,returning
2017-08-01,2017-08,2017,8,76.0,Warephase,14910.0,2017-03,returning
2017-08-01,2017-08,2017,8,5.0,Bioplex,6798.0,2017-03,returning
2017-05-01,2017-05,2017,5,71.0,The New York Inquirer,514.0,2017-03,returning
2017-05-01,2017-05,2017,5,83.0,Zoomit,1201.0,2017-03,returning
2017-08-01,2017-08,2017,8,34.0,Groovestreet,3165.0,2017-03,returning
2017-09-01,2017-09,2017,9,11.0,Codehow,25158.0,2017-03,returning
2017-08-01,2017-08,2017,8,4.0,Bioholding,13386.0,2017-03,returning
2017-09-01,2017-09,2017,9,23.0,Finhigh,22995.0,2017-03,returning
2017-06-01,2017-06,2017,6,7.0,Bluth Company,4391.0,2017-05,returning
2017-09-01,2017-09,2017,9,68.0,Streethex,7620.0,2017-03,returning
2017-09-01,2017-09,2017,9,58.0,Rantouch,9765.0,2017-03,returning
2017-09-01,2017-09,2017,9,31.0,Golddex,5168.0,2017-03,returning
2017-09-01,2017-09,2017,9,48.0,Massive Dynamic,22815.0,2017-03,returning
2017-09-01,2017-09,2017,9,75.0,Vehement Capital Partners,18632.0,2017-03,returning
2017-09-01,2017-09,2017,9,43.0,Kinnamplus,24466.0,2017-03,returning
2017-08-01,2017-08,2017,8,13.0,Conecom,9839.0,2017-03,returning
2017-08-01,2017-08,2017,8,6.0,Blackzim,1127.0,2017-03,returning
2017-09-01,2017-09,2017,9,79.0,Y-corporation,15247.0,2017-03,returning
