opportunity_id,account_key,sales_rep_key,product_key,stage_key,created_date,close_date,close_value,predicted_win_probability,weighted_pipeline_value,opportunity_age_days,days_to_close,created_year_month,close_year_month
U4IJO6SL,,24,2,1,2017-04-08,,0.0,0.014488057324245936,0.0,267.0,,2017-04,
BK85705L,46.0,24,1,4,2017-04-08,2017-06-10,595.0,0.9613678195476638,595.0,63.0,63.0,2017-04,2017-06
77MKNCO3,44.0,24,5,4,2017-04-08,2017-04-16,5848.0,1.0,5848.0,8.0,8.0,2017-04,2017-04
OB7TAJOZ,22.0,33,1,2,2017-04-08,2017-04-09,0.0,0.06943316114520195,0.0,1.0,1.0,2017-04,2017-04
DU0E2LMZ,54.0,33,3,2,2017-04-08,2017-04-13,0.0,0.37284386940335923,0.0,5.0,5.0,2017-04,2017-04
1B4CL153,77.0,33,5,4,2017-04-08,2017-04-17,5884.0,1.0,5884.0,9.0,9.0,2017-04,2017-04
93X2W24Q,3.0,1,4,4,2017-04-09,2017-06-02,3666.0,0.9999999999989257,3666.0,54.0,54.0,2017-04,2017-06
U0E9CRX5,81.0,22,1,2,2017-04-09,2017-04-18,0.0,0.07834026307461849,0.0,9.0,9.0,2017-04,2017-04
I7KV29LC,44.0,19,1,4,2017-04-09,2017-04-20,598.0,0.962631496650805,598.0,11.0,11.0,2017-04,2017-04
NNM6GN1J,37.0,19,4,4,2017-04-09,2017-04-16,3275.0,0.999999999941019,3275.0,7.0,7.0,2017-04,2017-04
D1UDLFVY,25.0,2,1,2,2017-04-09,2017-04-10,0.0,0.07478979354260863,0.0,1.0,1.0,2017-04,2017-04
M8WP93D4,39.0,2,1,2,2017-04-09,2017-04-18,0.0,0.09024468930156593,0.0,9.0,9.0,2017-04,2017-04
3GPAFD3X,85.0,2,3,2,2017-04-09,2017-04-20,0.0,0.3661221817960969,0.0,11.0,11.0,2017-04,2017-04
PVLGUIEN,,13,4,1,2017-04-09,,0.0,0.015091846467810881,0.0,266.0,,2017-04,
XUQ7RS1Q,2.0,18,2,2,2017-04-09,2017-05-30,0.0,0.0033096995487328943,0.0,51.0,51.0,2017-04,2017-05
UFGI9P05,59.0,10,2,4,2017-04-09,2017-04-18,4978.0,1.0,4978.0,9.0,9.0,2017-04,2017-04
RDQZ245F,14.0,28,3,4,2017-04-09,2017-05-29,56.0,0.7898697616150786,56.0,50.0,50.0,2017-04,2017-05
JA2CDNVM,38.0,8,4,4,2017-04-09,2017-04-14,3077.0,0.9999999996656521,3077.0,5.0,5.0,2017-04,2017-04
R0XAJA2I,36.0,26,6,4,2017-04-09,2017-04-17,974.0,0.9875609378094825,974.0,8.0,8.0,2017-04,2017-04
BU1B6PHK,10.0,32,6,4,2017-04-09,2017-04-10,915.0,0.9817864651587891,915.0,1.0,1.0,2017-04,2017-04
C3918FWQ,64.0,31,6,2,2017-04-09,2017-08-12,0.0,0.01982519013337512,0.0,125.0,125.0,2017-04,2017-08
8GBXTWXE,6.0,31,4,2,2017-04-09,2017-04-16,0.0,0.0029172129443985977,0.0,7.0,7.0,2017-04,2017-04
Z29AX2KB,12.0,31,6,4,2017-04-09,2017-06-20,983.0,0.9922783699702057,983.0,72.0,72.0,2017-04,2017-06
E733YMVH,38.0,7,6,4,2017-04-09,2017-04-10,1204.0,0.9984360994420609,1204.0,1.0,1.0,2017-04,2017-04
Y35ES8UY,12.0,5,5,2,2017-04-09,2017-04-16,0.0,0.005732960401057524,0.0,7.0,7.0,2017-04,2017-04
QDRYCR05,45.0,9,6,4,2017-04-09,2017-04-10,970.0,0.977568205380479,970.0,1.0,1.0,2017-04,2017-04
TYWS7KJR,2.0,21,1,4,2017-04-09,2017-04-16,575.0,0.9524067857344213,575.0,7.0,7.0,2017-04,2017-04
X22G55Y5,26.0,14,5,4,2017-04-09,2017-06-18,5986.0,1.0,5986.0,70.0,70.0,2017-04,2017-06
X7FZMKZW,23.0,3,6,2,2017-04-09,2017-04-21,0.0,0.010532780558043419,0.0,12.0,12.0,2017-04,2017-04
72WE0PUH,58.0,24,3,4,2017-04-09,2017-06-16,64.0,0.7836730945060965,64.0,68.0,68.0,2017-04,2017-06
45B6VA2Y,,12,3,1,2017-04-09,,0.0,0.832184501202769,0.0,266.0,,2017-04,
SKBDCYV5,82.0,33,6,1,2017-04-09,,0.0,0.04384550276808841,0.0,266.0,,2017-04,
HLGGWYP1,61.0,33,1,2,2017-04-09,2017-04-15,0.0,0.11149486708967524,0.0,6.0,6.0,2017-04,2017-04
RU3OP2BA,41.0,33,4,4,2017-04-09,2017-06-26,3070.0,0.9999999996565192,3070.0,78.0,78.0,2017-04,2017-06
YXOM4S7G,23.0,1,3,2,2017-04-10,2017-04-11,0.0,0.5064175765773005,0.0,1.0,1.0,2017-04,2017-04
JPH5WS60,37.0,22,1,2,2017-04-10,2017-04-11,0.0,0.07967497609718358,0.0,1.0,1.0,2017-04,2017-04
O1TDG6YN,49.0,19,6,2,2017-04-10,2017-04-17,0.0,0.010167103158823293,0.0,7.0,7.0,2017-04,2017-04
4INFXLM5,57.0,2,3,2,2017-04-10,2017-04-20,0.0,0.6359267070735768,0.0,10.0,10.0,2017-04,2017-04
LIZMTGH2,39.0,2,4,4,2017-04-10,2017-04-18,3409.0,0.9999999999851679,3409.0,8.0,8.0,2017-04,2017-04
04LU4OPA,1.0,18,5,4,2017-04-10,2017-06-11,5721.0,1.0,5721.0,62.0,62.0,2017-04,2017-06
T1I8GE75,26.0,18,2,4,2017-04-10,2017-06-28,5039.0,1.0,5039.0,79.0,79.0,2017-04,2017-06
2HU581DM,78.0,18,2,4,2017-04-10,2017-04-11,5000.0,1.0,5000.0,1.0,1.0,2017-04,2017-04
75S7S74S,36.0,10,1,2,2017-04-10,2017-04-18,0.0,0.08643174778788701,0.0,8.0,8.0,2017-04,2017-04
VTVF5TBV,11.0,10,2,2,2017-04-10,2017-04-18,0.0,0.0025733052684999047,0.0,8.0,8.0,2017-04,2017-04
6AC2ATXU,30.0,10,5,4,2017-04-10,2017-04-16,4955.0,1.0,4955.0,6.0,6.0,2017-04,2017-04
F4J6AVPQ,12.0,10,2,4,2017-04-10,2017-04-17,5065.0,1.0,5065.0,7.0,7.0,2017-04,2017-04
NFTSU7RW,29.0,10,2,4,2017-04-10,2017-04-17,4343.0,0.9999999999999956,4343.0,7.0,7.0,2017-04,2017-04
NCUXZU3S,66.0,10,2,4,2017-04-10,2017-04-20,3892.0,0.9999999999999252,3892.0,10.0,10.0,2017-04,2017-04
YGNVLLUR,76.0,8,1,2,2017-04-10,2017-04-20,0.0,0.0977367662390904,0.0,10.0,10.0,2017-04,2017-04
XQ0N9T87,,26,4,1,2017-04-10,,0.0,0.01669019645967013,0.0,265.0,,2017-04,
O08NQM1J,10.0,30,4,2,2017-04-10,2017-04-11,0.0,0.003978108844178874,0.0,1.0,1.0,2017-04,2017-04
5OJ4IRW4,13.0,6,6,4,2017-04-10,2017-06-27,1115.0,0.9974055009804772,1115.0,78.0,78.0,2017-04,2017-06
ZLY8SZXO,42.0,32,1,4,2017-04-10,2017-04-16,533.0,0.9194654158959175,533.0,6.0,6.0,2017-04,2017-04
DCC85LZO,10.0,32,6,4,2017-04-10,2017-04-13,1290.0,0.9993723692166812,1290.0,3.0,3.0,2017-04,2017-04
ZVWUL0LL,36.0,31,1,2,2017-04-10,2017-04-12,0.0,0.08078374609874384,0.0,2.0,2.0,2017-04,2017-04
4R5LIB5F,33.0,31,6,2,2017-04-10,2017-06-13,0.0,0.012353081176672338,0.0,64.0,64.0,2017-04,2017-06
P010EEZF,19.0,4,3,2,2017-04-10,2017-04-12,0.0,0.5119578920036203,0.0,2.0,2.0,2017-04,2017-04
7AL9GWK6,11.0,4,6,4,2017-04-10,2017-06-02,1047.0,0.9868824604542209,1047.0,53.0,53.0,2017-04,2017-06
RHXY2M2W,30.0,4,3,4,2017-04-10,2017-04-18,47.0,0.6278894165581332,47.0,8.0,8.0,2017-04,2017-04
IKU97NEU,25.0,27,4,1,2017-04-10,,0.0,0.007283847703240861,0.0,265.0,,2017-04,
R7SESFM0,12.0,7,1,2,2017-04-10,2017-04-21,0.0,0.1493407828325668,0.0,11.0,11.0,2017-04,2017-04
X501NN9P,57.0,7,2,4,2017-04-10,2017-06-09,4413.0,0.9999999999999993,4413.0,60.0,60.0,2017-04,2017-06
AUDYTWRK,36.0,34,6,4,2017-04-10,2017-06-26,950.0,0.9847578890193064,950.0,77.0,77.0,2017-04,2017-06
EUKD4Z0V,56.0,21,2,2,2017-04-10,2017-04-16,0.0,0.005533368768241612,0.0,6.0,6.0,2017-04,2017-04
KPUHKYWU,71.0,21,2,4,2017-04-10,2017-04-20,4136.0,0.9999999999999836,4136.0,10.0,10.0,2017-04,2017-04
B0KF3NFK,60.0,3,3,4,2017-04-10,2017-04-18,62.0,0.7754174416424372,62.0,8.0,8.0,2017-04,2017-04
70M5V003,41.0,24,3,2,2017-04-10,2017-04-18,0.0,0.47820994382182874,0.0,8.0,8.0,2017-04,2017-04
456BP2X7,,33,4,1,2017-04-10,,0.0,0.010275002979587318,0.0,265.0,,2017-04,
OC66D0JA,32.0,33,1,4,2017-04-10,2017-04-11,467.0,0.8740563802021788,467.0,1.0,1.0,2017-04,2017-04
KE7SZLG7,27.0,22,6,4,2017-04-11,2017-06-11,1075.0,0.9952863235600874,1075.0,61.0,61.0,2017-04,2017-06
XYZ39YT2,3.0,2,3,2,2017-04-11,2017-04-19,0.0,0.5270368964067204,0.0,8.0,8.0,2017-04,2017-04
O4LNS6IC,52.0,18,3,4,2017-04-11,2017-04-13,52.0,0.6712656780355843,52.0,2.0,2.0,2017-04,2017-04
UKIM9XIZ,38.0,10,2,2,2017-04-11,2017-04-19,0.0,0.0035341969511377062,0.0,8.0,8.0,2017-04,2017-04
5Z0ACVAM,38.0,10,2,2,2017-04-11,2017-04-12,0.0,0.003394318504067376,0.0,1.0,1.0,2017-04,2017-04
DIAR4IM7,12.0,10,2,4,2017-04-11,2017-04-18,4837.0,1.0,4837.0,7.0,7.0,2017-04,2017-04
30YWHJV8,56.0,20,6,2,2017-04-11,2017-04-18,0.0,0.008801487456328434,0.0,7.0,7.0,2017-04,2017-04
ABXW1X4U,22.0,28,1,2,2017-04-11,2017-06-22,0.0,0.11220871965597258,0.0,72.0,72.0,2017-04,2017-06
SZ1H1L8I,77.0,28,6,4,2017-04-11,2017-04-13,1163.0,0.9949395177893102,1163.0,2.0,2.0,2017-04,2017-04
IR03B656,60.0,8,1,2,2017-04-11,2017-04-21,0.0,0.11961463763279886,0.0,10.0,10.0,2017-04,2017-04
6NZROTHF,58.0,30,5,2,2017-04-11,2017-06-10,0.0,0.009073464035834573,0.0,60.0,60.0,2017-04,2017-06
IFIIB8Y6,44.0,32,1,2,2017-04-11,2017-04-13,0.0,0.11990116265273686,0.0,2.0,2.0,2017-04,2017-04
J58BUYQH,,31,6,1,2017-04-11,,0.0,0.0405804598565331,0.0,264.0,,2017-04,
R2CS85YJ,34.0,31,1,2,2017-04-11,2017-04-13,0.0,0.0729824842109578,0.0,2.0,2.0,2017-04,2017-04
8EAINY61,64.0,31,1,2,2017-04-11,2017-04-18,0.0,0.10501205272992394,0.0,7.0,7.0,2017-04,2017-04
T23MHC9C,17.0,31,1,4,2017-04-11,2017-04-18,568.0,0.9381932163071619,568.0,7.0,7.0,2017-04,2017-04
D30QC4EE,58.0,31,2,4,2017-04-11,2017-06-19,5063.0,1.0,5063.0,69.0,69.0,2017-04,2017-06
JHIX3ODA,15.0,5,4,2,2017-04-11,2017-04-21,0.0,0.002537575739971965,0.0,10.0,10.0,2017-04,2017-04
BPUE8GTU,60.0,5,3,4,2017-04-11,2017-06-06,46.0,0.7285632461620292,46.0,56.0,56.0,2017-04,2017-06
2DOJKFNW,15.0,9,4,2,2017-04-11,2017-04-12,0.0,0.0019368610064654898,0.0,1.0,1.0,2017-04,2017-04
0PSKGNYE,30.0,9,1,4,2017-04-11,2017-04-12,504.0,0.9079375477735656,504.0,1.0,1.0,2017-04,2017-04
J75N0QYA,30.0,9,3,4,2017-04-11,2017-04-13,55.0,0.6532309823209954,55.0,2.0,2.0,2017-04,2017-04
SDS8SAZC,35.0,25,2,4,2017-04-11,2017-06-17,4760.0,1.0,4760.0,67.0,67.0,2017-04,2017-06
1426E8W6,9.0,3,1,2,2017-04-11,2017-04-21,0.0,0.12803348475875703,0.0,10.0,10.0,2017-04,2017-04
3BFBN8JW,25.0,3,4,2,2017-04-11,2017-04-18,0.0,0.002984565739127667,0.0,7.0,7.0,2017-04,2017-04
W1GERPB9,21.0,24,2,4,2017-04-11,2017-06-21,4653.0,0.9999999999999998,4653.0,71.0,71.0,2017-04,2017-06
FN1QX0BQ,,12,3,1,2017-04-11,,0.0,0.8305613504228823,0.0,264.0,,2017-04,
922DHXBA,53.0,12,3,2,2017-04-11,2017-04-22,0.0,0.4645416165196868,0.0,11.0,11.0,2017-04,2017-04
L36WU4AH,48.0,12,3,4,2017-04-11,2017-04-12,55.0,0.6447995238393772,55.0,1.0,1.0,2017-04,2017-04
2K8H292S,60.0,1,1,2,2017-04-12,2017-04-18,0.0,0.15397191386668538,0.0,6.0,6.0,2017-04,2017-04
7Y530NLJ,28.0,22,6,1,2017-04-12,,0.0,0.03154189449109823,0.0,263.0,,2017-04,
XNHGOHPW,44.0,22,4,4,2017-04-12,2017-04-22,3223.0,0.9999999999389086,3223.0,10.0,10.0,2017-04,2017-04
GAM8C5ET,2.0,19,5,2,2017-04-12,2017-04-17,0.0,0.003686916114809892,0.0,5.0,5.0,2017-04,2017-04
BHT7UEDJ,81.0,19,1,4,2017-04-12,2017-04-19,553.0,0.9183329946282842,553.0,7.0,7.0,2017-04,2017-04
7PAVX9CP,27.0,19,6,4,2017-04-12,2017-04-14,1114.0,0.9954103169871107,1114.0,2.0,2.0,2017-04,2017-04
IVW8MQGN,15.0,2,4,4,2017-04-12,2017-04-20,3785.0,0.9999999999994711,3785.0,8.0,8.0,2017-04,2017-04
CVFUMOK9,57.0,13,5,1,2017-04-12,,0.0,0.03181345428238927,0.0,263.0,,2017-04,
1VHUPB8X,68.0,10,6,2,2017-04-12,2017-04-14,0.0,0.011900250872913016,0.0,2.0,2.0,2017-04,2017-04
G5FN7I7T,30.0,10,4,2,2017-04-12,2017-06-28,0.0,0.006661805974158234,0.0,77.0,77.0,2017-04,2017-06
OHVPXBSR,80.0,20,2,4,2017-04-12,2017-04-13,5316.0,1.0,5316.0,1.0,1.0,2017-04,2017-04
GHY9QZKG,32.0,26,3,2,2017-04-12,2017-04-16,0.0,0.6509240821144157,0.0,4.0,4.0,2017-04,2017-04
M9RGVU1F,9.0,6,2,2,2017-04-12,2017-04-24,0.0,0.0047829843168904216,0.0,12.0,12.0,2017-04,2017-04
JBBJL4C2,19.0,6,1,4,2017-04-12,2017-06-23,531.0,0.9624101160198644,531.0,72.0,72.0,2017-04,2017-06
HMI6RBK9,57.0,6,1,4,2017-04-12,2017-06-16,544.0,0.9642192476307988,544.0,65.0,65.0,2017-04,2017-06
2EKGLB0Q,79.0,32,1,4,2017-04-12,2017-04-13,478.0,0.8950635857258733,478.0,1.0,1.0,2017-04,2017-04
NBYPJR21,24.0,32,2,4,2017-04-12,2017-04-22,5672.0,1.0,5672.0,10.0,10.0,2017-04,2017-04
HYPZOTY8,32.0,32,3,4,2017-04-12,2017-04-19,51.0,0.7416450037601395,51.0,7.0,7.0,2017-04,2017-04
31I0SB7T,44.0,32,4,4,2017-04-12,2017-04-19,3141.0,0.9999999998837015,3141.0,7.0,7.0,2017-04,2017-04
R0CLLIH9,,31,2,1,2017-04-12,,0.0,0.013948863820795401,0.0,263.0,,2017-04,
UIDAJBAI,17.0,31,2,2,2017-04-12,2017-04-13,0.0,0.003131816621927025,0.0,1.0,1.0,2017-04,2017-04
VO3C2LE4,34.0,31,3,2,2017-04-12,2017-04-16,0.0,0.46221573284238576,0.0,4.0,4.0,2017-04,2017-04
UC7JT39Q,31.0,27,3,2,2017-04-12,2017-04-13,0.0,0.3693989918679575,0.0,1.0,1.0,2017-04,2017-04
F1LLBOUV,11.0,7,6,2,2017-04-12,2017-04-13,0.0,0.009080515442549505,0.0,1.0,1.0,2017-04,2017-04
7H9J8W50,36.0,7,5,2,2017-04-12,2017-04-14,0.0,0.005238018129558095,0.0,2.0,2.0,2017-04,2017-04
8O03S3U3,13.0,5,5,2,2017-04-12,2017-04-22,0.0,0.004506281114128662,0.0,10.0,10.0,2017-04,2017-04
TGQN6HTN,42.0,21,5,4,2017-04-12,2017-06-21,5393.0,1.0,5393.0,70.0,70.0,2017-04,2017-06
X8GGF9MG,19.0,25,3,1,2017-04-12,,0.0,0.8442789888221335,0.0,263.0,,2017-04,
CPJK2600,67.0,3,3,2,2017-04-12,2017-04-19,0.0,0.4400698990519428,0.0,7.0,7.0,2017-04,2017-04
3P7QQSVF,,24,3,1,2017-04-12,,0.0,0.8135534494221501,0.0,263.0,,2017-04,
PGXIPGDM,47.0,24,4,1,2017-04-12,,0.0,0.010034498316752032,0.0,263.0,,2017-04,
TLXS1NB8,33.0,24,5,2,2017-04-12,2017-04-19,0.0,0.004390816821228422,0.0,7.0,7.0,2017-04,2017-04
TRR34NSR,36.0,24,1,4,2017-04-12,2017-06-06,638.0,0.9716501733445276,638.0,55.0,55.0,2017-04,2017-06
F2KINGVU,41.0,24,3,4,2017-04-12,2017-04-23,50.0,0.5938821608864017,50.0,11.0,11.0,2017-04,2017-04
Q169CIK6,5.0,12,4,2,2017-04-12,2017-04-18,0.0,0.003634167618823181,0.0,6.0,6.0,2017-04,2017-04
1QWG9VM6,35.0,33,2,4,2017-04-12,2017-04-22,4272.0,0.9999999999999911,4272.0,10.0,10.0,2017-04,2017-04
8OHCCD42,4.0,1,6,2,2017-04-13,2017-04-15,0.0,0.012680521068201264,0.0,2.0,2.0,2017-04,2017-04
QBCK25DV,38.0,1,3,4,2017-04-13,2017-04-15,58.0,0.6800754145391189,58.0,2.0,2.0,2017-04,2017-04
8IEVY30X,52.0,22,6,4,2017-04-13,2017-04-14,1088.0,0.9961016045291996,1088.0,1.0,1.0,2017-04,2017-04
6444O6DK,18.0,13,1,2,2017-04-13,2017-04-23,0.0,0.15438023088668074,0.0,10.0,10.0,2017-04,2017-04
GNL7T2JP,63.0,13,2,2,2017-04-13,2017-04-18,0.0,0.0043657490221884,0.0,5.0,5.0,2017-04,2017-04
V9YR14KW,56.0,18,1,2,2017-04-13,2017-04-20,0.0,0.09558818180540754,0.0,7.0,7.0,2017-04,2017-04
24LP4J8U,42.0,18,2,2,2017-04-13,2017-05-13,0.0,0.002845328384720729,0.0,30.0,30.0,2017-04,2017-05
37LTMWB0,3.0,10,1,2,2017-04-13,2017-04-20,0.0,0.08535976007287317,0.0,7.0,7.0,2017-04,2017-04
8BH9RNZI,29.0,10,2,2,2017-04-13,2017-04-14,0.0,0.002306409852085759,0.0,1.0,1.0,2017-04,2017-04
2ZU519Y6,16.0,10,6,4,2017-04-13,2017-04-19,1327.0,0.9993574632928285,1327.0,6.0,6.0,2017-04,2017-04
ZESI2PFU,19.0,10,6,4,2017-04-13,2017-06-27,923.0,0.9884041192665862,923.0,75.0,75.0,2017-04,2017-06
X8T4XLTY,62.0,10,6,4,2017-04-13,2017-04-23,1058.0,0.9918052385904069,1058.0,10.0,10.0,2017-04,2017-04
OS2CD01K,68.0,10,5,4,2017-04-13,2017-04-21,5220.0,1.0,5220.0,8.0,8.0,2017-04,2017-04
JNKDEAG9,12.0,8,5,2,2017-04-13,2017-04-19,0.0,0.005581992163813896,0.0,6.0,6.0,2017-04,2017-04
7MGVL7FC,59.0,8,3,4,2017-04-13,2017-04-22,55.0,0.6862163401486522,55.0,9.0,9.0,2017-04,2017-04
IFJ2AE9R,14.0,26,4,2,2017-04-13,2017-04-20,0.0,0.007372088746903281,0.0,7.0,7.0,2017-04,2017-04
HEDUIEUN,35.0,26,3,4,2017-04-13,2017-06-23,62.0,0.7213326812136515,62.0,71.0,71.0,2017-04,2017-06
D3OST43E,31.0,30,6,4,2017-04-13,2017-04-20,996.0,0.9867943428138511,996.0,7.0,7.0,2017-04,2017-04
Z7OH4GWO,,32,2,1,2017-04-13,,0.0,0.017069349721792054,0.0,262.0,,2017-04,
9537WTHG,58.0,32,1,2,2017-04-13,2017-06-09,0.0,0.17718257033031426,0.0,57.0,57.0,2017-04,2017-06
6PMHI9G4,36.0,32,1,4,2017-04-13,2017-04-22,543.0,0.9373435353619299,543.0,9.0,9.0,2017-04,2017-04
H3ITKE4I,35.0,31,2,2,2017-04-13,2017-04-19,0.0,0.002847595393553873,0.0,6.0,6.0,2017-04,2017-04
4RPUMZ9M,79.0,31,2,2,2017-04-13,2017-04-21,0.0,0.0034524914262432185,0.0,8.0,8.0,2017-04,2017-04
U9RFE81I,76.0,5,3,2,2017-04-13,2017-08-16,0.0,0.656963469406126,0.0,125.0,125.0,2017-04,2017-08
4T2XENE2,62.0,9,6,2,2017-04-13,2017-06-16,0.0,0.0079381949690503,0.0,64.0,64.0,2017-04,2017-06
LIFA0JYO,23.0,3,3,2,2017-04-13,2017-05-26,0.0,0.5536148573964449,0.0,43.0,43.0,2017-04,2017-05
JQ8V4I1K,4.0,3,3,4,2017-04-13,2017-04-22,56.0,0.692323479672068,56.0,9.0,9.0,2017-04,2017-04
N5CCEEOY,42.0,24,5,2,2017-04-13,2017-04-20,0.0,0.003601603344656912,0.0,7.0,7.0,2017-04,2017-04
C0SNGBJU,6.0,24,4,2,2017-04-13,2017-04-23,0.0,0.0030138438617116174,0.0,10.0,10.0,2017-04,2017-04
VN6JB8HU,69.0,12,6,4,2017-04-13,2017-06-10,1145.0,0.9972900863962958,1145.0,58.0,58.0,2017-04,2017-06
JK4IB77I,63.0,16,2,2,2017-04-13,2017-04-26,0.0,0.00460824063561904,0.0,13.0,13.0,2017-04,2017-04
81G840FM,,33,1,1,2017-04-13,,0.0,0.23820687602273066,0.0,262.0,,2017-04,
U5K2MZB6,,33,4,1,2017-04-13,,0.0,0.01009988235235357,0.0,262.0,,2017-04,
XMEYATKB,82.0,19,5,2,2017-04-14,2017-04-19,0.0,0.005701833733750458,0.0,5.0,5.0,2017-04,2017-04
IUDDK8Q0,7.0,19,2,2,2017-04-14,2017-04-22,0.0,0.0027812444834976074,0.0,8.0,8.0,2017-04,2017-04
YQXAY03C,74.0,19,4,2,2017-04-14,2017-04-19,0.0,0.002101558847080738,0.0,5.0,5.0,2017-04,2017-04
QKQ5N9Z1,48.0,13,6,4,2017-04-14,2017-04-23,1033.0,0.9921336752716158,1033.0,9.0,9.0,2017-04,2017-04
RZRRMWTH,71.0,18,4,2,2017-04-14,2017-04-20,0.0,0.00250351589534932,0.0,6.0,6.0,2017-04,2017-04
JS9SCCJ3,30.0,10,6,2,2017-04-14,2017-04-15,0.0,0.015163627650838925,0.0,1.0,1.0,2017-04,2017-04
WOBZWEPI,73.0,10,2,2,2017-04-14,2017-04-16,0.0,0.0038035787481824354,0.0,2.0,2.0,2017-04,2017-04
HBIQF55L,9.0,10,2,4,2017-04-14,2017-08-14,4359.0,0.9999999999999987,4359.0,122.0,122.0,2017-04,2017-08
V5XB0UPL,76.0,10,2,4,2017-04-14,2017-06-02,4575.0,0.9999999999999998,4575.0,49.0,49.0,2017-04,2017-06
QW9JMUTD,23.0,10,3,4,2017-04-14,2017-04-22,53.0,0.5867679308958076,53.0,8.0,8.0,2017-04,2017-04
7ODLTF4W,41.0,28,1,4,2017-04-14,2017-04-16,597.0,0.9443945856010609,597.0,2.0,2.0,2017-04,2017-04
RUCPPMPY,83.0,28,4,4,2017-04-14,2017-06-16,3179.0,0.9999999999188696,3179.0,63.0,63.0,2017-04,2017-06
SJHD5TFA,29.0,8,1,2,2017-04-14,2017-06-16,0.0,0.06959767508467712,0.0,63.0,63.0,2017-04,2017-06
2B0QVPBT,66.0,8,3,4,2017-04-14,2017-04-15,57.0,0.7787321526863994,57.0,1.0,1.0,2017-04,2017-04
YIZ1VQ3U,36.0,26,4,2,2017-04-14,2017-04-15,0.0,0.003668065210888191,0.0,1.0,1.0,2017-04,2017-04
FMNSL9TP,61.0,26,4,4,2017-04-14,2017-04-24,2997.0,0.9999999997162183,2997.0,10.0,10.0,2017-04,2017-04
8ZU8D508,22.0,30,1,4,2017-04-14,2017-05-29,545.0,0.945772267468442,545.0,45.0,45.0,2017-04,2017-05
NVDVFYGE,85.0,6,1,4,2017-04-14,2017-04-25,565.0,0.8960797079635202,565.0,11.0,11.0,2017-04,2017-04
QQH0YV1W,73.0,6,3,4,2017-04-14,2017-04-24,54.0,0.6844182890861114,54.0,10.0,10.0,2017-04,2017-04
ZVAZKWF3,,32,2,1,2017-04-14,,0.0,0.016972491905774618,0.0,261.0,,2017-04,
IUNX2OMX,41.0,32,1,2,2017-04-14,2017-04-15,0.0,0.09021929544869327,0.0,1.0,1.0,2017-04,2017-04
6WODV6KD,70.0,32,2,4,2017-04-14,2017-04-21,4991.0,1.0,4991.0,7.0,7.0,2017-04,2017-04
6S2ABHZS,,27,1,1,2017-04-14,,0.0,0.21362477848655725,0.0,261.0,,2017-04,
COM9RNBL,,27,3,1,2017-04-14,,0.0,0.7456483121536447,0.0,261.0,,2017-04,
RTZFPWVN,36.0,34,5,2,2017-04-14,2017-04-19,0.0,0.003973723795534023,0.0,5.0,5.0,2017-04,2017-04
VYDCTUAU,6.0,34,4,2,2017-04-14,2017-04-16,0.0,0.0027306265444669866,0.0,2.0,2.0,2017-04,2017-04
KYFONJP5,63.0,14,2,4,2017-04-14,2017-06-16,5546.0,1.0,5546.0,63.0,63.0,2017-04,2017-06
ANXSK3QV,36.0,24,3,4,2017-04-14,2017-04-20,59.0,0.6262920865431101,59.0,6.0,6.0,2017-04,2017-04
7I6OHUE4,67.0,1,6,2,2017-04-15,2017-04-23,0.0,0.007716678163227429,0.0,8.0,8.0,2017-04,2017-04
AY9NWO78,67.0,1,3,2,2017-04-15,2017-04-20,0.0,0.4385100024848913,0.0,5.0,5.0,2017-04,2017-04
BEP06EN5,67.0,1,5,4,2017-04-15,2017-04-16,5082.0,1.0,5082.0,1.0,1.0,2017-04,2017-04
8H95X3AP,40.0,22,5,4,2017-04-15,2017-04-24,5293.0,1.0,5293.0,9.0,9.0,2017-04,2017-04
P7LVKDC9,36.0,2,6,4,2017-04-15,2017-06-27,1163.0,0.9980410967659787,1163.0,73.0,73.0,2017-04,2017-06
QRVHBQSF,26.0,20,3,4,2017-04-15,2017-04-16,49.0,0.42924515806603963,49.0,1.0,1.0,2017-04,2017-04
8KH8XJRE,18.0,15,3,4,2017-04-15,2017-05-01,53.0,0.7419850435360015,53.0,16.0,16.0,2017-04,2017-05
YZ4AIQQR,3.0,8,4,2,2017-04-15,2017-04-16,0.0,0.002594044857286566,0.0,1.0,1.0,2017-04,2017-04
R8CW1D6X,30.0,8,4,2,2017-04-15,2017-06-12,0.0,0.005284508541944582,0.0,58.0,58.0,2017-04,2017-06
68KYNPDQ,47.0,26,6,2,2017-04-15,2017-04-24,0.0,0.009497304678596547,0.0,9.0,9.0,2017-04,2017-04
K6M3EX4O,,32,6,1,2017-04-15,,0.0,0.048551847029647995,0.0,260.0,,2017-04,
9B0HGLRU,21.0,32,1,2,2017-04-15,2017-04-21,0.0,0.0799915270822472,0.0,6.0,6.0,2017-04,2017-04
LWPFQ1UA,,31,1,1,2017-04-15,,0.0,0.2812708280686421,0.0,260.0,,2017-04,
TN59K8NP,70.0,31,1,2,2017-04-15,2017-08-07,0.0,0.12882649170677363,0.0,114.0,114.0,2017-04,2017-08
3OBMD08T,11.0,5,4,2,2017-04-15,2017-04-17,0.0,0.0020626248824573497,0.0,2.0,2.0,2017-04,2017-04
