date,date_key,year,quarter,month,month_name,year_month,week,day_of_month,day_of_week,is_weekend,financial_year
2017-09-24,20170924,2017,Q3,9,September,2017-09,38,24,Sunday,True,2018
2017-09-25,20170925,2017,Q3,9,September,2017-09,39,25,Monday,False,2018
2017-09-26,20170926,2017,Q3,9,September,2017-09,39,26,Tuesday,False,2018
2017-09-27,20170927,2017,Q3,9,September,2017-09,39,27,Wednesday,False,2018
2017-09-28,20170928,2017,Q3,9,September,2017-09,39,28,Thursday,False,2018
2017-09-29,20170929,2017,Q3,9,September,2017-09,39,29,Friday,False,2018
2017-09-30,20170930,2017,Q3,9,September,2017-09,39,30,Saturday,True,2018
2017-10-01,20171001,2017,Q4,10,October,2017-10,39,1,Sunday,True,2018
2017-10-02,20171002,2017,Q4,10,October,2017-10,40,2,Monday,False,2018
2017-10-03,20171003,2017,Q4,10,October,2017-10,40,3,Tuesday,False,2018
2017-10-04,20171004,2017,Q4,10,October,2017-10,40,4,Wednesday,False,2018
2017-10-05,20171005,2017,Q4,10,October,2017-10,40,5,Thursday,False,2018
2017-10-06,20171006,2017,Q4,10,October,2017-10,40,6,Friday,False,2018
2017-10-07,20171007,2017,Q4,10,October,2017-10,40,7,Saturday,True,2018
2017-10-08,20171008,2017,Q4,10,October,2017-10,40,8,Sunday,True,2018
2017-10-09,20171009,2017,Q4,10,October,2017-10,41,9,Monday,False,2018
2017-10-10,20171010,2017,Q4,10,October,2017-10,41,10,Tuesday,False,2018
2017-10-11,20171011,2017,Q4,10,October,2017-10,41,11,Wednesday,False,2018
2017-10-12,20171012,2017,Q4,10,October,2017-10,41,12,Thursday,False,2018
2017-10-13,20171013,2017,Q4,10,October,2017-10,41,13,Friday,False,2018
2017-10-14,20171014,2017,Q4,10,October,2017-10,41,14,Saturday,True,2018
2017-10-15,20171015,2017,Q4,10,October,2017-10,41,15,Sunday,True,2018
2017-10-16,20171016,2017,Q4,10,October,2017-10,42,16,Monday,False,2018
2017-10-17,20171017,2017,Q4,10,October,2017-10,42,17,Tuesday,False,2018
2017-10-18,20171018,2017,Q4,10,October,2017-10,42,18,Wednesday,False,2018
2017-10-19,20171019,2017,Q4,10,October,2017-10,42,19,Thursday,False,2018
2017-10-20,20171020,2017,Q4,10,October,2017-10,42,20,Friday,False,2018
2017-10-21,20171021,2017,Q4,10,October,2017-10,42,21,Saturday,True,2018
2017-10-22,20171022,2017,Q4,10,October,2017-10,42,22,Sunday,True,2018
2017-10-23,20171023,2017,Q4,10,October,2017-10,43,23,Monday,False,2018
2017-10-24,20171024,2017,Q4,10,October,2017-10,43,24,Tuesday,False,2018
2017-10-25,20171025,2017,Q4,10,October,2017-10,43,25,Wednesday,False,2018
2017-10-26,20171026,2017,Q4,10,October,2017-10,43,26,Thursday,False,2018
2017-10-27,20171027,2017,Q4,10,October,2017-10,43,27,Friday,False,2018
2017-10-28,20171028,2017,Q4,10,October,2017-10,43,28,Saturday,True,2018
2017-10-29,20171029,2017,Q4,10,October,2017-10,43,29,Sunday,True,2018
2017-10-30,20171030,2017,Q4,10,October,2017-10,44,30,Monday,False,2018
2017-10-31,20171031,2017,Q4,10,October,2017-10,44,31,Tuesday,False,2018
2017-11-01,20171101,2017,Q4,11,November,2017-11,44,1,Wednesday,False,2018
2017-11-02,20171102,2017,Q4,11,November,2017-11,44,2,Thursday,False,2018
2017-11-03,20171103,2017,Q4,11,November,2017-11,44,3,Friday,False,2018
2017-11-04,20171104,2017,Q4,11,November,2017-11,44,4,Saturday,True,2018
2017-11-05,20171105,2017,Q4,11,November,2017-11,44,5,Sunday,True,2018
2017-11-06,20171106,2017,Q4,11,November,2017-11,45,6,Monday,False,2018
2017-11-07,20171107,2017,Q4,11,November,2017-11,45,7,Tuesday,False,2018
2017-11-08,20171108,2017,Q4,11,November,2017-11,45,8,Wednesday,False,2018
2017-11-09,20171109,2017,Q4,11,November,2017-11,45,9,Thursday,False,2018
2017-11-10,20171110,2017,Q4,11,November,2017-11,45,10,Friday,False,2018
2017-11-11,20171111,2017,Q4,11,November,2017-11,45,11,Saturday,True,2018
2017-11-12,20171112,2017,Q4,11,November,2017-11,45,12,Sunday,True,2018
2017-11-13,20171113,2017,Q4,11,November,2017-11,46,13,Monday,False,2018
2017-11-14,20171114,2017,Q4,11,November,2017-11,46,14,Tuesday,False,2018
2017-11-15,20171115,2017,Q4,11,November,2017-11,46,15,Wednesday,False,2018
2017-11-16,20171116,2017,Q4,11,November,2017-11,46,16,Thursday,False,2018
2017-11-17,20171117,2017,Q4,11,November,2017-11,46,17,Friday,False,2018
2017-11-18,20171118,2017,Q4,11,November,2017-11,46,18,Saturday,True,2018
2017-11-19,20171119,2017,Q4,11,November,2017-11,46,19,Sunday,True,2018
2017-11-20,20171120,2017,Q4,11,November,2017-11,47,20,Monday,False,2018
2017-11-21,20171121,2017,Q4,11,November,2017-11,47,21,Tuesday,False,2018
2017-11-22,20171122,2017,Q4,11,November,2017-11,47,22,Wednesday,False,2018
2017-11-23,20171123,2017,Q4,11,November,2017-11,47,23,Thursday,False,2018
2017-11-24,20171124,2017,Q4,11,November,2017-11,47,24,Friday,False,2018
2017-11-25,20171125,2017,Q4,11,November,2017-11,47,25,Saturday,True,2018
2017-11-26,20171126,2017,Q4,11,November,2017-11,47,26,Sunday,True,2018
2017-11-27,20171127,2017,Q4,11,November,2017-11,48,27,Monday,False,2018
2017-11-28,20171128,2017,Q4,11,November,2017-11,48,28,Tuesday,False,2018
2017-11-29,20171129,2017,Q4,11,November,2017-11,48,29,Wednesday,False,2018
2017-11-30,20171130,2017,Q4,11,November,2017-11,48,30,Thursday,False,2018
2017-12-01,20171201,2017,Q4,12,December,2017-12,48,1,Friday,False,2018
2017-12-02,20171202,2017,Q4,12,December,2017-12,48,2,Saturday,True,2018
2017-12-03,20171203,2017,Q4,12,December,2017-12,48,3,Sunday,True,2018
2017-12-04,20171204,2017,Q4,12,December,2017-12,49,4,Monday,False,2018
2017-12-05,20171205,2017,Q4,12,December,2017-12,49,5,Tuesday,False,2018
2017-12-06,20171206,2017,Q4,12,December,2017-12,49,6,Wednesday,False,2018
2017-12-07,20171207,2017,Q4,12,December,2017-12,49,7,Thursday,False,2018
2017-12-08,20171208,2017,Q4,12,December,2017-12,49,8,Friday,False,2018
2017-12-09,20171209,2017,Q4,12,December,2017-12,49,9,Saturday,True,2018
2017-12-10,20171210,2017,Q4,12,December,2017-12,49,10,Sunday,True,2018
2017-12-11,20171211,2017,Q4,12,December,2017-12,50,11,Monday,False,2018
2017-12-12,20171212,2017,Q4,12,December,2017-12,50,12,Tuesday,False,2018
2017-12-13,20171213,2017,Q4,12,December,2017-12,50,13,Wednesday,False,2018
2017-12-14,20171214,2017,Q4,12,December,2017-12,50,14,Thursday,False,2018
2017-12-15,20171215,2017,Q4,12,December,2017-12,50,15,Friday,False,2018
2017-12-16,20171216,2017,Q4,12,December,2017-12,50,16,Saturday,True,2018
2017-12-17,20171217,2017,Q4,12,December,2017-12,50,17,Sunday,True,2018
2017-12-18,20171218,2017,Q4,12,December,2017-12,51,18,Monday,False,2018
2017-12-19,20171219,2017,Q4,12,December,2017-12,51,19,Tuesday,False,2018
2017-12-20,20171220,2017,Q4,12,December,2017-12,51,20,Wednesday,False,2018
2017-12-21,20171221,2017,Q4,12,December,2017-12,51,21,Thursday,False,2018
2017-12-22,20171222,2017,Q4,12,December,2017-12,51,22,Friday,False,2018
2017-12-23,20171223,2017,Q4,12,December,2017-12,51,23,Saturday,True,2018
2017-12-24,20171224,2017,Q4,12,December,2017-12,51,24,Sunday,True,2018
2017-12-25,20171225,2017,Q4,12,December,2017-12,52,25,Monday,False,2018
2017-12-26,20171226,2017,Q4,12,December,2017-12,52,26,Tuesday,False,2018
2017-12-27,20171227,2017,Q4,12,December,2017-12,52,27,Wednesday,False,2018
2017-12-28,20171228,2017,Q4,12,December,2017-12,52,28,Thursday,False,2018
2017-12-29,20171229,2017,Q4,12,December,2017-12,52,29,Friday,False,2018
2017-12-30,20171230,2017,Q4,12,December,2017-12,52,30,Saturday,True,2018
2017-12-31,20171231,2017,Q4,12,December,2017-12,52,31,Sunday,True,2018
