Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,8/09/2022,29620,Unijobs Global Pty Ltd,"Brighton, Vic",No,No,,,,,,,,,1978409,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,8/09/2022,29620,Unijobs Global Pty Ltd,"Brighton, Vic",No,No,,,,,,,,,1978409,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,9/09/2022,72600,Anystream Australia Pty Ltd,"Perth, Wa",No,No,,,,,,,,,369981,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Purchase,9/09/2022,36443,Hare & Forbes,"Archerfield, Qld",No,No,,,,,,,,,369999,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,9/09/2022,176000,Making Strides Pty Ltd,"Burleigh Heads, Qld",No,No,,,,,,,,,369975,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Relocation Services,9/09/2022,25874,Sirva Relocation,"Richlands, Qld",No,No,,,,,,,,,369974,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Recruitment/Placement Fees,9/09/2022,20077,U&U Recruitment Partners,"Brisbane, Qld",No,No,,,,,,,,,369994,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Recruitment/Placement Fees,9/09/2022,20077,U&U Recruitment Partners,"Brisbane, Qld",No,No,,,,,,,,,369994,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Accreditation Fees,10/09/2022,19000,Australian Computer Society Inc.,"Sydney, NSW",No,No,,,,,,,,,1973151,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Dental Supplies,12/09/2022,29648,Dentsply Sirona Pty Ltd,"Mount Waverley, Vic",No,No,,,,,,,,,370021,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Software Support Maintenance,12/09/2022,200888,Equate Technologies Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370027,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Reference Materials,12/09/2022,12551,Proquest Llc,"Chicago, Usa",No,No,,,,,,,,,1978567,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,12/09/2022,19776,Qt Gold Coast,"Surfers Paradise, Qld",No,No,,,,,,,,,1978849,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,12/09/2022,32138,Qt Gold Coast,"Surfers Paradise, Qld",No,No,,,,,,,,,370031,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Relocation Services,12/09/2022,35200,Sirva Relocation,"Richlands, Qld",No,No,,,,,,,,,370023,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Maintenance,13/09/2022,18293,Additive Australia Pty Ltd,"Torquay, Vic",No,No,,,,,,,,,370113,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,13/09/2022,78500,Ausplay Playscapes,"Richlands, Qld",No,No,,,,,,,,,370075,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",IT Equipment,13/09/2022,24658,Drives & Process Engineering Pty Ltd,"Forest Lake, Qld",No,No,,,,,,,,,370114,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Conference Expenses,13/09/2022,17930,Gartner Australasia Pty Limited,"Sydney, Nsw",No,No,,,,,,,,,370057,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,13/09/2022,18084,Geleon Pty Ltd,"Nerang, Qld",No,No,,,,,,,,,370074,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,13/09/2022,21285,Geleon Pty Ltd,"Nerang, Qld",No,No,,,,,,,,,370097,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,13/09/2022,30245,Idexx Laboratories Pty Ltd,"Rydalmere, Nsw",No,No,,,,,,,,,370088,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,13/09/2022,109417,Prodigious Brand Logistics,"Millers Point, Nsw",No,No,,,,,,,,,370105,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,13/09/2022,22560,Sonation Gmbh,Germany,No,No,,,,,,,,,370066,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Memberships/Subscriptions,14/09/2022,27500,Edith Cowan University,"Joondalup, Wa",No,No,,,,,,,,,370139,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,14/09/2022,148500,Gold Coast City Council,"Gold Coast, Qld",No,,,,,,,,,,370136,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,14/09/2022,36593,Precise Air Group P/L,"Springwood, Qld",No,No,,,,,,,,,370163,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,14/09/2022,16434,Qcif,"St Lucia, Qld",No,No,,,,,,,,,370174,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,14/09/2022,11308,Raylinc Agencies Pty Ltd,"Acacia Ridge, Qld",No,No,,,,,,,,,370141,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,14/09/2022,20709,Raylinc Agencies Pty Ltd,"Acacia Ridge, Qld",No,No,,,,,,,,,370142,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,14/09/2022,13980,Seek Limited,"Sydney, Nsw",No,No,,,,,,,,,1978846,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,14/09/2022,102300,Turner & Townsend Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370151,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Conference Expenses,14/09/2022,18311,University Of Oxford,England,No,No,,,,,,,,,1978890,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,14/09/2022,59400,Zancon Pty Ltd,"Barangaroo, Nsw",No,No,,,,,,,,,370172,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,14/09/2022,102300,Turner & Townsend Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370151,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Conference Expenses,14/09/2022,18311,University Of Oxford,England,No,No,,,,,,,,,1978890,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,14/09/2022,59400,Zancon Pty Ltd,"Barangaroo, Nsw",No,No,,,,,,,,,370172,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,15/09/2022,15102,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,370252,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Accreditation Fees,15/09/2022,19128,Australian Physiotherapy Council Limited,"Canberra, Act",No,No,,,,,,,,,1975983,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Legal Fees,15/09/2022,76344,Clayton Utz,"Brisbane, Qld",Yes,No,,,,,,,,,370233,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Legal Fees,15/09/2022,49500,Clayton Utz,"Brisbane, Qld",No,No,,,,,,,,,370234,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,15/09/2022,11410,Clear Mountain Health And Conference Cen,"Cashmere, Qld",No,No,,,,,,,,,370202,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Software Support Maintenance,15/09/2022,47621,Maser Technology Group Pty Ltd,"Frenchs Forest, Nsw",No,No,,,,,,,,,370204,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,15/09/2022,23518,Norman Disney & Young,"North Sydney, Nsw",No,No,,,,,,,,,370257,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,15/09/2022,86132,Oracle Corporation Australia Pty Ltd,"Sydney, Nsw",No,No,,,,,,,,,370206,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,15/09/2022,13355,Reece Pty Ltd,"Salisbury, Qld",No,No,,,,,,,,,370235,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,16/09/2022,40861,Deotome Pty Ltd,"New Farm, Qld",No,No,,,,,,,,,370280,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,16/09/2022,11660,Diversity Arrays Technology Pty Ltd,"Bruce, Act",No,No,,,,,,,,,370291,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,16/09/2022,389668,Emanate Technology Qld Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370303,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,16/09/2022,50700,Fiona Ruth Van Haeringen,Qld,No,No,,,,,,,,,1985227 1983045 2015541 2017089 2021208,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Purchase,16/09/2022,13361,Pool Shop Qld Pty Ltd,"Camira, Qld",No,No,,,,,,,,,370278,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Computer Equipment,16/09/2022,16642,The School Locker,"Yeronga, Qld",No,No,,,,,,,,,370314,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,16/09/2022,566731,Waters Australia Pty Limited,"Dundas, Nsw",No,No,Limited,b (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,370290,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,16/09/2022,566731,Waters Australia Pty Limited,"Dundas, Nsw",No,No,Limited,b (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,370290,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",IT Equipment,17/09/2022,187075,Computer Support Systems P/L,"Abbotsford,Vic",No,No,,,,,,,,,370317,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,17/09/2022,10000,Helen Mary Benesoczky,Qld,No,No,,,,,,,,,370319,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,17/09/2022,19206,Shed 23,"Amity, Qld",No,No,,,,,,,,,1978189,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,17/09/2022,56537,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,1975695,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,17/09/2022,57679,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,1975696,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,17/09/2022,56537,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,1975695,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Marketing Fees,17/09/2022,57679,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,1975696,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,18/09/2022,488076,Qs Enrolment Solutions (Australia) Pty L,"Melbourne, Vic",No,No,,,,,,,,,1976113,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,19/09/2022,19114,Australian Genome Research Facility Ltd,"St Lucia, Qld",No,No,,,,,,,,,370334,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Telecommunications Expenditure,19/09/2022,12777,Data #3 Limited,"Indooroopilly, Qld",No,No,,,,,,,,,370352,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Commission Payment,19/09/2022,51000,Japan America Academic Centre,Japan,No,No,,,,,,,,,1979200,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,19/09/2022,114290,Kerri Leigh Morley,Vic,No,No,,,,,,,,,370359,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,19/09/2022,21564,Precise Air Group P/L,"Springwood, Qld",No,No,,,,,,,,,370328,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,19/09/2022,17861,Robotlab Inc.,Usa,No,No,,,,,,,,,370335,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,19/09/2022,21481,Robotlab Inc.,Usa,No,No,,,,,,,,,370336,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,19/09/2022,31950,Telepresence Solutions Australia,"Clontard, Qld",No,No,,,,,,,,,370332,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,20/09/2022,29106,Airwork Nq Pty Ltd,"Mareeba, QLD",No,No,,,,,,,,,1976514,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Audio Visual Equipment,20/09/2022,19634,Allied Technologies Australia Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,370394,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,20/09/2022,940018,Data #3 Limited,"Indooroopilly, Qld",No,No,Open,,,,,,,,370368,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,20/09/2022,22400,Mantra On View Hotel,"Surfers Paradise, Qld",No,No,,,,,,,,,370360,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Event Expenditure,20/09/2022,14219,Mercure Gold Coast Resort,"Carrara, Qld",No,No,,,,,,,,,370361,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,20/09/2022,66000,The Trustee For Your Best You Trust,"Sandgate, Qld",No,No,,,,,,,,,370383,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,21/09/2022,15565,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",Yes,No,,,,,,,,,370429,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,21/09/2022,15180,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,370430,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,21/09/2022,18934,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,370477,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,21/09/2022,25335,Agilex Biolabs Pty Ltd,"Thebarton, SA",No,No,,,,,,,,, 1991498 1977592,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,10228,Bio-Strategy Pty Limited,"Campbellfield, Vic",No,No,,,,,,,,,370454,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Equipment Purchase,21/09/2022,37973,Bsg Brisbane Sound Group,"Northgate, Qld",No,No,,,,,,,,,370478,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,83375,Laerdal Pty Ltd,"Oakleigh, Vic",No,No,,,,,,,,,370442,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,83375,Laerdal Pty Ltd,"Oakleigh, Vic",No,No,,,,,,,,,370443,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,57480,Laerdal Pty Ltd,"Oakleigh, Vic",No,No,,,,,,,,,370444,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,109641,Laerdal Pty Ltd,"Oakleigh, Vic",No,No,,,,,,,,,370445,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,70425,Logemas Pty Ltd,"Albion, Qld",No,No,,,,,,,,,370458,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,37090,Mgc Diagnostics Australia Pty. Ltd.,"Dandenong South, Vic",No,No,,,,,,,,,370446,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,21/09/2022,16599,Model-Med International Pty Ltd,"Cheltenham, Vic",No,No,,,,,,,,,370447,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,21/09/2022,52140,Myprofile Pty Ltd,"Bondi Junction, Nsw",No,No,,,,,,,,,GU-648,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Recruitment/Placement Fees,21/09/2022,11506,Seek Limited,"Sydney, Nsw",No,No,,,,,,,,,370428,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,21/09/2022,15950,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370422,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,21/09/2022,15950,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370423,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,21/09/2022,22000,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370424,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,21/09/2022,15950,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370425,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,22/09/2022,58666,Deloitte Consulting Pty Limited,"Brisbane, Qld",No,No,,,,,,,,,370506,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,22/09/2022,14000,Edaphic Scientific Pty Ltd,"Port Macquarie, Nsw",No,No,,,,,,,,,370512,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,22/09/2022,44440,Mpn Consulting Pty Limited,"Toowong, Qld",No,No,,,,,,,,,370507,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,23/09/2022,156559,Diligent Board Services Australia Pty Lt,"Sydney, Nsw",No,No,,,,,,,,,C01480_1,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,23/09/2022,11247,Hosmed Services Pty Ltd,"Virginia, Qld",No,No,,,,,,,,,370550,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,23/09/2022,93479,Logemas Pty Ltd,"Albion, Qld",No,No,,,,,,,,,370555,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,23/09/2022,97043,Modo Labs Inc,Usa,No,No,,,,,,,,,C00991,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Software Support Maintenance,23/09/2022,688294,Oracle Corporation Australia Pty Ltd,"Sydney, Nsw",No,No,Limited,"c - (i) Cannot be made for technical reasons such as requirements of interchangeability or interoperability with existing equipment, software, services or installations procured under the initial procurement, or due to conditions under original supplier warranties",,,,,,,370514,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,23/09/2022,18189,P2E Pty. Ltd.,"Brisbane, Qld",No,No,,,,,,,,,1976933,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,23/09/2022,15721,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,No,,,,,,,,,370531,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,26/09/2022,329439,Ata Scientific Pty Ltd,"Taren Point, Nsw",No,No,,,,,,,,,370591,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,26/09/2022,292710,Australian Institute Of Aboriginal & Tor,"Acton, Act",No,No,,,,,,,,,GU-857,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,26/09/2022,20594,Green Options Pty Ltd,"Botany, Nsw",No,No,,,,,,,,,370571,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,26/09/2022,26599,Konica Minolta Bus Solutions Aus Pty Ltd,"Newstead, Qld",No,No,,,,,,,,,370589,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,26/09/2022,15000,Mermaid Beach Radiology Pty Ltd,"Mermaid Beach, Qld",No,No,,,,,,,,,370569,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,26/09/2022,255684,Premis Solutions Pty Ltd,"Toowong, Qld",No,No,,,,,,,,,370580,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,26/09/2022,17870,Technigro Pty Ltd,"Ormeau, Qld",No,No,,,,,,,,,370572,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,26/09/2022,12502,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,No,,,,,,,,,370590,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Pathology Expenditure,27/09/2022,10560,Agena Bioscience Inc,"Bowen Hills, Qld",No,No,,,,,,,,,370619,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Software Support Maintenance,27/09/2022,22433,Aussie Telecom Pty Limited,"Brighton, Vic",No,No,,,,,,,,,370610,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,27/09/2022,16521,Green Options Pty Ltd,"Botany, Nsw",No,No,,,,,,,,,370632,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,27/09/2022,13184,Ironhorse Aviation Pty Ltd,"Julatten, Qld",No,No,,,,,,,,,1980885,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,27/09/2022,12810,Ironhorse Aviation Pty Ltd,"Julatten, Qld",No,No,,,,,,,,,1980886,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Relocation Services,28/09/2022,66583,Grace Worldwide (Australia) Pty Ltd,"Seven Hills, Nsw",No,No,,,,,,,,,370668,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,28/09/2022,22754,Limbs & Things Limited,"Hallam, Vic",No,No,,,,,,,,,370655,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,28/09/2022,53350,Mel Consultants Pty Ltd,"Oakleigh South, Vic",No,No,,,,,,,,,370709,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Legal Fees,28/09/2022,19800,Privacy 108 Consulting Pty Ltd,"Yeronga, Qld",No,No,,,,,,,,,1980520,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Security Services,28/09/2022,24223,Securcom Pty Ltd,"Brendale, Qld",No,No,,,,,,,,,370688,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Relocation Services,28/09/2022,22281,Sirva Relocation,"Richlands, Qld",No,No,,,,,,,,,370661,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Hire/Lease Fees,28/09/2022,26151,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,370662,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Hire/Lease Fees,28/09/2022,26151,Valiant Hire,"Pinkenba, Qld",No,No,,,,,,,,,370662,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,29/09/2022,33751236,A.G. Coombs (Qld) Pty. Ltd.,"Fortitude Valley, Qld",No,No,Open,,,,,,,,GU-1204,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Software Support Maintenance,29/09/2022,21890,Database Consultants Australia,"West Melbourne, Vic",No,No,,,,,,,,,370763,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Patent Application Fee,29/09/2022,13570,Eagar & Associates Pty Ltd,"Oxenford, Qld",No,No,,,,,,,,,1977149,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",External Course Delivery,29/09/2022,11611,Ni Nyoman Ramawati Brierty,Qld,No,No,,,,,,,,,1977913,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,29/09/2022,19058,Texthelp Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370724,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Chemical/Biological Products,29/09/2022,13559,Thorlabs Inc,"Newton, Nj, Usa",No,No,,,,,,,,,370722,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,30/09/2022,21560,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,370778,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Consultancy Services,30/09/2022,39270,Amy Gale,Qld,No,No,,,,,,,,,370786,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,30/09/2022,179858,Biodecon Solutions Limited,"Hartwell,Vic",No,No,,,,,,,,,370773,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Travel Expenses,30/09/2022,14700,Davidsons Arnhemland Safaris Pty Ltd,"Casuarina, Nt",No,No,,,,,,,,,1977150,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Subscription/Licence Fees,30/09/2022,27828,Equate Technologies Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,370775,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Vehicle Acquisition,30/09/2022,44464,Grand Motors,"Gold Coast, Qld",No,No,,,,,,,,,370767,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Scientific Equipment,30/09/2022,69498,Mechatronics Instruments B.V.,Netherlands,No,No,,,,,,,,,370787,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,30/09/2022,31163,Mode Design Corp Pty Ltd,"Fortitude Valley, Qld",No,No,,,,,,,,,370785,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Relocation Services,30/09/2022,20027,Sirva Relocation,"Richlands, Qld",No,No,,,,,,,,,1980783,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Health & Safety Expenses,30/09/2022,17436,Truhealth Solutions,"Beenleigh, Qld",No,No,,,,,,,,,1977995,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,1/10/2022,53807,Dm2Architecture Pty Ltd,"Petrie Terrace, Qld",Yes,No,,,,,,,,,370804,,,,,,
,Griffith University,"170 Kessels Road, Nathan, Qld 4111",Building Construction & Maintenance,1/10/2022,19800,Renzo Tonin & Associates (Qld) Pty Ltd,"Spring Hill, Qld",No,No,,,,,,,,,370803,,,,,,
