Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/09/2024,424431,Wilson Architects,"Spring Hill, Qld",No,,,,,,,,,,392921,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/09/2024,17993,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,393029,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/09/2024,16621,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,393030,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/09/2024,108570,Eight 3 Constructions Pty Ltd,"Geebung, Qld",No,,,,,,,,,,393028,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/09/2024,13802,Sdf Electrical Pty Ltd,"Sunnybank Hills, Qld",No,,,,,,,,,,393050,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/09/2024,15238,Sdf Electrical Pty Ltd,"Sunnybank Hills, Qld",No,,,,,,,,,,393051,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,12/09/2024,10366,Leica Microsystems Pty Ltd,"North Ryde Bc, Nsw",No,,,,,,,,,,393058,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,12/09/2024,24570,Southport Australian Rules Football Club,"Southport, Qld",No,,,,,,,,,,393068,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,12/09/2024,36444,Uipath Srl,Romania,No,,,,,,,,,,393084,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,13/09/2024,73920,Aus Building-Performance Pty Ltd,"Manly, Qld",No,,,,,,,,,,393123,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Cleaning Services,13/09/2024,9362562,Crown Waste Solutions,"Helensvale Town Centre, Qld",No,,Open,,,,,,,,GU-2603,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/09/2024,151415,Exent Pty. Ltd.,"Brisbane City, Qld",No,,,,,,,,,,393092,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/09/2024,496375,Focus Professional Services Pty Ltd,"Brisbane, Qld",Yes,,,,,,,,,,393111 397679 405016,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/09/2024,39490,Kathryn Ann Maggs,Qld,No,,,,,,,,,,393127,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,13/09/2024,19773,Programmed Electrical Technologies Ltd,"Newstead, Qld",No,,,,,,,,,,393107,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/09/2024,20900,Rider Levett Bucknall Qld Pty Ltd,"Brisbane, Qld",No,,,,,,,,,,393096,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,13/09/2024,33807,The Mathworks Australia Pty Ltd,"Chatswood, Nsw",No,,,,,,,,,,393098,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,13/09/2024,52800,The Trustee For Surrey Hills Physiothera,"Surrey Hills, Vic",No,,,,,,,,,,393095,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Electricity / Gas Supply,14/09/2024,15366,Boc Limited,"Labrador, Qld",No,,,,,,,,,,393128,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,14/09/2024,14105,The P.A. People Pty Ltd,"Rhodes, Nsw",No,,,,,,,,,,393138,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/09/2024,263863,Videopro Pty Ltd,"Eagle Farm, Qld",No,,,,,,,,,,393137,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/09/2024,39831,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,393142,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/09/2024,11880,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,393144,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/09/2024,20568,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,,,,,,,,,,393145,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/09/2024,13200,Lab Architects Pty Ltd,"Chapel Hill, Qld",No,,,,,,,,,,393158,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,16/09/2024,10762,Tecniplast Australia Pty Limited,"Lane Cove, Nsw",No,,,,,,,,,,393140,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/09/2024,80016,Acer - Aust Council For Edu Research Ltd,"Camberwell, Vic",No,,,,,,,,,,2092775,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,17/09/2024,33000,Australian Academy Of Science,"Canberra, Act",No,,,,,,,,,,2095039,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/09/2024,61713253,Buildcorp Group Pty Limited,"Camperdown, Nsw",No,,Open,,AS4902 – General Conditions of Contract ,4,"Task appreciation, programme, methodology 35, Project and design team experience and capability 35, Impact procurement 15, Local benefits test 15",As per Project Management Plan,As per Project Management Plan,As per the contract and Project Management Plan,393200,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,17/09/2024,14966,Data #3 Limited,"Indooroopilly, Qld",No,,,,,,,,,,393185,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/09/2024,21659,Froth Build Pty Ltd,"Palm Beach, Qld",No,,,,,,,,,,393201,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,17/09/2024,27027,Health Communication Network Pty Limited,"Haymarket, Nsw",No,,,,,,,,,,2090075,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/09/2024,16400,Uipath Srl,Romania,No,,,,,,,,,,393182,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/09/2024,21450,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,393213,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,18/09/2024,20211,Hewlett-Packard Australia Pty Ltd,"Blackburn, Vic",No,,,,,,,,,,393225,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Services,18/09/2024,12012,Securcom Pty Ltd,"Brendale, Qld",No,,,,,,,,,,393211,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/09/2024,10920,Jennifer Carpenter,Uk,No,,,,,,,,,,393251,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,19/09/2024,172700,Thomson Adsett Pty Ltd,"Fortitude Valley, Qld",No,,,,,,,,,,393264,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,19/09/2024,1475770,Titian Software Limited,Uk,No,,Open,,,,,,,,393241,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,20/09/2024,10644,Abacus Dx Pty Ltd,"Waterford, Qld",No,,,,,,,,,,393273,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,20/09/2024,63124,Alder Constructions Pty Ltd,"Helensvale, Qld",No,,,,,,,,,,393305,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/09/2024,29128,Amalgamated Property Maint. Brisbane P/L,"Rochedale South, Qld",No,,,,,,,,,,393301,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/09/2024,12158,Diligent Fire Pty Ltd,"Albion Dc, Qld",No,,,,,,,,,,393302,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,20/09/2024,493593,Essencemediacom Australia Pty Limited,"South Brisbane, Qld",No,,,,,,,,,,393300,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/09/2024,63822,Geleon Consulting Pty Ltd,"Nerang, Qld",No,,,,,,,,,,393303,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,20/09/2024,14000,Jb Hi Fi Group Pty Ltd,"Macgregor, Qld",No,,,,,,,,,,393284,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/09/2024,24559,Securcom Pty Ltd,"Brendale, Qld",No,,,,,,,,,,393274,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/09/2024,15554,Wormald Australia Pty Ltd,"Murarrie, Qld",No,,,,,,,,,,393294,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,21/09/2024,10896,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,,,,,,,,,,393307,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,22/09/2024,18816,Bio-Strategy Pty Limited,"Campbellfield, Vic",No,,,,,,,,,,393312,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/09/2024,21230,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,393351,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/09/2024,73920,Kpmg,"Melbourne, Vic",No,,,,,,,,,,393322,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/09/2024,62370,Nous Group Pty. Ltd.,"Melbourne, Vic",No,,,,,,,,,,393332,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,24/09/2024,26785,Auidf,"Redhead, Nsw",No,,,,,,,,,,2096035,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,24/09/2024,12210,Ceda,"Brisbane, Qld",No,,,,,,,,,,2096179,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/09/2024,11346,Davies Collison Cave Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,2094936,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Telecommunications Expenditure,24/09/2024,12100,Environmental Systems Solutions Pty Ltd,"Moonee Ponds, Vic",No,,,,,,,,,,2094566,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/09/2024,13310,Fb Rice Pty Ltd,"Sydney South, Nsw",No,,,,,,,,,,2093693,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,24/09/2024,37838,Integrated Dna Technologies Aust Pty Ltd,"Baulkham Hills, Nsw",No,,,,,,,,,,393360,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/09/2024,17037,JAMES & WELLS IP PTY LTD,"Brisbane, Qld",No,,,,,,,,,,2094937,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,24/09/2024,92450,Miro,Usa,No,,,,,,,,,,393365,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,24/09/2024,18687,The Migration Translators,"Bentleigh, Vic",No,,,,,,,,,,2095516,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,24/09/2024,12400,The School Locker,"Eight Mile Plains, Qld",No,,,,,,,,,,393388,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,24/09/2024,12365,Thermo Fisher Scientific Australia,"Scoresby, Vic",No,,,,,,,,,,393357,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,24/09/2024,11239,Vicom Australia Pty. Limited,"South Oakleigh, Vic",No,,,,,,,,,,393371,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,25/09/2024,22726,Data #3 Limited,"Indooroopilly, Qld",No,,,,,,,,,,393431,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/09/2024,66241,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,,,,,,,,,,393439,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,26/09/2024,253373,Mccullough Robertson Lawyers,"Brisbane, Qld",No,,,,,,,,,,393451 399787,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,26/09/2024,53383,Metrohm Australia Pty Limited,"Ryde, Nsw",No,,,,,,,,,,393452,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,26/09/2024,58261,Riot Solutions Pty Ltd,"Brisbane, Qld",No,,,,,,,,,,393458,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/09/2024,150645,Rowles Time Management,"West End, Qld",No,,,,,,,,,,393459 393460,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,26/09/2024,15785,Turner & Townsend Pty Ltd,"Brisbane, Qld",No,,,,,,,,,,393436,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/09/2024,14764,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,393468,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/09/2024,51403,Auscraft Furniture Pty Ltd,"Moorebank, Nsw",No,,,,,,,,,,393499,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/09/2024,108900,Kpmg,"Melbourne, Vic",No,,,,,,,,,,393462,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/09/2024,33231,Madji Pty Ltd,Qld,No,,,,,,,,,,393470,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/09/2024,27979,Marcello Sano,"Bryon Bay, NSW",No,,,,,,,,,,2112140,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Royalties,27/09/2024,16500,Origin Theatrical Pty Ltd,Nsw,No,,,,,,,,,,393473,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/09/2024,51361,Sonia Hugh,Canada,No,,,,,,,,,,393467,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/09/2024,11778,Sports Turf Operations Pty Ltd,"Tamborine, Qld",No,,,,,,,,,,393471,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,30/09/2024,11965,Australian Genome Research Facility Ltd,"St Lucia, Qld",No,,,,,,,,,,393523,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire/Lease Fees,30/09/2024,136636,Gold Coast Convention & Exhibition Centr,"Broadbeach, Qld",No,,,,,,,,,,393518,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/09/2024,53804,Longueville Media Pty Ltd,"Haberfield, Nsw",Yes,,,,,,,,,,393511 2136877,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/09/2024,11000,M3Property Australia Pty Ltd,"Fortitude Valley, Qld",No,,,,,,,,,,393531,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,30/09/2024,11634,Merck Life Science Pty Ltd,"Castle Hill, Nsw",No,,,,,,,,,,393520,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,30/09/2024,116600,Oracle Corporation Australia Pty Ltd,"Sydney, Nsw",No,,,,,,,,,,393503,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,30/09/2024,54692,Skypanel (Aust) Pty Ltd,"Burleigh Waters, Qld",No,,,,,,,,,,393533,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,30/09/2024,12914,Slideroom Technologies Inc,Usa,No,,,,,,,,,,393505,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,30/09/2024,41808,Veritas Health Innovation Ltd,"Melbourne, Vic",No,,,,,,,,,,393532,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,1/10/2024,18427,Agilent Technologies Australia Pty Ltd,"Mulgrave, Vic",No,,,,,,,,,,393557,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,26086,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,393537,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,31062,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,,,,,,,,,,393539,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,1/10/2024,35396,Australian Medicines Handbook Pty Ltd,"Adelaide, Sa",No,,,,,,,,,,2096722,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,29700,Brient Trade Services Pty Ltd,Qld,No,,,,,,,,,,393541,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,29700,Brient Trade Services Pty Ltd,Qld,No,,,,,,,,,,393542,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,29700,Brient Trade Services Pty Ltd,Qld,No,,,,,,,,,,393543,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,52382,Mctaggart Plumbing Pty Ltd,"Petrie, Qld",No,,,,,,,,,,393538,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,35860,New Life Restorations Australia,"Murarrie, Qld",No,,,,,,,,,,393540,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2024,25658,Platinum Electrical And Air,"Ferny Hills Dc, Qld",No,,,,,,,,,,393556,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,1/10/2024,49720,Sinorbis Australia Pty Ltd,"Sydney, Nsw",No,,,,,,,,,,393575,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,1/10/2024,25111,University Of New South Wales,"Sydney, Nsw",No,,,,,,,,,,2093951,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,1/10/2024,13680,Yayasan Pikat,Indonesia,No,,,,,,,,,,2096833,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/10/2024,12870,Bim Physiotherapy Group Holding Limited,"Bowen Hills, Qld",No,,,,,,,,,,393616,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/10/2024,41487,Gecko Labs Ltd,Scotland,Yes,,,,,,,,,,C00996_2,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/10/2024,325346,Modo Labs Inc,Usa,No,,,,,,,,,,393589,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/10/2024,97389,Plauti B.V.,Netherlands ,No,,,,,,,,,,GU-2634,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/10/2024,11167,Qcif,"St Lucia, Qld",No,,,,,,,,,,393586,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/10/2024,109755,Starrez Global Pty Ltd,"West Melbourne, Vic",No,,,,,,,,,,GU-1921,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/10/2024,192233,Civcorp Pty Ltd,"Beenleigh, Qld",No,,,,,,,,,,393637 393724,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,3/10/2024,18155,Diligent Fire Pty Ltd,"Albion Dc, Qld",No,,,,,,,,,,393640,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/10/2024,20873,Graphic Concepts Ta Signs Etc,"Beenleigh, Qld",No,,,,,,,,,,393622,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,3/10/2024,87183,Onetemp Pty Ltd,"Marleston, Sa",No,,,,,,,,,,393635,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/10/2024,54736,Schneider Electric (Australia) Pty Limit,"Macquarie Park, Nsw",No,,,,,,,,,,393636,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,3/10/2024,42779,Surebridge Pty Ltd,"Battery Point, Tas",No,,,,,,,,,,393627,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/10/2024,29812,Amalgamated Property Maint. Brisbane P/L,"Rochedale South, Qld",No,,,,,,,,,,393688,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,4/10/2024,13129,Elemental Shade Structures,"Meadowbrook, Qld",No,,,,,,,,,,393686,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,4/10/2024,126146,Elevenm Consulting Pty Ltd,"Sydney, Nsw",No,,,,,,,,,,393683,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,4/10/2024,11008,Emona Instruments Pty Ltd,"Rocklea, Qld",No,,,,,,,,,,393692,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,4/10/2024,46956,"Glencoe Software, Inc.",Usa,No,,,,,,,,,,393663,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,4/10/2024,134200,Orikan New Zealand Limited,New Zealand,No,,,,,,,,,,393682,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,4/10/2024,211557,Smartrak Aust Pty Ltd,"East Melbourne, Vic",No,,,,,,,,,,393685,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,8/10/2024,12161,Bio-Rad Laboratories Pty Ltd,"South Granville, Nsw",No,,,,,,,,,,393742,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire/Lease Fees,8/10/2024,275000,Brisbane Convention And Exhibition Centr,"Brisbane, Qld",No,,,,,,,,,,393727,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,8/10/2024,11328,Cider House Ict Pty Ltd,"Rowville, Vic",No,,,,,,,,,,393736,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,8/10/2024,53427,Dm2Architecture Pty Ltd,"Petrie Terrace, Qld",No,,,,,,,,,,393717,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,8/10/2024,15341,Idp Education Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,2098279,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,8/10/2024,59422,Skypanel (Aust) Pty Ltd,"Burleigh Waters, Qld",No,,,,,,,,,,393725,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,8/10/2024,19860,Sunstate Charters Pty. Ltd.,"Eagle Farm, Qld",No,,,,,,,,,,2098284,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,8/10/2024,13191,Videopro Pty Ltd,"Eagle Farm, Qld",No,,,,,,,,,,393732,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/10/2024,130295,Auspep Clinical Pedtides Pty Ltd,"Tullamarine, Vic",No,,,,,,,,,,393756,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,9/10/2024,10690,Core Life Analytics B.V.,Netherlands,No,,,,,,,,,,392990,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,9/10/2024,36913,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,,,,,,,,,,2091160,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,9/10/2024,87861,Enghouse Australia Pty Ltd,"Melbourne, Vic",No,,,,,,,,,,393759,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/10/2024,24200,Insync Solutions Pty Ltd,"Rundle Mall, Sa",No,,,,,,,,,,392991,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,9/10/2024,106420,Quest River Park Central,"Brisbane City, Qld",No,,,,,,,,,,2093793,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,9/10/2024,94067,Sas Institute Australia Pty. Limited,"Lane Cove, Nsw",No,,,,,,,,,,393760,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,9/10/2024,11334,Sjc Global Education Consulting,Korea,No,,,,,,,,,,2094439,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,9/10/2024,110000,The Growth Drivers Pty Ltd,"Brisbane City, Qld",No,,,,,,,,,,393013,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/10/2024,95498,Thomson Adsett Pty Ltd,"Fortitude Valley, Qld",No,,,,,,,,,,392985,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,9/10/2024,438680,Turner & Townsend Project Management Pty,"Brisbane City, Qld",No,,,,,,,,,,393772,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,10/10/2024,71531,Atlas Copco Australia Pty Ltd,"Seventeen Mile Rocks, Qld",No,,,,,,,,,,393817,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,10/10/2024,22000,Avanti Hobsons Bay Pty Ltd,"Red Hill, Qld",No,,,,,,,,,,393796,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,10/10/2024,17981,Chubb Fire & Security P/L,"Salisbury, Qld",No,,,,,,,,,,393800,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,10/10/2024,276812,Cvsg Asset Services Pty Ltd,"Hendra, Qld",No,,,,,,,,,,393816,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,10/10/2024,113585,Diligent Fire Pty Ltd,"Albion Dc, Qld",No,,,,,,,,,,393815,,,,,,
