Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,13/10/2023,11000,Lovework Studio Pty Ltd,"Woody Point, Qld",No,No,,,,,,,,,383625,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,13/10/2023,11686,"Materials Design, Inc.",Usa,No,No,,,,,,,,,383627,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,13/10/2023,14940,Value Added Asset Management Pty Ltd,"Darra, Qld",No,No,,,,,,,,,383616,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/10/2023,252941,Formula Interiors Pty Ltd,"Coorparoo, Qld",No,No,,,,,,,,,383647,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2023,4185678,Ds Energy,"Northgate, Qld",No,No,Open,,,,,,,,383680,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/10/2023,12558,John Morris Scientific Pty Ltd,"Willoughby, Nsw",No,No,,,,,,,,,383672,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,16/10/2023,10073,Laboratory Equipment Pty Ltd,"Marrickbille, Nsw",No,No,,,,,,,,,383661,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2023,10543887,Lendlease Construction (Qld / Wa) Pty Li,"Barangaroo, Nsw",Yes,No,Open,,,,,,,,383668,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/10/2023,22000,O'Connor Marsden & Associates,"Sydney, Nsw",No,No,,,,,,,,,383681,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,16/10/2023,23441,Ride Free Media Pty Ltd,"West End, QLD",No,No,,,,,,,,,383679,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2023,10792,Securcom Pty Ltd,"Brendale, Qld",No,No,,,,,,,,,383656,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Medical Expenses,17/10/2023,13777,Awp Australia Pty Ltd,"Toowong, Qld",No,No,,,,,,,,,2040030,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,36432,Bond University,"Gold Coast, Qld",No,No,,,,,,,,,2037354 2054207,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,17/10/2023,15400,Brisbane Concert Lighting Pty Ltd,"Stafford, Qld",No,No,,,,,,,,,383742,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,17/10/2023,11542,Education Link As,Norway,No,No,,,,,,,,,2040870,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,17/10/2023,43606,H2 Software Ltd,England,No,No,,,,,,,,,GU-1350,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,18346,Michael Page International,"Parramatta, Nsw",No,No,,,,,,,,,2040440,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,17/10/2023,21506,Shout Marketing Services Pty Ltd,"Yatala, Qld",No,No,,,,,,,,,2038012,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,17/10/2023,16489,Sonidel Limited,Ireland,No,No,,,,,,,,,383701,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,17/10/2023,10752,Study Outside Norway (Sonor),Norway,No,No,,,,,,,,,2040873,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,17/10/2023,45000,Tamarind Global Services Pvt Ltd,India,No,No,,,,,,,,,2038286,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Computer Equipment,17/10/2023,13337,The School Locker,"Eight Mile Plains, Qld",No,No,,,,,,,,,383746,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,21560,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2037182,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,16665,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2037183,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,18260,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2037184,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,11110,The Trustee For Granted Group Unit Trust,"Bentleigh, Vic",No,No,,,,,,,,,2037499,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Homestay Expenses,17/10/2023,23560,Unique Australian Holidays Pty Ltd,"Burleigh Heads, Qld",No,No,,,,,,,,,2040128,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,17/10/2023,107800,Wallis Nominees (Computing) Pty. Ltd.,"Melbourne, Vic",No,No,,,,,,,,,383714,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/10/2023,51435,Wilson Architects,"Spring Hill, Qld",No,No,,,,,,,,,383705,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,18/10/2023,266008,Atmire Nv,Belgium,No,No,,,,,,,,,383774,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,18/10/2023,12276,Caudit,"Kingston, Act",No,No,,,,,,,,,383772,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/10/2023,17820,Ink Duck,"Graceville East, Qld",No,No,,,,,,,,,383749,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,18/10/2023,24860,Nutbrook Engineering Group Pty Limited,"North Sydney, NSW",No,No,,,,,,,,,383794,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,18/10/2023,11000,Orikan Australia Pty Ltd,"South Wharf, VIC",No,No,,,,,,,,,383758,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,18/10/2023,306798,Social Enterprise Australia Ltd,Port Kembla. Nsw,No,No,,,,,,,,,383770,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,18/10/2023,31304,The Mathworks Australia Pty Ltd,"Chatswood, Nsw",No,No,,,,,,,,,383757,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,18/10/2023,26445,The Star Gold Coast,"Broadbeach, Qld",No,No,,,,,,,,,383755 2054805,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,19/10/2023,20653,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,383827,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,19/10/2023,19250,Intelligent Business Research Services P,"Hazelbrook, Nsw",No,No,,,,,,,,,383808,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,19/10/2023,22264,Logical Line Marking,"Underwood, Qld",No,No,,,,,,,,,383800 385238,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,19/10/2023,33012,Logical Line Marking,"Underwood, Qld",No,No,,,,,,,,,383801 385239,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,20/10/2023,12959,Bruker Pty Ltd,"Alexandria, Nsw",No,No,,,,,,,,,383854,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,23/10/2023,25797,Across International Pty Ltd,"Boronia, Vic",No,No,,,,,,,,,383916,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/10/2023,84942,Amalgamated Property Maint. Brisbane P/L,"Rochedale South, Qld",No,No,,,,,,,,,383922,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/10/2023,17380,Donald Cant Watts Corke (Qld) P/L,"Brisbane, Qld",No,No,,,,,,,,,383889,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,23/10/2023,2003100,Insight Enterprises Australia Pty Ltd,"Brookevale, Nsw",No,No,Limited,c - (ii) Would cause significant inconvenience or substantial duplication of costs for the procuring entity,,,,,,,GU-2039,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,23/10/2023,63800,Robinson Fitzgerald Pty Ltd,"Greenslopes, Qld",No,No,,,,,,,,,383911,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,24/10/2023,96271,Anton Paar Australia Pty Ltd,"Macquarie Park, Nsw",No,No,,,,,,,,,383942,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,34232,Australian Medicines Handbook Pty Ltd,"Adelaide, Sa",No,No,,,,,,,,,2041757,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,31865,Bloomsbury Publishing Plc.,UK,No,No,,,,,,,,,2041360,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,32897,Bloomsbury Publishing Plc.,UK,No,No,,,,,,,,,2041363,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,24/10/2023,10188,Bruker Pty Ltd,"Alexandria, Nsw",No,No,,,,,,,,,383975,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,24/10/2023,13750,Climate And Health Alliance,"Melbourne, Vic",No,No,,,,,,,,,2041251,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,24/10/2023,33455,Corporate Prepaid Cards Pty Ltd,"Balmain, Nsw",No,No,,,,,,,,,2041042,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/10/2023,21765,Fb Rice Pty Ltd,"Sydney, Nsw",No,No,,,,,,,,,2039985,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,24/10/2023,22559,Idp Education Pty Ltd,"Melbourne, Vic",No,No,,,,,,,,,2041967,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,24/10/2023,1905230,Idp Education Pty Ltd,"Melbourne, Vic",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,2041957,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Commission Payment,24/10/2023,83300,Japan America Academic Centre,Japan,No,No,,,,,,,,,2039984,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,889016,John Wiley & Sons Australia Ltd,"Milton, Qld",No,No,Limited,b - (iii) The absence of competition for technical reasons which can only be supplied by a particular supplier and no reasonable alternative exists,,,,,,,2040615,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,42288,Myjove Australia Inc,Usa,No,No,,,,,,,,,2040599,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,23681,Oclc (Uk) Limited,England,No,No,,,,,,,,,GU-1996,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,30992,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039542,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,11339,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039544,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,24223,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039545,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,18444,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039547,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,32655,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039560,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,32655,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039645,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,31899,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039646,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,26003,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039649,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,21619,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039650,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,24/10/2023,18747,Oxford University Press Uk,Uk,No,No,,,,,,,,,2039651,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,24/10/2023,11825,Pureprofile Australia Pty Limited,"Surry Hills, Nsw",No,No,,,,,,,,,2041053,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,24/10/2023,16409,Spruson & Ferguson Pty Limited,"Sydney, Nsw",No,No,,,,,,,,,2038903,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,25/10/2023,11234,Centre For Internet Security,Usa,No,No,,,,,,,,,384002,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,25/10/2023,44563,Convergepoint Inc,Usa,No,No,,,,,,,,,"384000,C01522",,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,25/10/2023,24681,Octopus Deploy Pty. Ltd.,"South Brisbane, QLD",No,No,,,,,,,,,384003,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,26/10/2023,25746,Brightside Scientific Pty Ltd,"Tuggerah, Nsw",No,No,,,,,,,,,384046,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/10/2023,20295,Lucid Consulting Engineers (Qld) Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,384051,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,26/10/2023,26928,Trinity P3 Pty Ltd,"North Sydney, NSW",No,No,,,,,,,,,384039,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/10/2023,1088395,Heritage Tree Care,"Sumner, Qld",No,No,Selective,,,,,,,,384107,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/10/2023,41514302,Lendlease Construction (Qld / Wa) Pty Li,"Barangaroo, Nsw",Yes,No,Open,,,,,,,,384105 407440,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/10/2023,111100,Nous Group Pty. Ltd.,"Melbourne, Vic",No,No,,,,,,,,,384102,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,27/10/2023,17886,Ot Bioelettronica Srl,Italy,No,No,,,,,,,,,384082,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,27/10/2023,30525,Programmed Electrical Technologies Ltd,"Newstead, Qld",No,No,,,,,,,,,384097,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/10/2023,10010,The Trustee For Nettleton Tribe Practice,"Spring Hill, Qld",No,No,,,,,,,,,384104,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,27/10/2023,54956,Turner & Townsend Pty Ltd,"Brisbane, QLD",No,No,,,,,,,,,384076,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,27/10/2023,2121146,Uipath Srl,Romania,No,No,Limited,"c - (i) Cannot be made for technical reasons such as requirements of interchangeability or interoperability with existing equipment, software, services or installations procured under the initial procurement, or due to conditions under original supplier warranties",,,,,,,GU-2053,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,29/10/2023,40700,Bruker Pty Ltd,"Alexandria, Nsw",No,No,,,,,,,,,384113,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,30/10/2023,49594,Aquatic Weed Management Pty Ltd,"Greenbank,Qld",No,No,,,,,,,,,384118,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,30/10/2023,20565,Digital Camera Warehouse,"Canterbury, Nsw",No,No,,,,,,,,,384129,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,30/10/2023,14520,Luminous A/V & Electrical Pty Ltd,Qld,No,No,,,,,,,,,384146,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,30/10/2023,59520,Securew2,Amsterdam,No,No,,,,,,,,,384132,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,30/10/2023,17848,Sports Turf Operations Pty Ltd,"Tamborine, QLD",No,No,,,,,,,,,384125,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/10/2023,370874,The Trustee For Computers Now Unit Trust,"Notting Hill, VIC",Yes,No,,,,,,,,,384149 389864,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,30/10/2023,50594,Videopro Pty Ltd,"Eagle Farm, Qld",No,No,,,,,,,,,384152,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,31/10/2023,23540,Accent Research,"Paddington, Nsw",No,No,,,,,,,,,384178,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,31/10/2023,12168,Brisbane Digital Co,"Albany Creek, Qld",No,No,,,,,,,,,2041259,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,31/10/2023,49461,Coevent Pty Ltd,"Mudgeeraba, Qld",No,No,,,,,,,,,2042921,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,31/10/2023,17120,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,2041643,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,31/10/2023,13143,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,2041644,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,31/10/2023,19267,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,2041686,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,31/10/2023,51810,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,2041690,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,31/10/2023,18819,Ebsco International Inc,"North Sydney, Nsw",No,No,,,,,,,,,2041692,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Conference Expenses,31/10/2023,12500,Fire And Safety Australia Pty Ltd,"Mulgrave, Vic",No,No,,,,,,,,,2040125,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,31/10/2023,446600,Nous Group Pty. Ltd.,"Melbourne, Vic",Yes,No,,,,,,,,,384186,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,31/10/2023,16707,Powerbox Australia Pty Ltd,"Mount Kuring-Gai, Nsw",No,No,,,,,,,,,384163,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,31/10/2023,419727,Ryan Wilks Pty. Ltd.,"Murarrie, Qld",No,No,,,,,,,,,384172,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,31/10/2023,144397,Schneider Electric (Australia) Pty Limit,"Macquarie Park, NSW",No,No,,,,,,,,,384171,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,31/10/2023,17805,Securcom Pty Ltd,"Brendale, Qld",No,No,,,,,,,,,384191,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,31/10/2023,15059,Securcom Pty Ltd,"Brendale, Qld",No,No,,,,,,,,,384192,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,31/10/2023,164120,Software Education Australia Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,384195,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,31/10/2023,11125,The Preston Campbell Foundation Limited,"Coomera, Qld",No,No,,,,,,,,,2041255,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,31/10/2023,106260,Wallis Nominees (Computing) Pty. Ltd.,"Melbourne, Vic",Yes,No,,,,,,,,,384182,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,2/11/2023,13125,Aegis Safety Pty Ltd,"Geebung, Qld",No,No,,,,,,,,,384245,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,2/11/2023,19580,Amalgamated Property Maint. Brisbane P/L,"Rochedale South, Qld",No,No,,,,,,,,,384258,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,2/11/2023,11281,Bluebeam Australia Pty Ltd.,"Brisbane, Qld",No,No,,,,,,,,,384259,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,2/11/2023,210980,Data #3 Limited,"Indooroopilly, Qld",Yes,No,,,,,,,,,384274,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,2/11/2023,71774,Integrated Research Systems Pty Ltd,"Carlton, Vic",No,No,,,,,,,,,384260,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/11/2023,10285,Agent Bee,"Yarralumla, Act",No,No,,,,,,,,,384293,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,365578,Apollo Property Group,"Brisbane, Qld",Yes,No,,,,,,,,,384292,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,3/11/2023,21467,Bio-Strategy Pty Limited,"Campbellfield, Vic",No,No,,,,,,,,,384333,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,70290,Bse (Qld) Pty Ltd,"Brisbane, Qld",No,No,,,,,,,,,384322,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,17212,Descab Pty Ltd T/A Qld Multi Trades,"Tingalpa, Qld",No,No,,,,,,,,,384338,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,22605,E.D.C. Systems Pty Ltd,"Cannon Hill, Qld",No,No,,,,,,,,,384289,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,3/11/2023,31559,Hotpromos Pty Ltd,"Dandenong South, Vic",No,No,,,,,,,,,384283,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,37950,Jha Consulting Engineers (Qld) Pty Ltd,"Teneriffe, Qld",No,No,,,,,,,,,384290,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,23650,Lab Architects Pty Ltd,"Chapel Hill, Qld",No,No,,,,,,,,,384284,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,3/11/2023,254736,Nano Vacuum Pty Ltd,"Castle Hill, Nsw",No,No,,,,,,,,,384315,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,3/11/2023,230190,Perkinelmer (Australia) Pty. Ltd.,"Mulgrave, Vic",No,No,,,,,,,,,384296,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,3/11/2023,38866,Price Waterhouse Coopers,"Sydney, Nsw",No,No,,,,,,,,,384316,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,89388,Ryan Wilks Pty. Ltd.,"Murarrie, Qld",Yes,No,,,,,,,,,384332,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Scientific Equipment,3/11/2023,66000,Shimadzu Scientific Inst. (Oceania)P/L,"Rydalmere, Nsw",No,No,,,,,,,,,384303,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,3/11/2023,359540,Zip Heaters Aust Pty Ltd,"Bankstown, Nsw",No,No,,,,,,,,,384306,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Health & Safety Expenses,4/11/2023,12320,Testel Australia Pty Ltd,"Unley, Sa",No,No,,,,,,,,,384343,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,6/11/2023,55913,Adec Australia,"Mascot, Nsw",No,No,,,,,,,,,384370,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,6/11/2023,10854,Airmaster Corporation Pty Ltd,"Mansfield, Qld",No,No,,,,,,,,,384361,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,6/11/2023,27192,Esel Pty Ltd,"Lidcombe, Nsw",No,No,,,,,,,,,384375,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audio Visual Equipment,6/11/2023,33000,Threeonefive Innovations,"Labrador, Qld",No,No,,,,,,,,,384371,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/11/2023,16453,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",No,No,,,,,,,,,384410,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,7/11/2023,13889,Bushcare Services,"Bethania, Qld",No,No,,,,,,,,,2043581,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Excursions Expenses,7/11/2023,135496,Centre For International Studies Pty Ltd,"Ashmore City, Qld",No,No,,,,,,,,,384426,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Expenses,7/11/2023,58054,Cpx Pty Ltd,"Kelvin Grove, Qld",No,No,,,,,,,,,2043738,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,7/11/2023,141109,Elsevier Inc.,Usa,No,No,,,,,,,,,2040611,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/11/2023,46772,Natura Pacific Pty Ltd,"Burleigh, Qld",No,No,,,,,,,,,2043741 2043740,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,7/11/2023,38148,Price Waterhouse Coopers,"Sydney, Nsw",No,No,,,,,,,,,2044051,,,,,,
