Description,Agency (Dept or Stat Body),Agency address,Contract description/name,Award contract date,Contract value,Supplier name,Supplier address,Variation to contract (Yes/No),Specific confidentiality provision used,Procurement method,Reason for use of limited tendering,Form of contract,Number of offers sought,Evaluation criteria and weightings,Deliverables,Contract milestones,Contract performance management,Contract reference number,Contract category group,Parent contract number/SOA,Variation comments,Commence date,Supplier ABN,Finish date
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,20/09/2025,23100,SOMERVILLE HOUSE,"South Brisbane, Qld",,,,,,,,,,,403126,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,22/09/2025,13397,AIM Discovery Solutions Pty Ltd,"Kew, Vic",,,,,,,,,,,403146,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,22/09/2025,60322,Campaignxpress Pty Ltd,"Sydney, Nsw",,,,,,,,,,,403130,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,22/09/2025,10018,Data #3 Limited,"Indooroopilly, Qld",,,,,,,,,,,403131,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,22/09/2025,25000,Pivotal Agency Pty Ltd,"Oxenford, Qld",,,,,,,,,,,403132,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,22/09/2025,41210,STEVE WATSON AND PARTNERS PTY LIMITED,"Sydney, Nsw",Yes,,,,,,,,,,403147,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/09/2025,35340,ACER - Aust Council for Edu Research Ltd,"Camberwell, Vic",,,,,,,,,,,2149949,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,23/09/2025,17500,ChomiX Biotech,China,,,,,,,,,,,403184,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,23/09/2025,13000,Cooperative Research Centres Association,"Barton, Act",,,,,,,,,,,2151947,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,23/09/2025,10815,Council Of Deans of Nursing and Midwifer,"Frankston, Vic",,,,,,,,,,,2149556,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,23/09/2025,16500,CSIRO,"Clayton, Vic",,,,,,,,,,,2151985,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,23/09/2025,12386,East Coast Dental Services,"Palm Beach, Qld",,,,,,,,,,,2150781,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,23/09/2025,14736,FB Rice Pty Ltd,"Sydney South, Nsw",,,,,,,,,,,2148052,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/09/2025,102476,GELEON CONSULTING PTY LTD,"Nerang, Qld",,,,,,,,,,,403181,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Fieldwork Expenses,23/09/2025,42570,IRONHORSE AVIATION PTY LTD,"Julatten, Qld",,,,,,,,,,,2147525,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",IT Equipment,23/09/2025,58300,JB Hi Fi Group Pty Ltd,"South Melbourne, Vic",,,,,,,,,,,403169,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,23/09/2025,128206,Laerdal Pty Ltd,"Oakleigh, Vic",,,,,,,,,,,403153,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,23/09/2025,14300,Luke Marsden Photo,Qld,,,,,,,,,,,403162,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,23/09/2025,53053,Programmed Electrical Technologies Ltd,"Newstead, Qld",,,,,,,,,,,403170,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,23/09/2025,10546,University Admissions Centre (NSW & ACT),"Silverwater, Nsw",,,,,,,,,,,2147527,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,24/09/2025,38269,AIRMASTER CORPORATION PTY LTD,"Mansfield, Qld",,,,,,,,,,,403213,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Freight Fees,24/09/2025,64229,DSV AIR & SEA PTY LTD,"Melbourne Airport, Vic",,,,,,,,,,,403194,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,24/09/2025,15510,PHILIP CHUN BC QLD PTY LTD,"City East, Qld",,,,,,,,,,,403191,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,24/09/2025,42098,Programmed Electrical Technologies Ltd,"Newstead, Qld",,,,,,,,,,,403189,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,25/09/2025,63729,Cosmed Asia Pacific Pty Ltd,"Artarmon, Nsw",,,,,,,,,,,403226,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,25/09/2025,11355,Hellmann Worldwide Logistics Pty Ltd,"Brisbane Airport, Qld",,,,,,,,,,,403237,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,25/09/2025,22199,Jennifer Carpenter,United Kingdom,,,,,,,,,,,403227,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,25/09/2025,220000,Martuwarra Fitzroy River Council,"Broome, Wa",,,,,,,,,,,403225,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,25/09/2025,13970,McTaggart Plumbing PTY LTD,"Petrie, Qld",,,,,,,,,,,403229,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,25/09/2025,47292,Merck Life Science Pty Ltd,"Castle Hill, Nsw",,,,,,,,,,,403232,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Legal Fees,25/09/2025,38500,MINTERELLISON,"Melbourne, Qld",,,,,,,,,,,403242,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,26/09/2025,38907,Bruker Pty Ltd,"Alexandria, Nsw",,,,,,,,,,,403268,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,26/09/2025,11242,Incorporate Space,"Sunnybank, Qld",,,,,,,,,,,403284,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,26/09/2025,86845,Ivoclar Vivadent Pty. Ltd.,"Noble Park North, Vic",,,,,,,,,,,403280,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,26/09/2025,28075,Ivoclar Vivadent Pty. Ltd.,"Noble Park North, Vic",,,,,,,,,,,403281,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,26/09/2025,54274,Timber Flooring Concepts,"Birkdale, Qld",,,,,,,,,,,403266,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,99000,Cloudec Pty Ltd,"Sydney, Nsw",,,,,,,,,,,403306,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,47452,ConvergePoint Inc,United States,,,,,,,,,,,403295,,C01522,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,107358,CyberCX Pty Ltd,"Melbourne, Vic",,,,,,,,,,,403317,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,29/09/2025,22915,EMPIUS PTY LTD,"Wynnum, Qld",,,,,,,,,,,403335,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,63636,Gearset Limited,United Kingdom,,,,,,,,,,,403296,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,16500,Leximancer Pty Ltd,"St Lucia, Qld",,,,,,,,,,,403303,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,30498,Salesforce,"Sydney, Nsw",,,,,,,,,,,403334,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Security Services,29/09/2025,15746,Securcom Pty Ltd,"Brendale, Qld",,,,,,,,,,,403324,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,29/09/2025,69103,SecureW2,Netherlands,,,,,,,,,,,403304,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,30/09/2025,15972,Alphabond Dental Pty Ltd,"Willoughby, Nsw",,,,,,,,,,,403369,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,30/09/2025,13310,Bligh Tanner Pty Ltd,"Fortitude Valley, Qld",,,,,,,,,,,403344,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Recruitment/Placement Fees,30/09/2025,63250,BOYDEN ANZ PTY LTD,"Sydney, Nsw",,,,,,,,,,,403372,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Software Support Maintenance,30/09/2025,30248,Data #3 Limited,"Indooroopilly, Qld",,,,,,,,,,,403374,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/09/2025,71280,Focus Professional Services Pty Ltd,"Brisbane, Qld",,,,,,,,,,,403378,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/09/2025,79266,INTELLIDESIGN PTY LTD,"Seventeen Mile Rocks, Qld",,,,,,,,,,,403365,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,30/09/2025,10720,Kokoda Initiative-Conservation & Enviro,Papua New Guinea,,,,,,,,,,,2149969,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Royalties,30/09/2025,38500,Music Theatre International Australasia,"South Melbourne, Vic",,,,,,,,,,,403346,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Pathology Expenditure,30/09/2025,10901,Western Australian Museum,"Welshpool, Wa",,,,,,,,,,,2152202,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2025,23028,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",,,,,,,,,,,403394,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2025,15148,Descab Pty Ltd t/a Qld Multi Trades,"Tingalpa, Qld",,,,,,,,,,,403415,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,1/10/2025,385479,Echo Projects Co Pty Ltd,"Windsor, Qld",,,,,,,,,,,403422,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,1/10/2025,10329,GIVERNEY CLARE FLORENCE MARY AINSCOUGH,"Isabella Plains, Act",,,,,,,,,,,403411,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,1/10/2025,15224,Insider Publishing Pty. Ltd.,"Adelaide, Sa",,,,,,,,,,,403416,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,1/10/2025,38392,John Morris Scientific Pty Ltd,"Willoughby, Nsw",,,,,,,,,,,403428,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,1/10/2025,12500,Mitchell McGuire,Qld,,,,,,,,,,,403390,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,1/10/2025,35475,New Life Restorations Australia,"Murarrie, Qld",,,,,,,,,,,403420,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,1/10/2025,18898,Renishaw Oceania Pty Ltd,"Keysborough, Vic",,,,,,,,,,,403388,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,1/10/2025,17981,Thermo Fisher Scientific Australia,"Scoresby, Vic",,,,,,,,,,,403429,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,1/10/2025,105584,ZOLL MEDICAL AUSTRALIA PTY LIMITED,"St Leonards, Nsw",,,,,,,,,,,403401,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,2/10/2025,10910,Abbott Australasia Pty Ltd,"Macquarie Park, Nsw",,,,,,,,,,,403476,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,2/10/2025,54450,Carbon FE Trading Pty Ltd,"Hope Island, Qld",,,,,,,,,,,403449,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,2/10/2025,26312,Crown Mechanical Electrical Pty Ltd,"Rochedale South, Qld",,,,,,,,,,,403447,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,2/10/2025,76365,Dentsply Sirona Pty Ltd,"Mount Waverley, Vic",,,,,,,,,,,403460,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,2/10/2025,66947,Laerdal Pty Ltd,"Oakleigh, Vic",,,,,,,,,,,403455,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,2/10/2025,10824,One Dental Pty Ltd,"Castle Hill, Nsw",,,,,,,,,,,403466,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,3/10/2025,26116,AIM Discovery Solutions Pty Ltd,"Kew, Vic",,,,,,,,,,,403491,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Maintenance,3/10/2025,87602,Programmed Electrical Technologies Ltd,"Newstead, Qld",,,,,,,,,,,403508,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,4/10/2025,15389,Fisher Biotec Pty Ltd,"Wembley, Wa",,,,,,,,,,,403517,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,4/10/2025,14680,Shimadzu Oceania Pty Ltd,"Ermington, Nsw",,,,,,,,,,,403516,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,7/10/2025,27300,Abbott Australasia Pty Ltd,"Macquarie Park, Nsw",,,,,,,,,,,403529,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,7/10/2025,28500,Archer Technologies Ireland Limited,Ireland,,,,,,,,,,,403562,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/10/2025,203324,ARNOLD ELECTRICAL & DATA INSTALLATIONS P,"Salisbury, Qld",,,,,,,,,,,403561,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/10/2025,27882,CARSELDINE AIR CONDITIONING PTY. LTD.,"Everton Hills, Qld",,,,,,,,,,,403522,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Field Trip Expenses (Excursions),7/10/2025,23892,Good Food Solutions,"Eumundi, Qld",,,,,,,,,,,2151354,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/10/2025,10626,Hosmed Services Pty Ltd,"Virginia, Qld",,,,,,,,,,,403549,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,7/10/2025,16995,INTERNATIONAL EDUCATION SUSTAINABILITY G,"Parkville, Vic",,,,,,,,,,,2153725,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,7/10/2025,133582,Quest River Park Central,"Brisbane City, Qld",,,,,,,,,,,2151083,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Artworks,7/10/2025,58500,RYAN RENSHAW GALLERY PTY LTD,Qld,,,,,,,,,,,2153722,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/10/2025,24200,SDF Electrical Pty Ltd,"Sunnybank Hills, Qld",,,,,,,,,,,2153848,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Patent Application Fee,7/10/2025,21421,Spruson & Ferguson Pty Limited,"Sydney, Nsw",,,,,,,,,,,2156659,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,7/10/2025,29832,WT PARTNERSHIP,"Brisbane, Qld",,,,,,,,,,,403543,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,8/10/2025,63297,Brient Trade Services Pty Ltd,"Guanaba, Qld",Yes,,,,,,,,,,403599,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,8/10/2025,16830,GX Outdoors,"Bundaberg, Qld",,,,,,,,,,,403606,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,8/10/2025,48222,"ParvoMedics, Inc",United States,,,,,,,,,,,403571,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire/Lease Fees,9/10/2025,269500,BRISBANE CONVENTION AND EXHIBITION CENTR,"Brisbane, Qld",,,,,,,,,,,403621,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Hire/Lease Fees,9/10/2025,176000,Gold Coast Convention & Exhibition Centr,"Broadbeach, Qld",,,,,,,,,,,403631,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,9/10/2025,16335,Ivoclar Vivadent Pty. Ltd.,"Noble Park North, Vic",,,,,,,,,,,403626,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Chemical/Biological Products,10/10/2025,114925,"Haoyuan Chemexpress Co., Limited",Hong Kong,,,,,,,,,,,403675,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Vehicle Acquisition,10/10/2025,60327,MIKE CARNEY TOYOTA,"Garbutt, Qld",,,,,,,,,,,403672,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,10/10/2025,50958,Skylark Lasers Ltd.,United Kingdom,,,,,,,,,,,403671,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,17820,Anystream Australia Pty Ltd,"Perth, Wa",,,,,,,,,,,403693,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,11440,Carbon FE Trading Pty Ltd,"Hope Island, Qld",,,,,,,,,,,403706,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,77121,DRAINS KLEEN PTY LTD,"Kunda Park, Qld",,,,,,,,,,,403705,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,15246,FIRE RISK CONSULTANTS PTY LTD,"Glengarry, Vic",,,,,,,,,,,403703,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,86636,GLG Greenlife Group,"Parkside, Sa",,,,,,,,,,,403707,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,11/10/2025,17616,Medisa Pty Ltd,"North Rocks, Nsw",,,,,,,,,,,403708,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,11/10/2025,27500,NOEL ROBERT SCOTT,Qld,,,,,,,,,,,403702,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,11/10/2025,184787,Videopro Pty Ltd,"Eagle Farm, Qld",,,,,,,,,,,403701,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,12/10/2025,21830,Novachem Unit Trust t/a Novachem Pty Ltd,"Collingwood, Vic",,,,,,,,,,,403710,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,13/10/2025,176079,ARRI Australia Pty Limited,"North Ryde, Nsw",,,,,,,,,,,403716,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,13/10/2025,243925,BIOLINE GLOBAL PTY LIMITED,"Narellan, Nsw",,,,,,,,,,,403723,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,13/10/2025,30705,Cyclone Computer Company Limited,New Zealand,,,,,,,,,,,403744,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Reference Materials,14/10/2025,62565,Bureau van Dijk Electronic Publishing,"Sydney, Nsw",,,,,,,,,,,2153527,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,14/10/2025,10384,EVIDENT AUSTRALIA PTY LTD,"Macquarie Park, Nsw",,,,,,,,,,,2154534,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,14/10/2025,12965,PricewaterhouseCoopers CM Services Pte L,Singapore,,,,,,,,,,,2154536,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,14/10/2025,11038,Vente Australia,Canada,,,,,,,,,,,2154874,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,14/10/2025,27000,WatchMyCompetitor,United Kingdom,,,,,,,,,,,2154537,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,15/10/2025,35084,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",,,,,,,,,,,403782,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,15/10/2025,17025,BizFurn Express Australia Pty Ltd,"Yandina, Qld",,,,,,,,,,,403780,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,15/10/2025,262000,Chanelle Baker International AB,Sweden,,,,,,,,,,,403785,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,15/10/2025,34045,Dimity Adams Psychology Pty Ltd,Qld,,,,,,,,,,,403791,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,15/10/2025,13884,Get Smart Consultancy Pty Ltd,"Millingandi, Nsw",,,,,,,,,,,403806,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,15/10/2025,10508,OMNIGRIP DIRECT PTY. LTD.,"Thomastown, Vic",,,,,,,,,,,403784,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,16/10/2025,42459,ARO Systems Pty Ltd,"Wodonga, Vic",,,,,,,,,,,403826,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Memberships/Subscriptions,16/10/2025,12650,AUSTRALIAN NETWORK ON DISABILITY LTD,"Qvb Post Office, Nsw",,,,,,,,,,,403827,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,27275,E.D.C. SYSTEMS PTY LTD,"Cannon Hill, Qld",,,,,,,,,,,403824,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,16500,Handler SC Leasing,"Fortitude Valley, Qld",,,,,,,,,,,403865,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,16/10/2025,87314,Instructure Global Limited,United Kingdom,,,,,,,,,,,403838,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,16/10/2025,110000,Professional Development Consulting,"Doonan, Qld",,,,,,,,,,,403823,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,23430,Steele Wrobel Pty Ltd,"Brisbane, Qld",,,,,,,,,,,403852,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,73282,THE TRUSTEE FOR TIPPER FAMILY TRUST,"Raceview, Qld",,,,,,,,,,,403866,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,13200,Turner & Townsend Pty Ltd,"Brisbane, Qld",,,,,,,,,,,403856,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,16/10/2025,184703,Wilson Architects,"Spring Hill, Qld",,,,,,,,,,,403848,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Subscription/Licence Fees Software,17/10/2025,220110,LinkedIn Singapore Pte Ltd,Singapore,,,,,,,,,,,403872,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Laboratory Consumables,17/10/2025,51907,Stephen Jennings & Associates Pty Ltd,"Kurrajong, Nsw",,,,,,,,,,,403894,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,17/10/2025,19988,Sure Power,"East Brisbane, Qld",,,,,,,,,,,403868,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,20/10/2025,16605,A1 Building & Property Solutions Pty Ltd,"The Gap, Qld",,,,,,,,,,,403907,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Consultancy Services,20/10/2025,40546,ICAD Consultants Pty Ltd,"Bridgeman Downs, Qld",,,,,,,,,,,403919,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,20/10/2025,64615,Pupil Labs GmbH,Germany,,,,,,,,,,,403905,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,21/10/2025,17061,Article 21 Consultancy Pty Ltd,"Stafford Heights, Qld",,,,,,,,,,,403950,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,21/10/2025,15370,Camzilla,"Roseville, Nsw",,,,,,,,,,,2155775,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Printing Expenses,21/10/2025,10554,CPX Pty Ltd,"Newmarket, Kelvin Grove Bc, Qld",,,,,,,,,,,2152957,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Building Construction & Maintenance,21/10/2025,10384,Drilec Pty Ltd,"Thornlands, Qld",,,,,,,,,,,403943,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Audit Fees,21/10/2025,38738,Grant Thornton Australia Limited,"Brisbane, Qld",,,,,,,,,,,2152711,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,21/10/2025,24200,Kym Jones Exhibitions,"Plympton Park, Sa",,,,,,,,,,,2153812,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,21/10/2025,15510,MALVON & CO PTY LTD,"Margate, Qld",,,,,,,,,,,403948,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",External Course Delivery,21/10/2025,12000,MALVON & CO PTY LTD,"Margate, Qld",,,,,,,,,,,403949,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Equipment Purchase,21/10/2025,45225,Nikon Australia Pty Ltd,"Rhodes, Nsw",,,,,,,,,,,2152912,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Marketing Fees,21/10/2025,10701,Team Alpha Australia,"Rochedale South, Qld",,,,,,,,,,,2154525,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,21/10/2025,38521,TIGER ANGEL PTY LTD,"Reservoir, Vic",,,,,,,,,,,2155779,,,,,,
,Griffith University,"170 Kessels Road, Nathan Qld 4111",Event Expenditure,21/10/2025,16192,TIGER ANGEL PTY LTD,"Reservoir, Vic",,,,,,,,,,,2155780,,,,,,
