SalesKey,OrderID,DateKey,CustomerKey,ProductKey,ChannelKey,PromotionKey,PaymentKey,Quantity,UnitPrice,GrossAmount,DiscountPct,DiscountAmount,NetAmount
7354,586,20250426,478,131,1,,3,8,554.33,4434.64,0,0,4434.64
7355,513,20221121,49,1,4,5,3,3,633.89,1901.67,0,0,1901.67
7356,9770,20220821,888,170,3,,1,6,131.7,790.2,0,0,790.2
7357,38,20220108,770,124,2,,1,8,69.19,553.52,0,0,553.52
7358,15417,20250817,42,119,1,,1,9,192.37,1731.33,0,0,1731.33
7359,3570,20200612,108,120,3,,5,9,101.47,913.23,0,0,913.23
7360,11750,20250525,438,85,3,,5,1,406.89,406.89,0,0,406.89
7361,14710,20220619,624,47,1,,1,3,461.74,1385.22,0,0,1385.22
7362,8889,20230723,518,37,3,,2,8,468.65,3749.2,0,0,3749.2
7363,19291,20210825,863,97,2,24,5,8,637.43,5099.44,0,0,5099.44
7364,13746,20220504,918,195,3,,1,3,315.59,946.77,0,0,946.77
7365,17687,20200718,223,62,4,1,5,9,636.61,5729.49,0,0,5729.49
7366,16768,20210829,216,7,1,,2,1,70.3,70.3,0,0,70.3
7367,13608,20251229,349,85,3,,2,1,406.89,406.89,0,0,406.89
7368,13342,20240621,752,1,1,,5,6,633.89,3803.34,0,0,3803.34
7369,8289,20221123,352,86,2,,2,3,439.77,1319.31,0,0,1319.31
7370,2709,20220518,563,170,2,,3,7,131.7,921.9,0,0,921.9
7371,19231,20200731,782,65,1,12,2,2,155.01,310.02,0,0,310.02
7372,14979,20220302,500,1,3,2,4,8,633.89,5071.12,0,0,5071.12
7373,7060,20240827,818,167,1,,2,1,378.72,378.72,0,0,378.72
7374,12355,20220325,296,72,1,,3,1,100.64,100.64,0,0,100.64
7375,17685,20230524,577,14,1,15,2,4,284.01,1136.04,0,0,1136.04
7376,10471,20200911,570,122,4,10,2,5,671.35,3356.75,0,0,3356.75
7377,8329,20230303,845,40,1,,3,6,220.53,1323.18,0,0,1323.18
7378,3800,20250208,285,115,4,,2,3,147.5,442.5,0,0,442.5
7379,19414,20210115,427,156,4,,1,5,542.73,2713.65,0,0,2713.65
7380,4598,20240927,592,57,2,,2,1,440.71,440.71,0,0,440.71
7381,2613,20210813,610,111,1,,2,7,553.69,3875.83,0,0,3875.83
7382,11633,20241001,368,99,1,,5,5,425.4,2127,0,0,2127
7383,10451,20241202,405,190,2,,3,3,77.76,233.28,0,0,233.28
7384,19383,20241230,53,72,3,,1,3,100.64,301.92,0,0,301.92
7385,19087,20220820,593,68,4,,4,8,97.76,782.08,0,0,782.08
7386,13237,20230916,950,60,2,,2,2,608.55,1217.1,0,0,1217.1
7387,4079,20240605,384,183,3,,5,3,375.66,1126.98,0,0,1126.98
7388,1586,20220122,711,114,4,,3,3,106.26,318.78,0,0,318.78
7389,9655,20240328,614,109,3,,5,7,124.45,871.15,0,0,871.15
7390,17964,20211105,733,12,3,,3,3,95.33,285.99,0,0,285.99
7391,15645,20220109,33,124,2,,4,6,69.19,415.14,0,0,415.14
7392,12789,20250709,28,100,1,,2,9,336.9,3032.1,0,0,3032.1
7393,11651,20231025,166,53,4,,1,2,56.49,112.98,0,0,112.98
7394,15513,20200303,188,73,1,,3,10,422.3,4223,0,0,4223
7395,18105,20240503,353,32,2,,4,1,329.96,329.96,0,0,329.96
7396,6973,20250130,820,3,4,13,1,8,25.46,203.68,0,0,203.68
7397,17913,20200616,527,139,3,,4,4,322.45,1289.8,0,0,1289.8
7398,14282,20200609,840,6,2,,2,8,94.4,755.2,0,0,755.2
7399,8218,20220320,233,114,3,,2,4,106.26,425.04,0,0,425.04
7400,13728,20200326,304,82,4,3,2,9,530.12,4771.08,0,0,4771.08
7401,16749,20200731,34,120,3,,3,10,101.47,1014.7,0,0,1014.7
7402,9291,20240429,250,184,3,,2,9,606.1,5454.9,0,0,5454.9
7403,15742,20220108,143,26,3,,1,8,47.77,382.16,0,0,382.16
7404,18950,20220826,519,137,3,,4,4,403.02,1612.08,0,0,1612.08
7405,12643,20220304,584,75,3,23,5,5,227.07,1135.35,0,0,1135.35
7406,18890,20250505,89,151,3,,5,5,492.3,2461.5,0,0,2461.5
7407,6385,20240223,496,188,2,,5,8,735.26,5882.08,0,0,5882.08
7408,1166,20230812,762,92,2,,3,10,297.13,2971.3,0,0,2971.3
7409,9712,20250412,298,177,1,22,3,10,349.41,3494.1,0,0,3494.1
7410,503,20230906,450,5,2,,3,2,285.53,571.06,0,0,571.06
7411,12018,20211004,7,37,4,,5,7,468.65,3280.55,0,0,3280.55
7412,10578,20240323,897,125,1,,1,10,116.22,1162.2,0,0,1162.2
7413,1130,20220919,734,35,3,25,3,8,211.37,1690.96,0,0,1690.96
7414,19100,20231119,223,164,4,,5,10,306.85,3068.5,0,0,3068.5
7415,3558,20231217,500,81,1,30,4,1,694.44,694.44,0,0,694.44
7416,9035,20250512,371,170,3,,1,8,131.7,1053.6,0,0,1053.6
7417,14937,20240507,776,93,4,,5,3,224.33,672.99,0,0,672.99
7418,10939,20220425,238,35,4,,4,3,211.37,634.11,0,0,634.11
7419,112,20200224,266,184,4,,2,7,606.1,4242.7,0,0,4242.7
7420,10011,20240128,144,1,4,,3,10,633.89,6338.9,0,0,6338.9
7421,5025,20220615,536,164,3,21,1,1,306.85,306.85,0,0,306.85
7422,17128,20200613,814,102,4,,4,3,344.3,1032.9,0,0,1032.9
7423,10811,20220310,434,142,2,,4,9,83.37,750.33,0,0,750.33
7424,4036,20210829,166,190,4,11,4,2,77.76,155.52,0,0,155.52
7425,8602,20240119,431,98,4,,1,2,643.66,1287.32,0,0,1287.32
7426,14755,20211205,121,154,2,,3,9,377.79,3400.11,0,0,3400.11
7427,3325,20200104,724,129,2,,1,6,336.38,2018.28,0,0,2018.28
7428,18401,20210707,882,171,1,,2,8,610.02,4880.16,0,0,4880.16
7429,4995,20240819,479,91,4,,3,10,217.59,2175.9,0,0,2175.9
7430,15377,20210525,28,1,4,,4,4,633.89,2535.56,0,0,2535.56
7431,11416,20230226,410,54,2,4,2,1,430.19,430.19,0,0,430.19
7432,12489,20200308,827,46,3,3,4,2,251.03,502.06,0,0,502.06
7433,11536,20210128,375,133,3,,3,8,70.31,562.48,0,0,562.48
7434,3911,20230329,472,174,4,,3,3,502.2,1506.6,0,0,1506.6
7435,17560,20220220,39,140,3,,3,8,94.22,753.76,0,0,753.76
7436,9740,20220521,436,115,3,,2,9,147.5,1327.5,0,0,1327.5
7437,2027,20250326,925,189,1,,5,6,728.21,4369.26,0,0,4369.26
7438,15184,20201005,811,130,1,,2,2,171.1,342.2,0,0,342.2
7439,11022,20220918,683,200,4,17,2,6,455.59,2733.54,0,0,2733.54
7440,4611,20200825,577,78,2,,4,9,241.86,2176.74,0,0,2176.74
7441,3801,20250217,470,95,2,,3,3,201.72,605.16,0,0,605.16
7442,13816,20230708,501,138,1,7,5,3,308,924,0,0,924
7443,1400,20240407,405,25,4,,1,7,35.34,247.38,0,0,247.38
7444,11443,20240127,343,195,1,,2,8,315.59,2524.72,0,0,2524.72
7445,11706,20200624,669,148,1,,4,4,505.7,2022.8,0,0,2022.8
7446,10631,20250226,792,120,2,5,1,2,101.47,202.94,0,0,202.94
7447,7316,20200916,534,62,3,22,3,5,636.61,3183.05,0,0,3183.05
7448,16320,20220524,368,132,4,,5,2,51.77,103.54,0,0,103.54
7449,5145,20230117,421,77,2,28,1,6,610.17,3661.02,0,0,3661.02
7450,2412,20240314,909,86,1,,2,3,439.77,1319.31,0,0,1319.31
7451,15145,20231203,848,37,1,,3,1,468.65,468.65,0,0,468.65
7452,2373,20200627,196,5,1,,5,4,285.53,1142.12,0,0,1142.12
7453,13650,20240726,400,18,1,19,4,10,526.59,5265.9,0,0,5265.9
7454,11896,20240114,138,147,2,30,3,4,281.55,1126.2,0,0,1126.2
7455,11982,20200118,837,111,4,,3,9,553.69,4983.21,0,0,4983.21
7456,6830,20231202,446,147,4,,1,8,281.55,2252.4,0,0,2252.4
7457,7067,20201115,803,136,2,15,3,10,646.48,6464.8,0,0,6464.8
7458,2032,20230127,4,187,2,,2,4,568.66,2274.64,0,0,2274.64
7459,17195,20210714,403,191,4,,3,2,156.73,313.46,0,0,313.46
7460,7317,20220501,935,188,4,18,4,5,735.26,3676.3,0,0,3676.3
7461,9556,20200427,864,199,2,,2,6,561.36,3368.16,0,0,3368.16
7462,2591,20200413,771,9,3,30,3,8,492.64,3941.12,0,0,3941.12
7463,1180,20220716,100,200,3,,1,2,455.59,911.18,0,0,911.18
7464,17338,20230602,600,107,4,,5,10,135.29,1352.9,0,0,1352.9
7465,3279,20230617,356,40,2,3,5,1,220.53,220.53,0,0,220.53
7466,9188,20231014,119,73,2,,1,2,422.3,844.6,0,0,844.6
7467,19054,20220625,924,2,1,,2,8,610.65,4885.2,0,0,4885.2
7468,13985,20240118,439,49,1,30,4,9,81.41,732.69,0,0,732.69
7469,5593,20211004,601,21,1,24,5,10,679.82,6798.2,0,0,6798.2
7470,6898,20211225,149,135,3,15,2,5,301.65,1508.25,0,0,1508.25
7471,9837,20210319,503,41,4,1,5,3,645.44,1936.32,0,0,1936.32
7472,8511,20200225,821,180,2,,1,1,432.4,432.4,0,0,432.4
7473,10178,20250428,165,115,4,,3,4,147.5,590,0,0,590
7474,16174,20220408,271,58,3,3,1,5,426.28,2131.4,0,0,2131.4
7475,11888,20250407,759,169,4,29,2,9,20.78,187.02,0,0,187.02
7476,9314,20220923,837,17,1,17,5,5,51.4,257,0,0,257
7477,19425,20200616,795,180,1,30,3,4,432.4,1729.6,0,0,1729.6
7478,1728,20210125,239,29,4,,1,2,696.27,1392.54,0,0,1392.54
7479,3854,20210108,98,18,3,17,4,9,526.59,4739.31,0,0,4739.31
7480,13659,20240626,225,24,4,3,1,3,514.44,1543.32,0,0,1543.32
7481,13229,20201013,396,153,2,,5,3,638.66,1915.98,0,0,1915.98
7482,18672,20240825,24,142,3,,1,8,83.37,666.96,0,0,666.96
7483,4405,20251022,533,56,4,,1,9,325.94,2933.46,0,0,2933.46
7484,15103,20230510,497,155,4,20,2,9,633.98,5705.82,0,0,5705.82
7485,519,20221017,884,157,1,8,2,3,404.38,1213.14,0,0,1213.14
7486,10209,20221231,304,45,4,,5,3,13.15,39.45,0,0,39.45
7487,1504,20241021,85,150,3,6,1,1,488.53,488.53,0,0,488.53
7488,12539,20220908,40,195,4,11,4,2,315.59,631.18,0,0,631.18
7489,1093,20230421,732,19,4,15,3,6,544.51,3267.06,0,0,3267.06
7490,8171,20210720,486,160,3,4,5,10,325.15,3251.5,0,0,3251.5
7491,2775,20230527,896,122,4,,1,8,671.35,5370.8,0,0,5370.8
7492,17231,20220831,724,30,3,,2,10,121.32,1213.2,0,0,1213.2
7493,12340,20250508,846,92,2,,5,9,297.13,2674.17,0,0,2674.17
7494,12889,20250313,485,163,4,6,4,6,175.33,1051.98,0,0,1051.98
7495,5705,20230614,912,118,3,,1,6,240.15,1440.9,0,0,1440.9
7496,19906,20241125,862,93,1,,4,9,224.33,2018.97,0,0,2018.97
7497,16123,20250520,203,11,4,3,1,6,581.38,3488.28,0,0,3488.28
7498,5627,20200410,22,138,2,19,3,10,308,3080,0,0,3080
7499,18627,20230719,767,16,2,29,2,3,449.35,1348.05,0,0,1348.05
7500,10385,20220907,369,15,3,30,3,3,223.88,671.64,0,0,671.64
7501,5856,20241213,270,2,3,,5,1,610.65,610.65,0,0,610.65
7502,16806,20211025,414,85,1,,2,10,406.89,4068.9,0,0,4068.9
7503,15055,20230419,792,146,2,,4,9,517.9,4661.1,0,0,4661.1
7504,9624,20251012,496,186,3,,1,10,494.27,4942.7,0,0,4942.7
7505,9472,20210317,546,176,4,,5,7,206.27,1443.89,0,0,1443.89
7506,3528,20200611,31,4,4,,1,6,567.02,3402.12,0,0,3402.12
7507,9464,20250303,765,45,4,,2,10,13.15,131.5,0,0,131.5
7508,8565,20211210,941,89,1,26,2,4,400.73,1602.92,0,0,1602.92
7509,4305,20200210,234,29,1,,3,3,696.27,2088.81,0,0,2088.81
7510,5108,20250728,856,122,1,,2,4,671.35,2685.4,0,0,2685.4
7511,18809,20211122,828,79,4,,3,9,106.11,954.99,0,0,954.99
7512,19809,20251114,373,93,3,,3,10,224.33,2243.3,0,0,2243.3
7513,3092,20230914,699,21,2,,4,4,679.82,2719.28,0,0,2719.28
7514,19893,20220302,417,15,2,,5,10,223.88,2238.8,0,0,2238.8
7515,14293,20210113,14,10,1,,1,4,536.88,2147.52,0,0,2147.52
7516,11816,20220920,415,78,3,1,2,2,241.86,483.72,0,0,483.72
7517,12273,20240220,299,63,3,,1,4,69.44,277.76,0,0,277.76
7518,662,20210427,744,141,2,,5,6,287.22,1723.32,0,0,1723.32
7519,16662,20240824,577,185,2,25,5,3,85.29,255.87,0,0,255.87
7520,7632,20201125,18,195,4,30,1,2,315.59,631.18,0,0,631.18
7521,3839,20200721,92,9,1,11,2,9,492.64,4433.76,0,0,4433.76
7522,12953,20250829,548,171,4,,1,9,610.02,5490.18,0,0,5490.18
7523,8995,20231112,813,46,3,,5,1,251.03,251.03,0,0,251.03
7524,15649,20210114,585,43,3,,2,2,249.35,498.7,0,0,498.7
7525,16678,20240523,770,164,3,,1,1,306.85,306.85,0,0,306.85
7526,1395,20240904,715,102,4,26,1,10,344.3,3443,0,0,3443
7527,14515,20230423,851,129,4,,5,6,336.38,2018.28,0,0,2018.28
7528,8699,20200725,45,183,4,17,1,8,375.66,3005.28,7.1,213.37,2791.91
7529,19142,20230615,4,55,3,,4,10,298.81,2988.1,0,0,2988.1
7530,11761,20230630,287,21,4,5,5,3,679.82,2039.46,0,0,2039.46
7531,14460,20210706,499,50,1,2,5,9,732.04,6588.36,0,0,6588.36
7532,9435,20211109,158,103,3,27,5,2,100.41,200.82,0,0,200.82
7533,3799,20230715,345,136,3,8,2,6,646.48,3878.88,0,0,3878.88
7534,15561,20210724,204,124,3,,4,5,69.19,345.95,0,0,345.95
7535,14605,20210622,737,128,3,,1,5,591.02,2955.1,0,0,2955.1
7536,2911,20211201,964,4,1,,2,7,567.02,3969.14,0,0,3969.14
7537,14029,20240112,399,184,4,29,3,4,606.1,2424.4,0,0,2424.4
7538,18994,20230222,34,107,4,,1,6,135.29,811.74,0,0,811.74
7539,14628,20220821,584,51,1,22,2,1,450.57,450.57,0,0,450.57
7540,9041,20250821,681,50,1,,1,7,732.04,5124.28,0,0,5124.28
7541,17360,20240220,210,148,4,11,2,4,505.7,2022.8,0,0,2022.8
7542,6689,20200930,699,170,1,,5,4,131.7,526.8,0,0,526.8
7543,9296,20210802,528,154,3,,2,1,377.79,377.79,0,0,377.79
7544,7344,20221202,568,73,1,,1,7,422.3,2956.1,0,0,2956.1
7545,8604,20240914,913,175,4,,2,2,14.92,29.84,0,0,29.84
7546,9370,20240929,207,127,4,6,1,8,547.75,4382,0,0,4382
7547,12415,20250112,603,3,1,,3,10,25.46,254.6,0,0,254.6
7548,12797,20221218,976,179,4,,2,10,427.26,4272.6,0,0,4272.6
7549,624,20251210,8,188,4,,2,10,735.26,7352.6,0,0,7352.6
7550,14141,20240527,806,83,1,10,2,8,555.37,4442.96,0,0,4442.96
7551,10721,20240501,185,68,2,,1,7,97.76,684.32,0,0,684.32
7552,19859,20201226,658,54,4,,4,8,430.19,3441.52,0,0,3441.52
7553,7838,20230423,177,24,4,21,4,6,514.44,3086.64,0,0,3086.64
7554,15724,20250920,260,80,2,,4,8,221.45,1771.6,0,0,1771.6
7555,808,20210714,310,72,2,27,3,10,100.64,1006.4,0,0,1006.4
7556,64,20230715,57,95,3,5,4,4,201.72,806.88,0,0,806.88
7557,8703,20250307,111,172,4,7,2,4,472.56,1890.24,0,0,1890.24
7558,10432,20210924,289,165,2,4,2,5,344.71,1723.55,0,0,1723.55
7559,3494,20210504,71,105,2,5,1,9,380.79,3427.11,0,0,3427.11
7560,3253,20231103,122,173,2,,1,1,68.99,68.99,0,0,68.99
7561,4426,20210220,695,159,2,7,3,8,350.63,2805.04,0,0,2805.04
7562,1375,20241217,726,157,2,,1,2,404.38,808.76,0,0,808.76
7563,9692,20210220,127,63,3,,3,10,69.44,694.4,0,0,694.4
7564,1449,20241017,744,21,3,,1,6,679.82,4078.92,0,0,4078.92
7565,17323,20210215,32,114,2,,5,9,106.26,956.34,0,0,956.34
7566,18833,20200301,194,59,1,,1,5,342.75,1713.75,0,0,1713.75
7567,12751,20221105,161,126,4,,3,3,653.09,1959.27,0,0,1959.27
7568,3901,20231217,842,112,2,,4,7,283.91,1987.37,0,0,1987.37
7569,16664,20200709,85,1,4,,5,6,633.89,3803.34,0,0,3803.34
7570,10487,20210623,598,94,4,,1,1,538.39,538.39,0,0,538.39
7571,9100,20240603,725,77,3,,4,5,610.17,3050.85,0,0,3050.85
7572,11330,20230817,723,164,1,,5,10,306.85,3068.5,0,0,3068.5
7573,1154,20230217,928,87,1,,4,2,561.68,1123.36,0,0,1123.36
7574,16551,20200816,798,71,3,13,5,6,591.07,3546.42,0,0,3546.42
7575,16133,20250811,831,16,4,,1,3,449.35,1348.05,0,0,1348.05
7576,14862,20221112,738,22,3,,2,4,271.9,1087.6,0,0,1087.6
7577,2708,20210128,695,126,2,,5,3,653.09,1959.27,0,0,1959.27
7578,9558,20220222,233,184,1,29,3,4,606.1,2424.4,0,0,2424.4
7579,18337,20230824,494,66,3,,4,1,550.19,550.19,0,0,550.19
7580,4671,20211211,868,187,2,5,1,6,568.66,3411.96,0,0,3411.96
7581,14523,20250616,708,93,4,,4,5,224.33,1121.65,0,0,1121.65
7582,9056,20201031,770,140,2,,1,8,94.22,753.76,0,0,753.76
7583,8584,20231214,244,189,4,7,3,4,728.21,2912.84,0,0,2912.84
7584,6607,20220112,887,74,1,,5,5,565.34,2826.7,0,0,2826.7
7585,11437,20200321,98,68,4,,2,1,97.76,97.76,0,0,97.76
7586,12450,20231107,567,183,4,,4,10,375.66,3756.6,0,0,3756.6
7587,15170,20250910,330,104,2,,4,9,212.81,1915.29,0,0,1915.29
7588,17415,20250828,706,79,3,14,2,2,106.11,212.22,0,0,212.22
7589,7306,20210416,514,148,1,,2,2,505.7,1011.4,0,0,1011.4
7590,1219,20201022,911,6,1,,1,6,94.4,566.4,0,0,566.4
7591,17186,20231020,962,56,2,,3,2,325.94,651.88,0,0,651.88
7592,683,20200525,931,170,2,,1,1,131.7,131.7,0,0,131.7
7593,19368,20220825,152,168,2,,1,4,321.29,1285.16,0,0,1285.16
7594,12069,20200817,491,181,1,,2,6,298.15,1788.9,0,0,1788.9
7595,19672,20211204,549,115,2,,3,6,147.5,885,0,0,885
7596,16340,20220916,118,163,1,,3,2,175.33,350.66,0,0,350.66
7597,10971,20230630,638,177,2,,2,2,349.41,698.82,0,0,698.82
7598,3869,20230305,57,127,2,,5,5,547.75,2738.75,0,0,2738.75
7599,2277,20220222,39,61,3,1,1,1,29.76,29.76,0,0,29.76
7600,15634,20230519,461,145,4,,1,10,204.06,2040.6,0,0,2040.6
7601,1964,20250206,337,169,3,,3,4,20.78,83.12,0,0,83.12
7602,19032,20250814,994,94,1,,1,7,538.39,3768.73,0,0,3768.73
7603,4551,20201016,824,8,4,23,3,8,48.08,384.64,0,0,384.64
7604,1151,20240110,577,101,4,,1,4,267.54,1070.16,0,0,1070.16
7605,3612,20200720,167,32,1,26,1,1,329.96,329.96,0,0,329.96
7606,6754,20251130,6,84,4,,4,6,29.75,178.5,0,0,178.5
7607,5797,20240725,226,36,2,,2,1,126.26,126.26,0,0,126.26
7608,16779,20200313,645,137,1,7,5,10,403.02,4030.2,0,0,4030.2
7609,17517,20241003,269,147,3,,5,2,281.55,563.1,0,0,563.1
7610,17424,20240215,388,98,2,27,4,4,643.66,2574.64,0,0,2574.64
7611,18099,20220211,433,165,4,,3,3,344.71,1034.13,0,0,1034.13
7612,11405,20250510,925,86,3,,2,9,439.77,3957.93,0,0,3957.93
7613,2017,20251124,877,23,2,,1,3,38.48,115.44,0,0,115.44
7614,17570,20220104,101,35,2,,2,4,211.37,845.48,0,0,845.48
7615,18121,20220517,953,60,2,24,1,4,608.55,2434.2,0,0,2434.2
7616,14140,20251023,544,179,3,,4,1,427.26,427.26,0,0,427.26
7617,16283,20201218,552,175,4,7,2,4,14.92,59.68,0,0,59.68
7618,4458,20221127,856,67,1,,5,1,707.81,707.81,0,0,707.81
7619,1057,20240322,577,53,4,,5,1,56.49,56.49,0,0,56.49
7620,16712,20220112,456,60,4,,1,10,608.55,6085.5,0,0,6085.5
7621,13793,20250327,439,124,4,,1,5,69.19,345.95,0,0,345.95
7622,13867,20200429,749,169,1,,2,8,20.78,166.24,0,0,166.24
7623,205,20200814,141,51,2,,1,6,450.57,2703.42,0,0,2703.42
7624,1522,20250131,223,136,4,,1,7,646.48,4525.36,0,0,4525.36
7625,18380,20200922,301,158,1,,3,4,377.54,1510.16,0,0,1510.16
7626,19150,20211028,448,113,2,30,4,9,66.63,599.67,0,0,599.67
7627,17,20200809,690,65,2,,5,10,155.01,1550.1,0,0,1550.1
7628,9484,20221108,343,195,4,,1,7,315.59,2209.13,0,0,2209.13
7629,975,20220402,764,144,3,,5,9,528.48,4756.32,0,0,4756.32
7630,16899,20240714,125,42,1,,4,7,288.05,2016.35,0,0,2016.35
7631,1503,20251219,941,99,2,27,5,4,425.4,1701.6,0,0,1701.6
7632,13119,20200924,602,151,4,,3,5,492.3,2461.5,0,0,2461.5
7633,19067,20250525,99,11,2,,5,7,581.38,4069.66,0,0,4069.66
7634,8039,20200922,867,134,2,,3,1,169.13,169.13,0,0,169.13
7635,9395,20201111,601,76,3,,2,3,217.67,653.01,0,0,653.01
7636,958,20210112,942,14,1,,3,3,284.01,852.03,0,0,852.03
7637,3740,20201213,417,107,3,,5,2,135.29,270.58,0,0,270.58
7638,9230,20240220,105,81,1,2,5,4,694.44,2777.76,0,0,2777.76
7639,5044,20250604,855,165,4,5,5,2,344.71,689.42,0,0,689.42
7640,2754,20240928,641,177,2,30,2,3,349.41,1048.23,0,0,1048.23
7641,3385,20230331,661,107,4,11,2,5,135.29,676.45,0,0,676.45
7642,3837,20231115,130,142,4,10,4,2,83.37,166.74,0,0,166.74
7643,7804,20211215,775,120,4,,4,8,101.47,811.76,0,0,811.76
7644,14657,20230112,822,129,2,,3,1,336.38,336.38,0,0,336.38
7645,2787,20240215,502,112,3,,4,1,283.91,283.91,0,0,283.91
7646,1532,20200610,91,169,1,,4,4,20.78,83.12,0,0,83.12
7647,263,20241025,494,175,2,,2,5,14.92,74.6,0,0,74.6
7648,13769,20220408,278,180,4,,3,2,432.4,864.8,0,0,864.8
7649,19181,20250719,624,138,4,28,4,8,308,2464,0,0,2464
7650,15497,20201215,352,38,2,15,2,8,135.34,1082.72,0,0,1082.72
7651,2220,20220708,200,34,3,,3,4,235.31,941.24,0,0,941.24
7652,355,20220718,96,27,4,,1,10,644.66,6446.6,0,0,6446.6
7653,13415,20200522,604,91,1,,3,4,217.59,870.36,0,0,870.36
7654,8341,20250811,879,170,1,,5,7,131.7,921.9,0,0,921.9
7655,12671,20220305,426,112,1,7,2,5,283.91,1419.55,0,0,1419.55
7656,12482,20231219,193,84,1,16,5,1,29.75,29.75,0,0,29.75
7657,1301,20230217,642,35,1,7,3,3,211.37,634.11,0,0,634.11
7658,15300,20211022,733,138,4,,2,9,308,2772,0,0,2772
7659,3405,20200610,651,84,2,,3,5,29.75,148.75,0,0,148.75
7660,3746,20250125,49,18,4,10,1,6,526.59,3159.54,0,0,3159.54
7661,3448,20240429,727,192,1,,4,2,527.84,1055.68,0,0,1055.68
7662,1647,20250421,115,73,4,,5,2,422.3,844.6,0,0,844.6
7663,12830,20220612,518,33,2,,3,1,446.95,446.95,0,0,446.95
7664,307,20230606,159,24,4,,5,6,514.44,3086.64,0,0,3086.64
7665,2201,20230427,363,173,2,,4,1,68.99,68.99,0,0,68.99
7666,1195,20220126,649,155,2,16,5,10,633.98,6339.8,0,0,6339.8
7667,19027,20250603,379,144,3,,2,3,528.48,1585.44,0,0,1585.44
7668,8391,20250915,214,174,3,,5,4,502.2,2008.8,0,0,2008.8
7669,8636,20220313,954,120,3,,3,3,101.47,304.41,0,0,304.41
7670,13555,20241207,458,89,1,28,5,10,400.73,4007.3,27.8,1114.03,2893.27
7671,13999,20241128,284,32,2,,1,3,329.96,989.88,0,0,989.88
7672,17250,20210520,767,14,2,,2,7,284.01,1988.07,0,0,1988.07
7673,11895,20231201,470,36,2,,2,8,126.26,1010.08,0,0,1010.08
7674,11457,20230319,941,191,3,,5,7,156.73,1097.11,0,0,1097.11
7675,16309,20231212,822,44,2,6,5,4,563.82,2255.28,0,0,2255.28
7676,14704,20220214,225,40,3,,5,10,220.53,2205.3,0,0,2205.3
7677,10580,20250616,738,5,1,,3,6,285.53,1713.18,0,0,1713.18
7678,9639,20200613,819,118,2,30,3,7,240.15,1681.05,0,0,1681.05
7679,18261,20200226,388,162,2,,1,5,297.43,1487.15,0,0,1487.15
7680,17848,20250916,600,146,4,,5,2,517.9,1035.8,0,0,1035.8
7681,2401,20250415,313,188,2,,3,6,735.26,4411.56,0,0,4411.56
7682,15318,20221106,440,119,1,,2,1,192.37,192.37,0,0,192.37
7683,14785,20240613,975,25,2,,2,10,35.34,353.4,0,0,353.4
7684,12062,20240527,264,110,2,,3,6,404.66,2427.96,0,0,2427.96
7685,9538,20231116,997,125,3,19,2,3,116.22,348.66,0,0,348.66
7686,4154,20231102,300,149,3,,4,6,135.34,812.04,0,0,812.04
7687,8534,20240921,440,116,4,,4,1,29.95,29.95,0,0,29.95
7688,19170,20210621,167,53,1,14,5,8,56.49,451.92,0,0,451.92
7689,19165,20250622,167,15,1,3,1,2,223.88,447.76,0,0,447.76
7690,19105,20231017,452,20,4,14,3,1,471.15,471.15,0,0,471.15
7691,4536,20240924,930,14,1,,2,10,284.01,2840.1,0,0,2840.1
7692,17132,20250805,850,112,4,,1,7,283.91,1987.37,0,0,1987.37
7693,9863,20210623,943,81,1,,2,1,694.44,694.44,0,0,694.44
7694,16771,20251029,844,68,1,18,3,10,97.76,977.6,0,0,977.6
7695,4735,20250224,601,189,2,30,2,4,728.21,2912.84,0,0,2912.84
7696,16110,20241007,647,9,1,,3,7,492.64,3448.48,0,0,3448.48
7697,18748,20240312,696,15,2,22,4,10,223.88,2238.8,0,0,2238.8
7698,9048,20240219,672,177,1,20,3,7,349.41,2445.87,0,0,2445.87
7699,1038,20210413,874,37,3,14,2,4,468.65,1874.6,0,0,1874.6
7700,19348,20200203,223,147,2,6,3,1,281.55,281.55,0,0,281.55
7701,13957,20210905,402,190,1,,1,2,77.76,155.52,0,0,155.52
7702,5910,20220127,805,2,4,29,5,9,610.65,5495.85,0,0,5495.85
7703,17465,20210708,399,36,1,,2,2,126.26,252.52,0,0,252.52
7704,8176,20200824,821,77,1,,3,1,610.17,610.17,0,0,610.17
7705,19667,20200830,870,136,3,,5,4,646.48,2585.92,0,0,2585.92
7706,16678,20230917,450,97,4,,4,10,637.43,6374.3,0,0,6374.3
7707,2037,20220620,843,59,1,,1,4,342.75,1371,0,0,1371
7708,17902,20200428,186,18,3,21,1,8,526.59,4212.72,0,0,4212.72
7709,1122,20230514,407,133,1,,2,3,70.31,210.93,0,0,210.93
7710,12567,20230621,14,127,2,,5,1,547.75,547.75,0,0,547.75
7711,8247,20231203,676,72,2,,2,8,100.64,805.12,0,0,805.12
7712,18575,20230620,156,181,1,,3,3,298.15,894.45,0,0,894.45
7713,17013,20250624,256,144,2,22,4,4,528.48,2113.92,0,0,2113.92
7714,16007,20250315,221,154,1,,4,9,377.79,3400.11,0,0,3400.11
7715,10393,20200612,749,127,4,4,5,7,547.75,3834.25,0,0,3834.25
7716,12903,20250601,735,153,1,,1,4,638.66,2554.64,0,0,2554.64
